Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Web(G1;m),Web(G2;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,112.97748,118115649.49513,0,1.50822,1.06577,71.77783,0,0,0,0,0,0,0.02893,0.01596,0,0
0.0001,113.05176,118264961.32021,104779.65917,1.50822,1.06577,71.63274,0.0,0.0,5557.37099,27912.25745,4e-05,4e-05,0.02888,0.01592,2918424.48237,0.0
0.0002,113.12585,118414004.00692,104911.70709,1.50528,1.0635,71.48747,29.38523,52.03019,5546.92653,66711.20648,9e-05,9e-05,0.02884,0.01587,2922102.40879,0.0
0.0003,113.19976,118562775.85856,105043.51506,1.50234,1.06123,71.34201,29.39449,52.09591,5536.48893,66424.47129,0.00013,0.00013,0.0288,0.01583,2925773.65181,0.0
0.0004,113.2735,118711275.17916,105175.08157,1.4994,1.05896,71.19637,29.40365,52.16151,5526.0582,66139.54371,0.00018,0.00018,0.02875,0.01578,2929438.16958,0.0
0.0005,113.34705,118859500.27357,105306.40512,1.49646,1.05668,71.05055,29.41269,52.227,5515.63435,65856.40749,0.00022,0.00022,0.02871,0.01574,2933095.92028,0.0
0.0006,113.42042,119007449.44743,105437.48421,1.49351,1.05439,70.90454,29.42162,52.29236,5505.21742,65575.04659,0.00026,0.00026,0.02866,0.0157,2936746.86208,0.0
0.0007,113.49361,119155121.00722,105568.31735,1.49057,1.0521,70.75836,29.43044,52.3576,5494.80742,65295.44512,0.00031,0.00031,0.02862,0.01565,2940390.9532,0.0
0.0008,113.56662,119302513.26031,105698.90302,1.48763,1.0498,70.61199,29.43915,52.42272,5484.40436,65017.5874,0.00035,0.00035,0.02858,0.01561,2944028.15187,0.0
0.0009,113.63945,119449624.51499,105829.23974,1.48468,1.04749,70.46544,29.44775,52.48771,5474.00828,64741.4579,0.0004,0.0004,0.02853,0.01556,2947658.41634,0.0
0.001,113.71209,119596453.0805,105959.32601,1.48174,1.04518,70.31872,29.45623,52.55259,5463.61918,64467.0413,0.00044,0.00044,0.02849,0.01552,2951281.70489,0.0
0.0011,113.78456,119742997.26706,106089.16032,1.47879,1.04287,70.17181,29.4646,52.61733,5453.2371,64194.32244,0.00048,0.00048,0.02844,0.01548,2954897.97583,0.0
0.0012,113.85683,119889255.3859,106218.74119,1.47584,1.04055,70.02472,29.47286,52.68196,5442.86205,63923.28631,0.00053,0.00053,0.0284,0.01543,2958507.18746,0.0
0.0013,113.92893,120035225.7493,106348.06711,1.4729,1.03822,69.87745,29.48101,52.74646,5432.49405,63653.9181,0.00057,0.00057,0.02836,0.01539,2962109.29816,0.0
0.0014,114.00083,120180906.67066,106477.13659,1.46995,1.03589,69.73001,29.48904,52.81083,5422.13312,63386.20316,0.00062,0.00062,0.02831,0.01534,2965704.2663,0.0
0.0015,114.07256,120326296.46445,106605.94814,1.467,1.03355,69.58238,29.49696,52.87508,5411.77928,63120.12699,0.00066,0.00066,0.02827,0.0153,2969292.05028,0.0
0.0016,114.14409,120471393.44633,106734.50026,1.46405,1.03121,69.43458,29.50476,52.9392,5401.43255,62855.67528,0.0007,0.0007,0.02822,0.01526,2972872.60854,0.0
0.0017,114.21544,120616195.93315,106862.79148,1.4611,1.02886,69.28659,29.51245,53.00319,5391.09295,62592.83385,0.00075,0.00075,0.02818,0.01521,2976445.89954,0.0
0.0018,114.28661,120760702.24296,106990.82028,1.45814,1.0265,69.13843,29.52002,53.06705,5380.76051,62331.58869,0.00079,0.00079,0.02813,0.01517,2980011.88179,0.0
0.0019,114.35758,120904910.69509,107118.5852,1.45519,1.02414,68.9901,29.52748,53.13078,5370.43523,62071.92597,0.00084,0.00084,0.02809,0.01512,2983570.5138,0.0
0.002,114.42837,121048819.61014,107246.08473,1.45224,1.02178,68.84158,29.53483,53.19438,5360.11715,61813.83197,0.00088,0.00088,0.02805,0.01508,2987121.75414,0.0
0.0021,114.49897,121192427.31007,107373.31739,1.44928,1.01941,68.69289,29.54206,53.25785,5349.80627,61557.29316,0.00093,0.00093,0.028,0.01503,2990665.56139,0.0
0.0022,114.56938,121335732.11817,107500.2817,1.44633,1.01703,68.54402,29.54917,53.32118,5339.50263,61302.29613,0.00097,0.00097,0.02796,0.01499,2994201.89418,0.0
0.0023,114.6396,121478732.35914,107626.97617,1.44337,1.01465,68.39498,29.55617,53.38439,5329.20623,61048.82765,0.00101,0.00101,0.02791,0.01494,2997730.71116,0.0
0.0024,114.70963,121621426.35912,107753.39931,1.44042,1.01226,68.24576,29.56306,53.44746,5318.91711,60796.8746,0.00106,0.00106,0.02787,0.0149,3001251.97104,0.0
0.0025,114.77947,121763812.4457,107879.54966,1.43746,1.00986,68.09637,29.56982,53.51039,5308.63527,60546.42404,0.0011,0.0011,0.02782,0.01486,3004765.63253,0.0
0.0026,114.84913,121905888.94797,108005.42572,1.4345,1.00746,67.9468,29.57647,53.5732,5298.36074,60297.46315,0.00115,0.00115,0.02778,0.01481,3008271.65442,0.0
0.0027,114.91858,122047654.19657,108131.02602,1.43154,1.00506,67.79706,29.58301,53.63586,5288.09355,60049.97925,0.00119,0.00119,0.02774,0.01477,3011769.9955,0.0
0.0028,114.98785,122189106.5237,108256.34908,1.42858,1.00265,67.64714,29.58942,53.69839,5277.8337,59803.95981,0.00124,0.00124,0.02769,0.01472,3015260.61461,0.0
0.0029,115.05693,122330244.26316,108381.39342,1.42562,1.00023,67.49705,29.59572,53.76078,5267.58121,59559.39242,0.00128,0.00128,0.02765,0.01468,3018743.47065,0.0
0.003,115.12581,122471065.7504,108506.15757,1.42266,0.99781,67.34679,29.6019,53.82303,5257.33612,59316.26483,0.00133,0.00133,0.0276,0.01463,3022218.52252,0.0
0.0031,115.1945,122611569.32254,108630.64005,1.4197,0.99538,67.19635,29.60797,53.88515,5247.09843,59074.56489,0.00137,0.00137,0.02756,0.01459,3025685.72921,0.0
0.0032,115.26299,122751753.3184,108754.8394,1.41674,0.99295,67.04574,29.61392,53.94712,5236.86817,58834.28062,0.00142,0.00142,0.02751,0.01454,3029145.04972,0.0
0.0033,115.33129,122891616.07857,108878.75415,1.41378,0.99051,66.89496,29.61974,54.00896,5226.64535,58595.40014,0.00146,0.00146,0.02747,0.0145,3032596.44309,0.0
0.0034,115.39939,123031155.94539,109002.38282,1.41082,0.98807,66.74401,29.62545,54.07065,5216.43,58357.9117,0.0015,0.0015,0.02742,0.01445,3036039.86842,0.0
0.0035,115.4673,123170371.26302,109125.72394,1.40785,0.98562,66.59289,29.63105,54.13221,5206.22214,58121.80369,0.00155,0.00155,0.02738,0.01441,3039475.28485,0.0
0.0036,115.53502,123309260.37748,109248.77606,1.40489,0.98316,66.44159,29.63652,54.19362,5196.02178,57887.06461,0.00159,0.00159,0.02733,0.01437,3042902.65156,0.0
0.0037,115.60254,123447821.63667,109371.53771,1.40193,0.9807,66.29013,29.64187,54.25488,5185.82894,57653.68311,0.00164,0.00164,0.02729,0.01432,3046321.92779,0.0
0.0038,115.66986,123586053.3904,109494.00742,1.39896,0.97823,66.13849,29.64711,54.31601,5175.64364,57421.64792,0.00168,0.00168,0.02724,0.01428,3049733.07282,0.0
0.0039,115.73698,123723953.99044,109616.18374,1.396,0.97576,65.98669,29.65222,54.37699,5165.46591,57190.94793,0.00173,0.00173,0.0272,0.01423,3053136.04596,0.0
0.004,115.80391,123861521.79056,109738.06521,1.39303,0.97328,65.83471,29.65722,54.43782,5155.29575,56961.57212,0.00177,0.00177,0.02715,0.01419,3056530.8066,0.0
0.0041,115.87063,123998755.14653,109859.65037,1.39006,0.9708,65.68257,29.66209,54.49851,5145.1332,56733.5096,0.00182,0.00182,0.02711,0.01414,3059917.31416,0.0
0.0042,115.93716,124135652.41619,109980.93777,1.3871,0.96831,65.53026,29.66685,54.55905,5134.97826,56506.74959,0.00186,0.00186,0.02706,0.0141,3063295.52812,0.0
0.0043,116.00349,124272211.95949,110101.92595,1.38413,0.96581,65.37778,29.67148,54.61944,5124.83097,56281.28143,0.00191,0.00191,0.02702,0.01405,3066665.40801,0.0
0.0044,116.06962,124408432.13848,110222.61346,1.38116,0.96331,65.22513,29.676,54.67969,5114.69133,56057.09457,0.00195,0.00195,0.02697,0.01401,3070026.9134,0.0
0.0045,116.13555,124544311.31739,110342.99886,1.3782,0.96081,65.07232,29.68039,54.73978,5104.55936,55834.17857,0.002,0.002,0.02693,0.01396,3073380.00394,0.0
0.0046,116.20128,124679847.86264,110463.08069,1.37523,0.9583,64.91934,29.68466,54.79973,5094.4351,55612.52309,0.00204,0.00204,0.02688,0.01392,3076724.6393,0.0
0.0047,116.26681,124815040.14291,110582.85751,1.37226,0.95578,64.76619,29.68881,54.85953,5084.31854,55392.11792,0.00209,0.00209,0.02684,0.01387,3080060.77924,0.0
0.0048,116.33214,124949886.52912,110702.32787,1.36929,0.95326,64.61288,29.69284,54.91917,5074.20972,55172.95293,0.00213,0.00213,0.02679,0.01383,3083388.38355,0.0
0.0049,116.39726,125084385.3945,110821.49035,1.36632,0.95073,64.4594,29.69675,54.97866,5064.10866,54955.01813,0.00218,0.00218,0.02675,0.01378,3086707.41209,0.0
0.005,116.46219,125218535.11462,110940.34349,1.36335,0.94819,64.30576,29.70054,55.038,5054.01536,54738.30359,0.00222,0.00222,0.0267,0.01374,3090017.82477,0.0
0.0051,116.5269,125352334.06745,111058.88586,1.36038,0.94565,64.15195,29.7042,55.09719,5043.92985,54522.79952,0.00227,0.00227,0.02666,0.01369,3093319.58156,0.0
0.0052,116.59142,125485780.63333,111177.11602,1.35741,0.94311,63.99798,29.70775,55.15623,5033.85216,54308.49622,0.00231,0.00231,0.02661,0.01365,3096612.6425,0.0
0.0053,116.65573,125618873.19506,111295.03254,1.35444,0.94056,63.84384,29.71116,55.21511,5023.78228,54095.38409,0.00236,0.00236,0.02657,0.0136,3099896.96768,0.0
0.0054,116.71984,125751610.13793,111412.634,1.35147,0.938,63.68954,29.71446,55.27383,5013.72026,53883.45362,0.0024,0.0024,0.02652,0.01356,3103172.51726,0.0
0.0055,116.78374,125883989.84975,111529.91896,1.34849,0.93544,63.53508,29.71764,55.3324,5003.6661,53672.6954,0.00245,0.00245,0.02648,0.01351,3106439.25144,0.0
0.0056,116.84744,126016010.72085,111646.88599,1.34552,0.93287,63.38046,29.72069,55.39081,4993.61982,53463.10014,0.00249,0.00249,0.02643,0.01347,3109697.13051,0.0
0.0057,116.91093,126147671.14416,111763.53368,1.34255,0.9303,63.22567,29.72361,55.44906,4983.58145,53254.65861,0.00254,0.00254,0.02639,0.01342,3112946.11482,0.0
0.0058,116.97422,126278969.51525,111879.8606,1.33958,0.92772,63.07072,29.72642,55.50716,4973.551,53047.3617,0.00258,0.00258,0.02634,0.01338,3116186.16476,0.0
0.0059,117.03729,126409904.23232,111995.86533,1.3366,0.92514,62.91561,29.7291,55.56509,4963.52848,52841.20039,0.00263,0.00263,0.0263,0.01333,3119417.2408,0.0
0.006,117.10017,126540473.69628,112111.54646,1.33363,0.92255,62.76034,29.73165,55.62287,4953.51393,52636.16573,0.00267,0.00267,0.02625,0.01329,3122639.3035,0.0
0.0061,117.16283,126670676.31074,112226.90257,1.33066,0.91996,62.60491,29.73408,55.68048,4943.50735,52432.24889,0.00272,0.00272,0.02621,0.01324,3125852.31345,0.0
0.0062,117.22529,126800510.48209,112341.93224,1.32768,0.91736,62.44932,29.73639,55.73794,4933.50876,52229.44112,0.00276,0.00276,0.02616,0.01319,3129056.23133,0.0
0.0063,117.28753,126929974.61951,112456.63408,1.32471,0.91475,62.29357,29.73858,55.79523,4923.51819,52027.73374,0.00281,0.00281,0.02612,0.01315,3132251.01789,0.0
0.0064,117.34957,127059067.13503,112571.00667,1.32174,0.91214,62.13766,29.74063,55.85236,4913.53565,51827.11819,0.00286,0.00286,0.02607,0.0131,3135436.63393,0.0
0.0065,117.4114,127187786.4435,112685.0486,1.31876,0.90952,61.9816,29.74257,55.90933,4903.56116,51627.58597,0.0029,0.0029,0.02603,0.01306,3138613.04034,0.0
0.0066,117.47302,127316130.96273,112798.75849,1.31579,0.9069,61.82537,29.74438,55.96614,4893.59473,51429.12867,0.00295,0.00295,0.02598,0.01301,3141780.19807,0.0
0.0067,117.53443,127444099.11341,112912.13492,1.31281,0.90427,61.66899,29.74606,56.02278,4883.6364,51231.73799,0.00299,0.00299,0.02594,0.01297,3144938.06816,0.0
0.0068,117.59562,127571689.31923,113025.1765,1.30984,0.90164,61.51245,29.74762,56.07925,4873.68617,51035.40566,0.00304,0.00304,0.02589,0.01292,3148086.61171,0.0
0.0069,117.65661,127698900.0069,113137.88184,1.30686,0.899,61.35576,29.74905,56.13556,4863.74406,50840.12356,0.00308,0.00308,0.02584,0.01288,3151225.78988,0.0
0.007,117.71738,127825729.60613,113250.24954,1.30389,0.89636,61.19891,29.75035,56.1917,4853.81009,50645.88359,0.00313,0.00313,0.0258,0.01283,3154355.56393,0.0
0.0071,117.77795,127952176.54974,113362.27822,1.30091,0.89371,61.0419,29.75153,56.24768,4843.88428,50452.67776,0.00317,0.00317,0.02575,0.01279,3157475.8952,0.0
0.0072,117.8383,128078239.27366,113473.9665,1.29794,0.89105,60.88474,29.75259,56.30348,4833.96664,50260.49817,0.00322,0.00322,0.02571,0.01274,3160586.74507,0.0
0.0073,117.89843,128203916.21693,113585.31298,1.29496,0.88839,60.72742,29.75351,56.35912,4824.05721,50069.33697,0.00326,0.00326,0.02566,0.01269,3163688.07503,0.0
0.0074,117.95836,128329205.82181,113696.31629,1.29199,0.88573,60.56995,29.75431,56.41459,4814.15598,49879.18641,0.00331,0.00331,0.02562,0.01265,3166779.84664,0.0
0.0075,118.01807,128454106.53377,113806.97505,1.28901,0.88305,60.41232,29.75499,56.46989,4804.26299,49690.0388,0.00336,0.00336,0.02557,0.0126,3169862.02155,0.0
0.0076,118.07756,128578616.8015,113917.28788,1.28604,0.88038,60.25454,29.75553,56.52501,4794.37824,49501.88654,0.0034,0.0034,0.02553,0.01256,3172934.56146,0.0
0.0077,118.13684,128702735.07701,114027.25343,1.28306,0.8777,60.09661,29.75595,56.57997,4784.50177,49314.7221,0.00345,0.00345,0.02548,0.01251,3175997.42818,0.0
0.0078,118.19591,128826459.81561,114136.87031,1.28008,0.87501,59.93853,29.75625,56.63475,4774.63357,49128.53802,0.00349,0.00349,0.02543,0.01247,3179050.58358,0.0
0.0079,118.25475,128949789.47598,114246.13715,1.27711,0.87231,59.7803,29.75641,56.68937,4764.77368,48943.32692,0.00354,0.00354,0.02539,0.01242,3182093.98965,0.0
0.008,118.31339,129072722.52016,114355.05261,1.27413,0.86962,59.62191,29.75645,56.7438,4754.92211,48759.08148,0.00358,0.00358,0.02534,0.01237,3185127.60841,0.0
0.0081,118.3718,129195257.41366,114463.61532,1.27116,0.86691,59.46337,29.75636,56.79807,4745.07888,48575.79446,0.00363,0.00363,0.0253,0.01233,3188151.40201,0.0
0.0082,118.43,129317392.6254,114571.82392,1.26818,0.8642,59.30468,29.75614,56.85216,4735.244,48393.4587,0.00368,0.00368,0.02525,0.01228,3191165.33266,0.0
0.0083,118.48799,129439126.62782,114679.67706,1.26521,0.86149,59.14585,29.75579,56.90607,4725.4175,48212.06708,0.00372,0.00372,0.02521,0.01224,3194169.36267,0.0
0.0084,118.54575,129560457.89689,114787.17339,1.26223,0.85877,58.98686,29.75532,56.95981,4715.59939,48031.61259,0.00377,0.00377,0.02516,0.01219,3197163.45443,0.0
0.0085,118.6033,129681384.91213,114894.31156,1.25925,0.85604,58.82772,29.75471,57.01337,4705.78968,47852.08825,0.00381,0.00381,0.02511,0.01215,3200147.57042,0.0
0.0086,118.66062,129801906.15666,115001.09022,1.25628,0.85331,58.66844,29.75398,57.06675,4695.9884,47673.48717,0.00386,0.00386,0.02507,0.0121,3203121.6732,0.0
0.0087,118.71773,129922020.11724,115107.50805,1.2533,0.85057,58.50901,29.75312,57.11996,4686.19557,47495.80252,0.00391,0.00391,0.02502,0.01205,3206085.72544,0.0
0.0088,118.77462,130041725.28428,115213.56369,1.25033,0.84783,58.34943,29.75213,57.17298,4676.4112,47319.02753,0.00395,0.00395,0.02498,0.01201,3209039.68988,0.0
0.0089,118.83129,130161020.15191,115319.25582,1.24735,0.84508,58.1897,29.75101,57.22583,4666.6353,47143.15551,0.004,0.004,0.02493,0.01196,3211983.52936,0.0
0.009,118.88774,130279903.21797,115424.5831,1.24438,0.84233,58.02983,29.74976,57.27849,4656.8679,46968.17981,0.00404,0.00404,0.02488,0.01192,3214917.20682,0.0
0.0091,118.94396,130398372.9841,115529.54421,1.2414,0.83957,57.86981,29.74838,57.33098,4647.10902,46794.09387,0.00409,0.00409,0.02484,0.01187,3217840.68527,0.0
0.0092,118.99997,130516427.95571,115634.13783,1.23843,0.83681,57.70965,29.74687,57.38328,4637.35866,46620.89117,0.00413,0.00413,0.02479,0.01182,3220753.92783,0.0
0.0093,119.05576,130634066.64207,115738.36262,1.23545,0.83404,57.54934,29.74523,57.4354,4627.61685,46448.56528,0.00418,0.00418,0.02475,0.01178,3223656.89773,0.0
0.0094,119.11132,130751287.55632,115842.21729,1.23248,0.83126,57.38889,29.74346,57.48734,4617.88361,46277.10979,0.00423,0.00423,0.0247,0.01173,3226549.55826,0.0
0.0095,119.16666,130868089.21549,115945.7005,1.22951,0.82848,57.22829,29.74157,57.5391,4608.15895,46106.5184,0.00427,0.00427,0.02465,0.01169,3229431.87283,0.0
0.0096,119.22177,130984470.14056,116048.81095,1.22653,0.8257,57.06755,29.73954,57.59067,4598.44289,45936.78482,0.00432,0.00432,0.02461,0.01164,3232303.80495,0.0
0.0097,119.27667,131100428.85649,116151.54734,1.22356,0.82291,56.90667,29.73738,57.64206,4588.73544,45767.90286,0.00436,0.00436,0.02456,0.01159,3235165.31822,0.0
0.0098,119.33134,131215963.89223,116253.90835,1.22059,0.82011,56.74564,29.73509,57.69326,4579.03663,45599.86636,0.00441,0.00441,0.02452,0.01155,3238016.37633,0.0
