Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Propellant Mass(G3;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flow(G3;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Mass Flux(G3;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Regression Depth(G3;m),Web(G1;m),Web(G2;m),Web(G3;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,292.72383,29080425.37986,0,0.83518,1.73013,0.3224,68.77863,0,0,0,0,0,0,0,0,0,0.0205,0.0169,0.0123,0,0
0.0001,292.74405,29083476.63071,12022.88647,0.83518,1.73013,0.3224,68.76698,0.0,0.0,0.0,1172.60796,1317.42254,1158.48827,0.0,0.0,0.0,0.0205,0.0169,0.01229,424170.02416,0.0
0.0002,292.76426,29086527.46858,12024.14766,0.83506,1.72984,0.32233,68.75534,1.22378,4.1266,4.8894,1172.30754,1916.98981,8271.37488,1e-05,1e-05,1e-05,0.0205,0.0169,0.01229,424214.51932,0.0
0.0003,292.78446,29089577.89329,12025.40868,0.83494,1.72955,0.32225,68.74369,1.2239,4.12701,4.88992,1172.00723,1916.71992,8268.36641,1e-05,1e-05,1e-05,0.02049,0.0169,0.01229,424259.00845,0.0
0.0004,292.80466,29092627.90471,12026.66953,0.83481,1.72926,0.32217,68.73204,1.22402,4.12742,4.89043,1171.70703,1916.45007,8265.35962,1e-05,1e-05,1e-05,0.02049,0.01689,0.01228,424303.49156,0.0
0.0005,292.82486,29095677.50268,12027.93021,0.83469,1.72897,0.3221,68.72039,1.22414,4.12784,4.89094,1171.40694,1916.18026,8262.3545,2e-05,2e-05,2e-05,0.02049,0.01689,0.01228,424347.96864,0.0
0.0006,292.84506,29098726.68705,12029.19072,0.83457,1.72868,0.32202,68.70874,1.22426,4.12825,4.89146,1171.10696,1915.91049,8259.35105,2e-05,2e-05,2e-05,0.02048,0.01689,0.01228,424392.43968,0.0
0.0007,292.86525,29101775.45768,12030.45106,0.83445,1.72839,0.32194,68.69709,1.22438,4.12867,4.89197,1170.80708,1915.64076,8256.34926,2e-05,2e-05,2e-05,0.02048,0.01688,0.01227,424436.9047,0.0
0.0008,292.88544,29104823.81441,12031.71123,0.83433,1.7281,0.32187,68.68543,1.2245,4.12908,4.89248,1170.50732,1915.37106,8253.34914,3e-05,3e-05,3e-05,0.02048,0.01688,0.01227,424481.36367,0.0
0.0009,292.90563,29107871.75709,12032.97122,0.8342,1.72781,0.32179,68.67378,1.22462,4.12949,4.89299,1170.20766,1915.1014,8250.35069,3e-05,3e-05,3e-05,0.02048,0.01688,0.01227,424525.81661,0.0
0.001,292.92581,29110919.28557,12034.23105,0.83408,1.72752,0.32171,68.66212,1.22474,4.12991,4.89351,1169.90812,1914.83178,8247.3539,3e-05,3e-05,3e-05,0.02047,0.01687,0.01226,424570.2635,0.0
0.0011,292.94599,29113966.39971,12035.4907,0.83396,1.72723,0.32164,68.65046,1.22486,4.13032,4.89402,1169.60868,1914.5622,8244.35878,4e-05,4e-05,4e-05,0.02047,0.01687,0.01226,424614.70435,0.0
0.0012,292.96616,29117013.09934,12036.75019,0.83384,1.72694,0.32156,68.6388,1.22498,4.13073,4.89453,1169.30935,1914.29266,8241.36531,4e-05,4e-05,4e-05,0.02047,0.01687,0.01226,424659.13916,0.0
0.0013,292.98634,29120059.38433,12038.0095,0.83371,1.72665,0.32149,68.62714,1.2251,4.13115,4.89504,1169.01013,1914.02316,8238.37351,4e-05,4e-05,4e-05,0.02046,0.01686,0.01225,424703.56792,0.0
