Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Propellant Mass(G3;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flow(G3;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Mass Flux(G3;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Regression Depth(G3;m),Web(G1;m),Web(G2;m),Web(G3;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,280.60267,324420658.93676,0,4.46068,0.88059,1.21754,82.07201,0,0,0,0,0,0,0,0,0,0.03317,0.02058,0.01864,0,0
0.0001,280.88888,325054643.4784,185458.86227,4.46068,0.88059,1.21754,81.97358,0.0,0.0,0.0,21672.62992,17528.47798,23207.54909,4e-05,4e-05,4e-05,0.03314,0.02054,0.0186,5213906.2282,0.0
0.0002,281.1749,325688786.755,185820.67064,4.45636,0.87911,1.21548,81.87495,43.25588,58.07384,78.66716,21642.7798,78171.29164,95898.99772,8e-05,8e-05,8e-05,0.0331,0.0205,0.01856,5224077.94439,0.0
0.0003,281.46072,326323084.18227,186182.56696,4.45202,0.87763,1.21342,81.77612,43.33194,58.17928,78.82083,21612.96797,77909.67303,95616.90279,0.00012,0.00012,0.00012,0.03306,0.02046,0.01852,5234252.13317,0.0
0.0004,281.74634,326957531.16197,186544.54861,4.44768,0.87614,1.21135,81.67711,43.40804,58.28475,78.97453,21583.19431,77649.38425,95336.05121,0.00016,0.00016,0.00016,0.03302,0.02042,0.01848,5244428.72078,0.0
0.0005,282.03176,327592123.082,186906.61295,4.44333,0.87465,1.20927,81.5779,43.48416,58.39022,79.12827,21553.45871,77390.4153,95056.43454,0.0002,0.0002,0.0002,0.03298,0.02038,0.01844,5254607.63325,0.0
0.0006,282.31698,328226855.31641,187268.75735,4.43898,0.87316,1.2072,81.4785,43.56031,58.49571,79.28204,21523.76106,77132.7563,94778.04441,0.00024,0.00024,0.00024,0.03294,0.02034,0.0184,5264788.79638,0.0
0.0007,282.602,328861723.22545,187630.97915,4.43462,0.87166,1.20511,81.37891,43.63647,58.60121,79.43585,21494.10126,76876.39746,94500.87251,0.00028,0.00028,0.00028,0.0329,0.0203,0.01836,5274972.13574,0.0
0.0008,282.88682,329496722.15561,187993.27571,4.43024,0.87016,1.20302,81.27912,43.71267,58.70673,79.58969,21464.47919,76621.32908,94224.91062,0.00032,0.00032,0.00032,0.03286,0.02026,0.01832,5285157.57669,0.0
0.0009,283.17143,330131847.43967,188355.64436,4.42586,0.86866,1.20093,81.17914,43.78888,58.81225,79.74357,21434.89475,76367.54154,93950.1506,0.00036,0.00036,0.00036,0.03282,0.02022,0.01829,5295345.04437,0.0
