Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flux(G1;kg/(m^2*s)),Regression Depth(G1;m),Web(G1;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,110.94405,226575816.47641,0,1.60185,78.14414,0,0,0,0.02377,0,0
0.0001,111.12415,227309837.44596,105501.85125,1.60185,77.90032,0.0,31159.857,8e-05,0.02369,2840924.20691,0.0
0.0002,111.30369,228042789.98186,105842.03824,1.59685,77.6557,49.98073,31031.56389,0.00017,0.0236,2850084.6666,0.0
0.0003,111.48268,228774642.96722,106181.71489,1.59184,77.4103,50.14246,30903.88282,0.00025,0.02352,2859231.38407,0.0
0.0004,111.66111,229505365.19912,106520.86673,1.58681,77.16411,50.30395,30776.80838,0.00034,0.02344,2868363.96936,0.0
0.0005,111.83897,230234925.39081,106859.47922,1.58176,76.91714,50.4652,30650.33523,0.00042,0.02335,2877482.03144,0.0
0.0006,112.01625,230963292.17387,107197.53782,1.5767,76.66938,50.6262,30524.45811,0.0005,0.02327,2886585.17827,0.0
0.0007,112.19297,231690434.10035,107535.02791,1.57162,76.42084,50.78693,30399.17183,0.00059,0.02318,2895673.0168,0.0
0.0008,112.3691,232416319.64503,107871.93488,1.56652,76.17152,50.94741,30274.47124,0.00067,0.0231,2904745.15305,0.0
0.0009,112.54465,233140917.20762,108208.24406,1.56141,75.92142,51.10761,30150.35131,0.00076,0.02301,2913801.19206,0.0
0.001,112.7196,233864195.11504,108543.94074,1.55629,75.67054,51.26753,30026.80702,0.00084,0.02293,2922840.73799,0.0
0.0011,112.89396,234586121.62368,108879.0102,1.55114,75.41888,51.42717,29903.83346,0.00093,0.02284,2931863.3941,0.0
0.0012,113.06772,235306664.92167,109213.43766,1.54599,75.16645,51.58652,29781.42577,0.00101,0.02276,2940868.76281,0.0
0.0013,113.24087,236025793.13123,109547.20833,1.54081,74.91324,51.74556,29659.57914,0.0011,0.02267,2949856.44571,0.0
0.0014,113.41342,236743474.31102,109880.30739,1.53562,74.65926,51.9043,29538.28884,0.00118,0.02259,2958826.04359,0.0
0.0015,113.58535,237459676.45844,110212.71998,1.53041,74.40451,52.06273,29417.5502,0.00127,0.0225,2967777.15649,0.0
0.0016,113.75665,238174367.51205,110544.43123,1.52519,74.14898,52.22083,29297.35862,0.00136,0.02242,2976709.38369,0.0
0.0017,113.92734,238887515.35396,110875.42622,1.51995,73.89269,52.37861,29177.70952,0.00144,0.02233,2985622.3238,0.0
0.0018,114.09739,239599087.81226,111205.69002,1.5147,73.63564,52.53605,29058.59843,0.00153,0.02224,2994515.57473,0.0
0.0019,114.26681,240309052.66341,111535.20769,1.50943,73.37782,52.69315,28940.02092,0.00161,0.02216,3003388.73373,0.0
0.002,114.43558,241017377.63476,111863.96423,1.50415,73.11923,52.8499,28821.97259,0.0017,0.02207,3012241.39748,0.0
0.0021,114.60372,241724030.40698,112191.94464,1.49885,72.85989,53.0063,28704.44915,0.00179,0.02199,3021073.16204,0.0
0.0022,114.7712,242428978.61656,112519.13392,1.49353,72.59978,53.16233,28587.44632,0.00187,0.0219,3029883.62293,0.0
0.0023,114.93803,243132189.85835,112845.51701,1.4882,72.33892,53.31799,28470.9599,0.00196,0.02181,3038672.37516,0.0
0.0024,115.1042,243833631.68806,113171.07886,1.48285,72.0773,53.47327,28354.98574,0.00204,0.02173,3047439.01322,0.0
0.0025,115.26971,244533271.62484,113495.8044,1.47749,71.81493,53.62817,28239.51973,0.00213,0.02164,3056183.13119,0.0
0.0026,115.43454,245231077.1538,113819.67853,1.47211,71.55181,53.78268,28124.55783,0.00222,0.02155,3064904.32267,0.0
0.0027,115.59871,245927015.72867,114142.68614,1.46672,71.28793,53.93679,28010.09605,0.00231,0.02146,3073602.18092,0.0
0.0028,115.76219,246621054.77432,114464.81212,1.46131,71.02331,54.09049,27896.13044,0.00239,0.02138,3082276.2988,0.0
0.0029,115.92499,247313161.68944,114786.04134,1.45588,70.75794,54.24378,27782.65712,0.00248,0.02129,3090926.26886,0.0
0.003,116.08711,248003303.84916,115106.35864,1.45044,70.49183,54.39665,27669.67223,0.00257,0.0212,3099551.68336,0.0
0.0031,116.24853,248691448.60769,115425.7489,1.44499,70.22498,54.54909,27557.172,0.00266,0.02112,3108152.13429,0.0
