Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Propellant Mass(G3;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flow(G3;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Mass Flux(G3;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Regression Depth(G3;m),Web(G1;m),Web(G2;m),Web(G3;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,260.38822,552088980.21678,0,1.47064,3.45146,0.53158,62.41294,0,0,0,0,0,0,0,0,0,0.028,0.02283,0.01385,0,0
0.0001,260.58198,552894208.09972,437448.99295,1.47064,3.45146,0.53158,62.19275,0.0,0.0,0.0,30073.13295,18895.24437,11165.24148,8e-05,8e-05,8e-05,0.02792,0.02274,0.01377,23701145.58214,0.0
0.0002,260.77453,553694987.84087,438082.56857,1.46672,3.43952,0.5282,61.97224,39.23021,158.62772,192.40231,29894.69375,25591.10045,70144.22061,0.00017,0.00017,0.00017,0.02783,0.02266,0.01369,23735472.93979,0.0
0.0003,260.96586,554491293.21276,438712.60408,1.46279,3.42756,0.52482,61.75141,39.32287,158.88647,192.68243,29717.81508,25539.7536,69854.2063,0.00025,0.00025,0.00025,0.02775,0.02258,0.0136,23769608.4928,0.0
0.0004,261.15599,555283098.09331,439339.0788,1.45885,3.41559,0.52144,61.53027,39.41516,159.14416,192.961,29542.47595,25488.38798,69565.54365,0.00033,0.00033,0.00033,0.02767,0.02249,0.01352,23803551.12138,0.0
0.0005,261.34489,556070376.46744,439961.97217,1.4549,3.4036,0.51805,61.30881,39.50707,159.40078,193.23801,29368.65575,25437.00414,69278.22318,0.00042,0.00042,0.00042,0.02758,0.02241,0.01343,23837299.71032,0.0
0.0006,261.53257,556853102.42863,440581.26367,1.45094,3.39159,0.51467,61.08703,39.59861,159.65632,193.51345,29196.33424,25385.60265,68992.23552,0.0005,0.0005,0.0005,0.0275,0.02233,0.01335,23870853.14909,0.0
0.0007,261.71903,557631250.18046,441196.93289,1.44697,3.37957,0.51128,60.86495,39.68978,159.91077,193.78731,29025.49153,25334.18409,68707.57138,0.00059,0.00059,0.00059,0.02741,0.02224,0.01327,23904210.33186,0.0
0.0008,261.90426,558404794.03821,441808.95953,1.44299,3.36753,0.50789,60.64255,39.78056,160.16413,194.05958,28856.10809,25282.74902,68424.22157,0.00067,0.00067,0.00067,0.02733,0.02216,0.01318,23937370.15758,0.0
0.0009,262.08825,559173708.43042,442417.32334,1.439,3.35548,0.5045,60.41985,39.87095,160.4164,194.33025,28688.16474,25231.298,68142.17702,0.00075,0.00075,0.00075,0.02725,0.02207,0.0131,23970331.53009,0.0
0.001,262.27101,559937967.90041,443022.00418,1.43501,3.34341,0.50111,60.19684,39.96096,160.66755,194.59932,28521.64262,25179.8316,67861.42871,0.00084,0.00084,0.00084,0.02716,0.02199,0.01301,24003093.35811,0.0
0.0011,262.45253,560697547.10787,443622.98201,1.431,3.33132,0.49771,59.97353,40.05058,160.91759,194.86677,28356.52321,25128.35038,67581.96774,0.00092,0.00092,0.00092,0.02708,0.02191,0.01293,24035654.55538,0.0
0.0012,262.6328,561452420.8304,444220.23686,1.42699,3.31922,0.49432,59.74991,40.1398,161.16651,195.1326,28192.78832,25076.8549,67303.78529,0.00101,0.00101,0.00101,0.02699,0.02182,0.01285,24068014.04067,0.0
0.0013,262.81183,562202563.96502,444813.74888,1.42296,3.3071,0.49092,59.52599,40.22863,161.41431,195.3968,28030.42006,25025.34574,67026.87264,0.00109,0.00109,0.00109,0.02691,0.02174,0.01276,24100170.73788,0.0
0.0014,262.9896,562947951.52976,445403.4983,1.41893,3.29497,0.48752,59.30178,40.31706,161.66097,195.65935,27869.40086,24973.82343,66751.22114,0.00117,0.00117,0.00117,0.02683,0.02165,0.01268,24132123.57611,0.0
0.0015,263.16613,563688558.66518,445989.46546,1.41489,3.28282,0.48412,59.07727,40.40509,161.90648,195.92026,27709.71345,24922.28856,66476.82225,0.00126,0.00126,0.00126,0.02674,0.02157,0.01259,24163871.48968,0.0
0.0016,263.34139,564424360.63588,446571.63077,1.41084,3.27065,0.48071,58.85246,40.49271,162.15085,196.1795,27551.34086,24870.74167,66203.6675,0.00134,0.00134,0.00134,0.02666,0.02148,0.01251,24195413.41827,0.0
0.0017,263.51539,565155332.83205,447149.97478,1.40678,3.25847,0.47731,58.62736,40.57993,162.39406,196.43708,27394.2664,24819.18333,65931.74852,0.00143,0.00143,0.00143,0.02657,0.0214,0.01242,24226748.30691,0.0
0.0018,263.68813,565881450.77095,447724.4781,1.40272,3.24627,0.4739,58.40197,40.66673,162.6361,196.69298,27238.47367,24767.61409,65661.057,0.00151,0.00151,0.00151,0.02649,0.02132,0.01234,24257875.10608,0.0
0.0019,263.8596,566602690.09851,448295.12148,1.39864,3.23406,0.4705,58.17629,40.75312,162.87698,196.9472,27083.94656,24716.03452,65391.58474,0.0016,0.0016,0.0016,0.0264,0.02123,0.01226,24288792.77179,0.0
0.002,264.0298,567319026.59073,448861.88574,1.39456,3.22183,0.46709,57.95033,40.8391,163.11668,197.19972,26930.66921,24664.44515,65123.3236,0.00168,0.00168,0.00168,0.02632,0.02115,0.01217,24319500.26563,0.0
0.0021,264.19872,568030436.15528,449424.75182,1.39047,3.20959,0.46368,57.72408,40.92465,163.35519,197.45054,26778.62605,24612.84656,64856.26555,0.00177,0.00177,0.00177,0.02623,0.02106,0.01209,24349996.55482,0.0
