Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Propellant Mass(G3;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flow(G3;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Mass Flux(G3;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Regression Depth(G3;m),Web(G1;m),Web(G2;m),Web(G3;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,263.93517,323721322.04979,0,1.49956,1.51443,2.47489,69.25969,0,0,0,0,0,0,0,0,0,0.01685,0.03623,0.02469,0,0
0.0001,264.06538,324003880.81838,216568.37179,1.49956,1.51443,2.47489,69.11381,0.0,0.0,0.0,22971.21093,19043.42238,8794.00686,5e-05,5e-05,5e-05,0.0168,0.03618,0.02464,13889370.66286,0.0
0.0002,264.19505,324285390.30847,216756.53636,1.49578,1.51196,2.46957,68.96781,37.77959,62.45163,115.60832,22911.48169,60178.45286,20784.04615,0.0001,0.0001,0.0001,0.01675,0.03613,0.02459,13901438.38762,0.0
0.0003,264.3242,324565847.31434,216943.99744,1.492,1.50949,2.46425,68.82168,37.84092,62.53212,115.70909,22851.9748,59919.81468,20754.42953,0.00015,0.00015,0.00015,0.0167,0.03608,0.02454,13913460.99457,0.0
0.0004,264.4528,324845248.64007,217130.75289,1.48821,1.50702,2.45893,68.67542,37.90215,62.61241,115.8095,22792.68893,59662.8388,20724.8122,0.0002,0.0002,0.0002,0.01665,0.03603,0.02449,13925438.34671,0.0
0.0005,264.58088,325123591.09966,217316.80058,1.48441,1.50455,2.45361,68.52904,37.96329,62.69249,115.90952,22733.62274,59407.5096,20695.1943,0.00025,0.00025,0.00025,0.0166,0.03598,0.02444,13937370.30747,0.0
0.0006,264.70841,325400871.51706,217502.13839,1.48061,1.50207,2.44829,68.38253,38.02434,62.77236,116.00917,22674.77493,59153.81165,20665.57597,0.0003,0.0003,0.0003,0.01655,0.03593,0.02439,13949256.7407,0.0
0.0007,264.83541,325677086.72626,217686.76419,1.4768,1.49959,2.44296,68.23589,38.08529,62.85203,116.10844,22616.14419,58901.72974,20635.95734,0.00035,0.00035,0.00035,0.01651,0.03588,0.02434,13961097.51067,0.0
0.0008,264.96188,325952233.57132,217870.67589,1.47299,1.49712,2.43763,68.08914,38.14615,62.93149,116.20733,22557.72922,58651.24881,20606.33855,0.0004,0.0004,0.0004,0.01646,0.03584,0.02429,13972892.48211,0.0
0.0009,265.0878,326226308.90644,218053.87138,1.46917,1.49464,2.4323,67.94226,38.20691,63.01074,116.30584,22499.52875,58402.35399,20576.71973,0.00045,0.00045,0.00045,0.01641,0.03579,0.02424,13984641.52014,0.0
