Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Propellant Mass(G3;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flow(G3;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Mass Flux(G3;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Regression Depth(G3;m),Web(G1;m),Web(G2;m),Web(G3;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,926.13527,1217808109.24971,0,0.41094,1.54178,1.48333,80.82389,0,0,0,0,0,0,0,0,0,0.01287,0.01865,0.02141,0,0
0.0001,927.94397,1222079403.94488,141304.99905,0.41094,1.54178,1.48333,80.66281,0.0,0.0,0.0,12776.54191,39893.33759,43007.45683,5e-05,5e-05,5e-05,0.01282,0.0186,0.02136,35720576.09596,0.0
0.0002,929.7522,1226356214.62597,141799.51252,0.40944,1.53881,1.48096,80.50116,15.05589,44.75956,68.48217,12743.13868,61751.89839,134135.09067,0.0001,0.0001,0.0001,0.01277,0.01855,0.02131,35845584.45539,0.0
0.0003,931.55995,1230638493.09279,142294.65821,0.40793,1.53583,1.47858,80.33894,15.09003,44.90532,68.72221,12709.79735,61557.42302,133577.01894,0.00015,0.00015,0.00015,0.01272,0.0185,0.02126,35970752.63459,0.0
0.0004,933.3672,1234926190.82919,142790.43052,0.40642,1.53284,1.47619,80.17616,15.12413,45.05123,68.96257,12676.51771,61363.80469,133022.64324,0.0002,0.0002,0.0002,0.01267,0.01845,0.02121,36096079.21548,0.0
0.0005,935.17393,1239219259.00344,143286.82379,0.4049,1.52983,1.47379,80.01281,15.15818,45.19728,69.20323,12643.29954,61171.03686,132471.92531,0.00024,0.00024,0.00024,0.01262,0.0184,0.02116,36221562.77073,0.0
0.0006,936.98012,1243517648.46855,143783.83235,0.40338,1.52682,1.47138,79.8489,15.19218,45.34347,69.44419,12610.14261,60979.11308,131924.82741,0.00029,0.00029,0.00029,0.01257,0.01835,0.02111,36347201.86381,0.0
0.0007,938.78576,1247821309.76259,144281.45047,0.40186,1.52379,1.46896,79.68441,15.22613,45.48981,69.68545,12577.04672,60788.02692,131381.3123,0.00034,0.00034,0.00034,0.01252,0.01831,0.02106,36472995.04897,0.0
0.0008,940.59084,1252130193.10914,144779.6724,0.40033,1.52075,1.46653,79.51936,15.26003,45.63629,69.92701,12544.01164,60597.77206,130841.34326,0.00039,0.00039,0.00039,0.01247,0.01826,0.02101,36598940.87129,0.0
0.0009,942.39533,1256444248.41762,145278.49234,0.3988,1.51771,1.46409,79.35374,15.29388,45.7829,70.16887,12511.03718,60408.34223,130304.88401,0.00044,0.00044,0.00044,0.01243,0.01821,0.02097,36725037.86665,0.0
0.001,944.19921,1260763425.28373,145777.90447,0.39727,1.51464,1.46164,79.18754,15.32769,45.92965,70.41102,12478.12311,60219.73121,129771.8988,0.00049,0.00049,0.00049,0.01238,0.01816,0.02092,36851284.56176,0.0
0.0011,946.00247,1265087672.98983,146277.90293,0.39574,1.51157,1.45918,79.02078,15.36143,46.07654,70.65346,12445.26923,60031.93285,129242.35232,0.00054,0.00054,0.00054,0.01233,0.01811,0.02087,36977679.47419,0.0
0.0012,947.8051,1269416940.50543,146778.48182,0.3942,1.50849,1.45672,78.85344,15.39513,46.22355,70.89619,12412.47534,59844.94109,128716.20973,0.00059,0.00059,0.00059,0.01228,0.01806,0.02082,37104221.11235,0.0
0.0013,949.60707,1273751176.48759,147279.63519,0.39265,1.5054,1.45424,78.68554,15.42877,46.3707,71.1392,12379.74122,59658.74988,128193.43666,0.00064,0.00064,0.00064,0.01223,0.01801,0.02077,37230907.97551,0.0
0.0014,951.40836,1278090329.28138,147781.35707,0.39111,1.50229,1.45175,78.51706,15.46235,46.51798,71.38249,12347.06668,59473.35327,127673.99918,0.00069,0.00069,0.00069,0.01218,0.01796,0.02072,37357738.55384,0.0
