Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flux(G1;kg/(m^2*s)),Regression Depth(G1;m),Web(G1;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,548.78526,80974779.57905,0,4.61707,59.03539,0,0,0,0.02672,0,0
0.0001,548.7967,80977717.05087,18840.11737,4.61707,59.02238,0.0,1276.09569,1e-05,0.02672,6947863.78957,0.0
0.0002,548.80813,80980652.63292,18840.80035,4.61606,59.00937,10.17211,1275.85654,1e-05,0.02671,6948115.66163,0.0
0.0003,548.81955,80983586.325,18841.4829,4.61504,58.99637,10.17248,1275.61745,2e-05,0.0267,6948367.37153,0.0
0.0004,548.83097,80986518.12691,18842.16501,4.61402,58.98336,10.17285,1275.3784,2e-05,0.0267,6948618.91925,0.0
0.0005,548.84237,80989448.03842,18842.84668,4.613,58.97035,10.17322,1275.13939,3e-05,0.02669,6948870.30478,0.0
0.0006,548.85377,80992376.05932,18843.5279,4.61199,58.95734,10.17359,1274.90043,4e-05,0.02669,6949121.52809,0.0
0.0007,548.86517,80995302.18941,18844.20869,4.61097,58.94433,10.17395,1274.66152,4e-05,0.02668,6949372.58917,0.0
0.0008,548.87655,80998226.42847,18844.88904,4.60995,58.93132,10.17432,1274.42266,5e-05,0.02667,6949623.48801,0.0
0.0009,548.88793,81001148.77629,18845.56895,4.60894,58.91831,10.17469,1274.18385,5e-05,0.02667,6949874.22457,0.0
0.001,548.8993,81004069.23267,18846.24841,4.60792,58.9053,10.17506,1273.94508,6e-05,0.02666,6950124.79885,0.0
0.0011,548.91066,81006987.79739,18846.92744,4.6069,58.89229,10.17542,1273.70636,6e-05,0.02666,6950375.21083,0.0
0.0012,548.92201,81009904.47024,18847.60603,4.60588,58.87928,10.17579,1273.46768,7e-05,0.02665,6950625.46048,0.0
0.0013,548.93336,81012819.25101,18848.28418,4.60487,58.86627,10.17616,1273.22905,8e-05,0.02664,6950875.5478,0.0
