Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Propellant Mass(G3;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flow(G3;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Mass Flux(G3;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Regression Depth(G3;m),Web(G1;m),Web(G2;m),Web(G3;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,223.48312,263129347.83766,0,2.4249,1.7731,1.11151,79.2589,0,0,0,0,0,0,0,0,0,0.02449,0.02009,0.01649,0,0
0.0001,223.84639,263922402.72741,173596.25174,2.4249,1.7731,1.11151,79.11647,0.0,0.0,0.0,36013.31073,32423.51596,22090.1764,5e-05,5e-05,5e-05,0.02444,0.02004,0.01644,9257559.32296,0.0
0.0002,224.20962,264716475.26303,174118.55684,2.42138,1.76983,1.10876,78.9736,35.1916,67.88804,95.41729,35931.1554,70588.05962,81640.10503,0.0001,0.0001,0.0001,0.02439,0.01999,0.01639,9285412.86449,0.0
0.0003,224.57281,265511559.55308,174641.52742,2.41785,1.76655,1.106,78.83031,35.3018,68.10049,95.70474,35849.2848,70423.14262,81481.8036,0.00014,0.00014,0.00014,0.02434,0.01994,0.01635,9313301.89515,0.0
0.0004,224.93596,266307649.66628,175165.15959,2.41431,1.76326,1.10323,78.68658,35.41216,68.31325,95.99256,35767.69707,70258.78469,81323.8455,0.00019,0.00019,0.00019,0.0243,0.01989,0.0163,9341226.20689,0.0
0.0005,225.29906,267104739.6315,175689.44941,2.41076,1.75996,1.10046,78.54243,35.52268,68.52632,96.28074,35686.39034,70094.98227,81166.22905,0.00024,0.00024,0.00024,0.02425,0.01985,0.01625,9369185.59027,0.0
0.0006,225.66212,267902823.43775,176214.39294,2.4072,1.75665,1.09767,78.39784,35.63337,68.73968,96.56928,35605.3628,69931.73185,81008.95257,0.00029,0.00029,0.00029,0.0242,0.0198,0.0162,9397179.83443,0.0
0.0007,226.02513,268701895.0342,176739.98619,2.40362,1.75332,1.09488,78.25282,35.74421,68.95335,96.85819,35524.6126,69769.02993,80852.01441,0.00034,0.00034,0.00034,0.02415,0.01975,0.01615,9425208.72713,0.0
0.0008,226.38809,269501948.33012,177266.22516,2.40004,1.74999,1.09208,78.10737,35.85521,69.16732,97.14746,35444.13796,69606.87305,80695.41292,0.00039,0.00039,0.00039,0.0241,0.0197,0.0161,9453272.05472,0.0
0.0009,226.751,270302977.19493,177793.10582,2.39644,1.74665,1.08928,77.96148,35.96637,69.38158,97.43708,35363.93708,69445.25778,80539.14647,0.00043,0.00043,0.00043,0.02405,0.01965,0.01606,9481369.60218,0.0
0.001,227.11384,271104975.4582,178320.6241,2.39283,1.7433,1.08647,77.81517,36.07769,69.59614,97.72706,35284.00819,69284.18071,80383.21343,0.00048,0.00048,0.00048,0.02401,0.0196,0.01601,9509501.15306,0.0
0.0011,227.47663,271907936.90961,178848.77592,2.38921,1.73994,1.08365,77.66842,36.18916,69.811,98.01739,35204.34953,69123.63847,80227.6122,0.00053,0.00053,0.00053,0.02396,0.01956,0.01596,9537666.48951,0.0
0.0012,227.83936,272711855.29898,179377.55718,2.38558,1.73657,1.08082,77.52123,36.30079,70.02615,98.30807,35124.95935,68963.62771,80072.34118,0.00058,0.00058,0.00058,0.02391,0.01951,0.01591,9565865.39231,0.0
0.0013,228.20203,273516724.33629,179906.96372,2.38194,1.73318,1.07798,77.37361,36.41257,70.24159,98.59911,35045.83594,68804.14511,79917.39877,0.00063,0.00063,0.00063,0.02386,0.01946,0.01586,9594097.64081,0.0
0.0014,228.56462,274322537.69164,180436.9914,2.37829,1.72979,1.07514,77.22555,36.52451,70.45733,98.89048,34966.97757,68645.18739,79762.78341,0.00068,0.00068,0.00068,0.02381,0.01941,0.01581,9622363.01299,0.0
0.0015,228.92715,275129288.99529,180967.63602,2.37463,1.72639,1.07229,77.07706,36.6366,70.67335,99.1822,34888.38256,68486.75128,79608.49353,0.00073,0.00073,0.00073,0.02376,0.01936,0.01576,9650661.28542,0.0
0.0016,229.28961,275936971.83767,181498.89336,2.37095,1.72297,1.06943,76.92813,36.74884,70.88966,99.47427,34810.04921,68328.83354,79454.52758,0.00078,0.00078,0.00078,0.02371,0.01931,0.01571,9678992.23327,0.0
0.0017,229.652,276745579.76935,182030.75918,2.36726,1.71955,1.06656,76.77877,36.86123,71.10626,99.76667,34731.97586,68171.43096,79300.88401,0.00082,0.00082,0.00082,0.02366,0.01926,0.01566,9707355.63031,0.0
0.0018,230.0143,277555106.3011,182563.22922,2.36357,1.71611,1.06369,76.62896,36.97378,71.32314,100.05941,34654.16086,68014.54037,79147.56129,0.00087,0.00087,0.00087,0.02361,0.01921,0.01562,9735751.24892,0.0
0.0019,230.37653,278365544.90387,183096.29918,2.35986,1.71267,1.06081,76.47872,37.08648,71.5403,100.35248,34576.60256,67858.1586,78994.55792,0.00092,0.00092,0.00092,0.02357,0.01916,0.01557,9764178.86009,0.0
0.002,230.73868,279176889.0088,183629.96473,2.35614,1.70921,1.05792,76.32804,37.19932,71.75775,100.64589,34499.29933,67702.28253,78841.87236,0.00097,0.00097,0.00097,0.02352,0.01912,0.01552,9792638.23339,0.0
0.0021,231.10075,279989132.00726,184164.22154,2.35241,1.70574,1.05502,76.17692,37.31232,71.97548,100.93962,34422.24957,67546.90905,78689.50314,0.00102,0.00102,0.00102,0.02347,0.01907,0.01547,9821129.13703,0.0
0.0022,231.46272,280802267.25084,184699.06522,2.34866,1.70227,1.05212,76.02536,37.42546,72.19348,101.23368,34345.45167,67392.03509,78537.44876,0.00107,0.00107,0.00107,0.02342,0.01902,0.01542,9849651.33779,0.0
0.0023,231.82461,281616288.05139,185234.49139,2.34491,1.69878,1.04921,75.87337,37.53875,72.41176,101.52807,34268.90406,67237.65759,78385.70775,0.00112,0.00112,0.00112,0.02337,0.01897,0.01537,9878204.60107,0.0
0.0024,232.18641,282431187.68101,185770.49561,2.34115,1.69528,1.04629,75.72093,37.65218,72.63032,101.82278,34192.60515,67083.77353,78234.27864,0.00117,0.00117,0.00117,0.02332,0.01892,0.01532,9906788.69088,0.0
