Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Propellant Mass(G3;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flow(G3;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Mass Flux(G3;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Regression Depth(G3;m),Web(G1;m),Web(G2;m),Web(G3;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,1085.41541,5904345251.52649,0,0.79951,0.25295,1.97668,62.38945,0,0,0,0,0,0,0,0,0,0.01343,0.00997,0.02238,0,0
0.0001,1088.54016,5936263877.50285,777149.26177,0.79951,0.25295,1.97668,61.60066,0.0,0.0,0.0,72780.02039,44576.87973,48465.2448,0.00023,0.00023,0.00023,0.0132,0.00974,0.02215,219738913.81956,0.0
0.0002,1091.60902,5967689619.37601,781263.38011,0.78708,0.24717,1.95659,60.80762,124.29685,182.10893,382.97733,71936.04639,147361.17211,97113.9348,0.00046,0.00046,0.00046,0.01297,0.00951,0.02191,220902180.5691,0.0
0.0003,1094.62134,5998611867.3992,785311.58327,0.77455,0.24136,1.93642,60.01041,125.23426,183.34227,385.03623,71103.93801,144979.70484,96387.69189,0.0007,0.0007,0.0007,0.01273,0.00928,0.02168,222046809.80622,0.0
0.0004,1097.57654,6029020127.26305,789292.4974,0.76194,0.23552,1.91617,59.20909,126.16306,184.55791,387.06303,70283.41642,142648.14742,95661.51755,0.00093,0.00093,0.00093,0.0125,0.00904,0.02145,223172413.06974,0.0
0.0005,1100.47401,6058904026.41014,793204.76455,0.74923,0.22965,1.89584,58.40373,127.08297,185.75541,389.05703,69474.21263,140364.89217,94935.49162,0.00117,0.00117,0.00117,0.01227,0.00881,0.02121,224278606.40527,0.0
0.0006,1103.31315,6088253320.31712,797047.04356,0.73643,0.22376,1.87543,57.59441,127.99372,186.93434,391.01756,68676.06711,138128.40195,94209.69329,0.0014,0.0014,0.0014,0.01203,0.00857,0.02098,225365010.59781,0.0
0.0007,1106.0934,6117057898.73875,800818.01084,0.72354,0.21784,1.85495,56.78118,128.89504,188.0943,392.94394,67888.72935,135937.20645,93484.2011,0.00164,0.00164,0.00164,0.0118,0.00834,0.02074,226431251.4028,0.0
0.0008,1108.81418,6145307791.90806,804516.36119,0.71056,0.2119,1.83439,55.96414,129.78668,189.23484,394.83553,67111.95753,133789.89871,92759.09297,0.00187,0.00187,0.00187,0.01156,0.0081,0.02051,227476959.77571,0.0
0.0009,1111.47493,6172993176.68718,808140.80862,0.69749,0.20593,1.81375,55.14335,130.66836,190.35558,396.69167,66345.51811,131685.13181,92034.44615,0.00211,0.00211,0.00211,0.01132,0.00787,0.02027,228501772.09969,0.0
0.001,1114.07511,6200104382.66297,811690.08712,0.68434,0.19994,1.79305,54.31888,131.53984,191.45609,398.5117,65589.18555,129621.61581,91310.33722,0.00234,0.00234,0.00234,0.01109,0.00763,0.02003,229505330.41118,0.0
0.0011,1116.61417,6226631898.18195,815162.95145,0.6711,0.19392,1.77227,53.49082,132.40084,192.53597,400.29501,64842.74193,127598.11487,90586.84211,0.00258,0.00258,0.00258,0.01085,0.00739,0.0198,230487282.62334,0.0
0.0012,1119.0916,6252566376.31883,818558.17797,0.65778,0.18789,1.75143,52.65924,133.25112,193.59484,402.04096,64105.97668,125613.44448,89864.03607,0.00282,0.00282,0.00282,0.01061,0.00715,0.01956,231447282.74696,0.0
0.0013,1121.50687,6277898640.77306,821874.56535,0.64437,0.18183,1.73052,51.82422,134.09041,194.6323,403.74894,63378.68626,123666.4689,89141.99363,0.00306,0.00306,0.00306,0.01037,0.00692,0.01932,232384991.10876,0.0
0.0014,1123.85948,6302619691.68776,825110.93537,0.63087,0.17576,1.70954,50.98585,134.91848,195.64796,405.41835,62660.6739,121756.09877,88420.78867,0.0033,0.0033,0.0033,0.01014,0.00668,0.01908,233300074.56673,0.0
0.0015,1126.14895,6326720711.38562,828266.13367,0.6173,0.16967,1.6885,50.1442,135.73508,196.64146,407.0486,61951.74931,119881.28883,87700.49435,0.00353,0.00353,0.00353,0.0099,0.00644,0.01884,234192206.72252,0.0
0.0016,1128.37478,6350193070.01604,831339.03045,0.60365,0.16356,1.66739,49.29935,136.53995,197.61242,408.63912,61251.72843,118041.03572,86981.1831,0.00377,0.00377,0.00377,0.00966,0.0062,0.0186,235061068.13041,0.0
0.0017,1130.53652,6373028331.10837,834328.52126,0.58991,0.15744,1.64623,48.4514,137.33285,198.56049,410.18932,60560.4332,116234.37601,86262.92668,0.00401,0.00401,0.00401,0.00942,0.00596,0.01836,235906346.50293,0.0
0.0018,1132.6337,6395218257.0256,837233.52766,0.5761,0.1513,1.62501,47.60042,138.11356,199.4853,411.69865,59877.69131,114460.38426,85545.79607,0.00425,0.00425,0.00425,0.00918,0.00572,0.01812,236727736.91269,0.0
0.0019,1134.66589,6416754814.31331,840052.99794,0.56221,0.14515,1.60373,46.74651,138.88184,200.38651,413.16658,59203.33597,112718.17121,84829.86156,0.0045,0.0045,0.0045,0.00894,0.00548,0.01788,237524941.99041,0.0
0.002,1136.63266,6437630178.93861,842785.90783,0.54825,0.13899,1.5824,45.88975,139.63745,201.26379,414.59257,58537.20573,111006.88208,84115.19269,0.00474,0.00474,0.00474,0.0087,0.00524,0.01764,238297672.11882,0.0
0.0021,1138.53357,6457836741.41391,845431.2611,0.53421,0.13282,1.56101,45.03022,140.38018,202.11679,415.97611,57879.14423,109325.69496,83401.85824,0.00498,0.00498,0.00498,0.00845,0.005,0.0174,239045645.62235,0.0
0.0022,1140.36824,6477367111.80044,847988.09032,0.5201,0.12663,1.53958,44.16803,141.10978,202.94521,417.31669,57229.00004,107673.81926,82689.92624,0.00522,0.00522,0.00522,0.00821,0.00475,0.01716,239768588.95233,0.0
