Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flux(G1;kg/(m^2*s)),Regression Depth(G1;m),Web(G1;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,96.04142,44765925.53152,0,0.98285,80.53551,0,0,0,0.02527,0,0
0.0001,96.05158,44774476.01687,15508.41138,0.98285,80.48235,0.0,4044.72871,2e-05,0.02526,646942.3913,0.0
0.0002,96.0617,44782997.71228,15511.36302,0.9822,80.42917,6.48829,4039.84479,3e-05,0.02524,647065.52051,0.0
0.0003,96.07178,44791490.59996,15514.30468,0.98155,80.37598,6.48953,4034.96799,5e-05,0.02523,647188.23349,0.0
0.0004,96.08184,44799954.6622,15517.23635,0.9809,80.32279,6.49076,4030.0983,6e-05,0.02521,647310.52996,0.0
0.0005,96.09185,44808389.88133,15520.15804,0.98025,80.26958,6.49199,4025.23571,8e-05,0.0252,647432.40969,0.0
0.0006,96.10183,44816796.23975,15523.06972,0.9796,80.21637,6.49321,4020.3802,9e-05,0.02518,647553.87241,0.0
0.0007,96.11178,44825173.71989,15525.97141,0.97895,80.16314,6.49444,4015.53175,0.00011,0.02517,647674.91787,0.0
0.0008,96.12169,44833522.30427,15528.86308,0.9783,80.1099,6.49565,4010.69035,0.00012,0.02515,647795.54581,0.0
0.0009,96.13157,44841841.97546,15531.74474,0.97766,80.05666,6.49687,4005.85599,0.00014,0.02514,647915.756,0.0
0.001,96.14141,44850132.71607,15534.61639,0.97701,80.0034,6.49808,4001.02865,0.00015,0.02512,648035.54817,0.0
0.0011,96.15121,44858394.50879,15537.478,0.97636,79.95014,6.49928,3996.20831,0.00017,0.0251,648154.92207,0.0
0.0012,96.16099,44866627.33635,15540.32958,0.97571,79.89686,6.50048,3991.39497,0.00018,0.02509,648273.87746,0.0
0.0013,96.17072,44874831.18156,15543.17112,0.97506,79.84358,6.50168,3986.5886,0.0002,0.02507,648392.41408,0.0
0.0014,96.18042,44883006.02726,15546.00262,0.97441,79.79028,6.50287,3981.78919,0.00021,0.02506,648510.53169,0.0
0.0015,96.19009,44891151.85637,15548.82407,0.97375,79.73698,6.50406,3976.99672,0.00023,0.02504,648628.23005,0.0
0.0016,96.19972,44899268.65186,15551.63546,0.9731,79.68366,6.50524,3972.21119,0.00025,0.02503,648745.5089,0.0
0.0017,96.20931,44907356.39676,15554.43679,0.97245,79.63034,6.50642,3967.43257,0.00026,0.02501,648862.368,0.0
0.0018,96.21887,44915415.07415,15557.22806,0.9718,79.57701,6.50759,3962.66085,0.00028,0.025,648978.80711,0.0
0.0019,96.22839,44923444.66719,15560.00924,0.97115,79.52366,6.50877,3957.89602,0.00029,0.02498,649094.82598,0.0
0.002,96.23788,44931445.15907,15562.78035,0.9705,79.47031,6.50993,3953.13806,0.00031,0.02497,649210.42437,0.0
0.0021,96.24734,44939416.53305,15565.54137,0.96985,79.41695,6.51109,3948.38696,0.00032,0.02495,649325.60204,0.0
0.0022,96.25675,44947358.77247,15568.29231,0.9692,79.36358,6.51225,3943.64271,0.00034,0.02494,649440.35874,0.0
0.0023,96.26614,44955271.86068,15571.03314,0.96855,79.3102,6.51341,3938.90528,0.00035,0.02492,649554.69424,0.0
0.0024,96.27548,44963155.78115,15573.76387,0.9679,79.25681,6.51456,3934.17466,0.00037,0.02491,649668.6083,0.0
0.0025,96.2848,44971010.51735,15576.4845,0.96724,79.20341,6.5157,3929.45085,0.00038,0.02489,649782.10068,0.0
0.0026,96.29407,44978836.05285,15579.195,0.96659,79.15,6.51684,3924.73382,0.0004,0.02487,649895.17114,0.0
0.0027,96.30331,44986632.37125,15581.89539,0.96594,79.09658,6.51798,3920.02356,0.00041,0.02486,650007.81945,0.0
0.0028,96.31252,44994399.45624,15584.58566,0.96529,79.04315,6.51911,3915.32006,0.00043,0.02484,650120.04537,0.0
0.0029,96.32169,45002137.29155,15587.26579,0.96464,78.98972,6.52024,3910.62331,0.00044,0.02483,650231.84865,0.0
0.003,96.33083,45009845.86095,15589.93579,0.96398,78.93627,6.52137,3905.93328,0.00046,0.02481,650343.22908,0.0
0.0031,96.33993,45017525.14832,15592.59564,0.96333,78.88281,6.52249,3901.24996,0.00048,0.0248,650454.18642,0.0
0.0032,96.34899,45025175.13754,15595.24534,0.96268,78.82935,6.5236,3896.57335,0.00049,0.02478,650564.72043,0.0
0.0033,96.35802,45032795.8126,15597.8849,0.96203,78.77588,6.52472,3891.90342,0.00051,0.02477,650674.83088,0.0
0.0034,96.36701,45040387.15752,15600.51429,0.96137,78.7224,6.52582,3887.24017,0.00052,0.02475,650784.51754,0.0
0.0035,96.37597,45047949.15638,15603.13352,0.96072,78.6689,6.52693,3882.58358,0.00054,0.02474,650893.78018,0.0
0.0036,96.38489,45055481.79333,15605.74258,0.96007,78.6154,6.52803,3877.93362,0.00055,0.02472,651002.61858,0.0
0.0037,96.39378,45062985.05258,15608.34146,0.95942,78.56189,6.52912,3873.2903,0.00057,0.02471,651111.0325,0.0
0.0038,96.40263,45070458.91839,15610.93016,0.95876,78.50838,6.53021,3868.6536,0.00058,0.02469,651219.02172,0.0
0.0039,96.41145,45077903.37509,15613.50868,0.95811,78.45485,6.5313,3864.0235,0.0006,0.02467,651326.58601,0.0
0.004,96.42023,45085318.40705,15616.077,0.95746,78.40131,6.53238,3859.39999,0.00061,0.02466,651433.72514,0.0
0.0041,96.42898,45092703.99873,15618.63513,0.9568,78.34777,6.53346,3854.78306,0.00063,0.02464,651540.43889,0.0
0.0042,96.43769,45100060.13462,15621.18305,0.95615,78.29422,6.53453,3850.17268,0.00064,0.02463,651646.72704,0.0
0.0043,96.44636,45107386.79929,15623.72077,0.9555,78.24065,6.5356,3845.56886,0.00066,0.02461,651752.58936,0.0
0.0044,96.455,45114683.97736,15626.24827,0.95484,78.18708,6.53666,3840.97157,0.00067,0.0246,651858.02563,0.0
0.0045,96.4636,45121951.65352,15628.76556,0.95419,78.1335,6.53773,3836.3808,0.00069,0.02458,651963.03563,0.0
0.0046,96.47217,45129189.81249,15631.27262,0.95354,78.07992,6.53878,3831.79654,0.00071,0.02457,652067.61914,0.0
0.0047,96.4807,45136398.4391,15633.76945,0.95288,78.02632,6.53983,3827.21878,0.00072,0.02455,652171.77594,0.0
0.0048,96.4892,45143577.5182,15636.25605,0.95223,77.97271,6.54088,3822.64749,0.00074,0.02454,652275.50581,0.0
0.0049,96.49766,45150727.0347,15638.73241,0.95157,77.9191,6.54193,3818.08267,0.00075,0.02452,652378.80854,0.0
0.005,96.50609,45157846.97361,15641.19852,0.95092,77.86548,6.54296,3813.52431,0.00077,0.02451,652481.6839,0.0
