Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flux(G1;kg/(m^2*s)),Regression Depth(G1;m),Web(G1;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,71.18235,33176149.20314,0,1.1033,73.96932,0,0,0,0.02554,0,0
0.0001,71.18447,33178066.99051,20805.05181,1.1033,73.89597,0.0,3928.15205,2e-05,0.02552,1028187.73346,0.0
0.0002,71.18655,33179946.06927,20806.23013,1.10221,73.82262,10.94029,3922.36924,4e-05,0.0255,1028245.96608,0.0
0.0003,71.18858,33181786.43193,20807.38417,1.10111,73.74927,10.94092,3916.59555,7e-05,0.02547,1028302.99889,0.0
0.0004,71.19057,33183588.07118,20808.51393,1.10002,73.67591,10.94154,3910.83093,9e-05,0.02545,1028358.83166,0.0
0.0005,71.19252,33185350.97983,20809.6194,1.09893,73.60254,10.94214,3905.07539,0.00011,0.02543,1028413.46417,0.0
0.0006,71.19443,33187075.15087,20810.70058,1.09783,73.52917,10.94273,3899.32889,0.00013,0.02541,1028466.8962,0.0
0.0007,71.1963,33188760.57742,20811.75747,1.09674,73.4558,10.94331,3893.59142,0.00016,0.02538,1028519.12754,0.0
0.0008,71.19812,33190407.25277,20812.79005,1.09564,73.38243,10.94388,3887.86296,0.00018,0.02536,1028570.15798,0.0
0.0009,71.1999,33192015.17036,20813.79833,1.09455,73.30905,10.94443,3882.14348,0.0002,0.02534,1028619.98732,0.0
0.001,71.20163,33193584.32378,20814.78231,1.09345,73.23567,10.94497,3876.43298,0.00022,0.02532,1028668.61536,0.0
0.0011,71.20332,33195114.70678,20815.74197,1.09236,73.16228,10.94549,3870.73142,0.00025,0.02529,1028716.0419,0.0
0.0012,71.20497,33196606.31325,20816.67731,1.09126,73.08889,10.94601,3865.0388,0.00027,0.02527,1028762.26676,0.0
0.0013,71.20658,33198059.13724,20817.58834,1.09017,73.0155,10.94651,3859.35509,0.00029,0.02525,1028807.28975,0.0
0.0014,71.20815,33199473.17296,20818.47504,1.08908,72.9421,10.947,3853.68027,0.00031,0.02523,1028851.11069,0.0
0.0015,71.20967,33200848.41477,20819.33742,1.08798,72.8687,10.94747,3848.01433,0.00034,0.0252,1028893.72941,0.0
0.0016,71.21114,33202184.85718,20820.17546,1.08689,72.7953,10.94794,3842.35724,0.00036,0.02518,1028935.14574,0.0
0.0017,71.21258,33203482.49486,20820.98918,1.08579,72.7219,10.94839,3836.70899,0.00038,0.02516,1028975.35951,0.0
0.0018,71.21397,33204741.32263,20821.77855,1.0847,72.64849,10.94882,3831.06955,0.0004,0.02514,1029014.37056,0.0
0.0019,71.21532,33205961.33545,20822.54359,1.0836,72.57508,10.94925,3825.43892,0.00043,0.02511,1029052.17874,0.0
0.002,71.21663,33207142.52847,20823.28428,1.08251,72.50167,10.94966,3819.81707,0.00045,0.02509,1029088.78389,0.0
0.0021,71.21789,33208284.89695,20824.00063,1.08141,72.42825,10.95006,3814.20398,0.00047,0.02507,1029124.18587,0.0
0.0022,71.21911,33209388.43634,20824.69263,1.08032,72.35483,10.95045,3808.59963,0.00049,0.02505,1029158.38454,0.0
0.0023,71.22029,33210453.14222,20825.36028,1.07922,72.28141,10.95082,3803.00401,0.00052,0.02502,1029191.37975,0.0
0.0024,71.22142,33211479.01033,20826.00357,1.07813,72.20799,10.95118,3797.41709,0.00054,0.025,1029223.17139,0.0
0.0025,71.22251,33212466.03658,20826.62251,1.07703,72.13456,10.95153,3791.83887,0.00056,0.02498,1029253.75932,0.0
0.0026,71.22356,33213414.21702,20827.21709,1.07594,72.06114,10.95186,3786.26931,0.00058,0.02496,1029283.14341,0.0
0.0027,71.22457,33214323.54784,20827.7873,1.07484,71.98771,10.95219,3780.70841,0.00061,0.02493,1029311.32356,0.0
