Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Propellant Mass(G3;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flow(G3;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Mass Flux(G3;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Regression Depth(G3;m),Web(G1;m),Web(G2;m),Web(G3;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,1031.01291,5366425954.834,0,0.73998,3.84908,2.67855,73.20294,0,0,0,0,0,0,0,0,0,0.01307,0.02595,0.02741,0,0
0.0001,1035.9512,5415250164.75181,1041549.91631,0.73998,3.84908,2.67855,72.67155,0.0,0.0,0.0,114123.97834,62306.89349,170050.27824,0.00021,0.00021,0.00021,0.01286,0.02574,0.0272,135935988.64413,0.0
0.0002,1040.87446,5464133711.71689,1050952.0035,0.7303,3.82044,2.66412,72.13533,96.85365,383.2736,527.56905,112730.22198,85332.99948,673452.52351,0.00041,0.00041,0.00041,0.01265,0.02553,0.02699,137163084.9154,0.0
0.0003,1045.78215,5513069214.64223,1060364.08373,0.72049,3.79161,2.64952,71.59428,98.05417,386.2892,532.35901,111363.25558,85090.82179,661867.21721,0.00062,0.00062,0.00062,0.01244,0.02532,0.02679,138391485.408,0.0
0.0004,1050.67374,5562049191.77056,1069784.71796,0.71056,3.76261,2.63473,71.0484,99.25703,389.30406,537.1546,110022.20639,84845.2275,650591.50244,0.00083,0.00083,0.00083,0.01223,0.02511,0.02658,139621002.31159,0.0
0.0005,1055.54869,5611066062.07331,1079212.44809,0.70052,3.73342,2.61977,70.49767,100.46202,392.3177,541.95509,108706.2395,84596.25325,639613.38278,0.00104,0.00104,0.00104,0.01202,0.0249,0.02637,140851445.32384,0.0
0.0006,1060.40644,5660112146.71589,1088645.79721,0.69035,3.70406,2.60462,69.94211,101.66894,395.32961,546.75975,107414.55581,84343.93599,628921.45076,0.00126,0.00126,0.00126,0.01181,0.02469,0.02615,142082621.68729,0.0
0.0007,1065.24646,5709179670.58972,1098083.26987,0.68006,3.67451,2.5893,69.3817,102.87757,398.33928,551.56783,106146.39021,84088.31296,618504.85329,0.00147,0.00147,0.00147,0.0116,0.02448,0.02594,143314336.22775,0.0
0.0008,1070.0682,5758260763.91079,1107523.35243,0.66965,3.64479,2.5738,68.81644,104.08769,401.3462,556.37857,104901.0098,83829.42169,608353.25943,0.00168,0.00168,0.00168,0.01139,0.02427,0.02573,144546391.39442,0.0
0.0009,1074.87111,5807347463.88504,1116964.51336,0.65912,3.61488,2.55811,68.24633,105.29909,404.34986,561.19122,103677.71227,83567.30001,598456.83032,0.00189,0.00189,0.00189,0.01117,0.02405,0.02551,145778587.30177,0.0
0.001,1079.65464,5856431716.4404,1126405.20355,0.64847,3.5848,2.54225,67.67137,106.51154,407.34972,566.00498,102475.82435,83301.98599,588806.19113,0.00211,0.00211,0.00211,0.01096,0.02384,0.0253,147010721.77294,0.0
0.0011,1084.41825,5905505378.02554,1135843.85672,0.6377,3.55453,2.5262,67.09157,107.72482,410.34527,570.81909,101294.70036,83033.518,579392.4049,0.00233,0.00233,0.00233,0.01074,0.02362,0.02508,148242590.38491,0.0
0.0012,1089.16137,5954560217.47511,1145278.8897,0.62681,3.52409,2.50997,66.50691,108.93869,413.33597,575.63275,100133.72084,82761.93465,570206.94805,0.00254,0.00254,0.00254,0.01052,0.02341,0.02487,149473986.51538,0.0
0.0013,1093.88346,6003587917.94145,1154708.70287,0.61579,3.49348,2.49356,65.91742,110.15294,416.32127,580.44516,98992.29127,82487.27482,561241.6875,0.00276,0.00276,0.00276,0.01031,0.02319,0.02465,150704701.39116,0.0
0.0014,1098.58396,6052580078.89241,1164131.6805,0.60465,3.46268,2.47696,65.32308,111.36733,419.30065,585.25551,97869.84087,82209.57761,552488.85927,0.00298,0.00298,0.00298,0.01009,0.02297,0.02443,151934524.13841,0.0
0.0015,1103.26232,6101528218.1752,1173546.19115,0.5934,3.43172,2.46018,64.7239,112.58161,422.27355,590.06298,96765.82144,81928.88239,543941.04847,0.0032,0.0032,0.0032,0.00987,0.02275,0.02421,153163241.83441,0.0
0.0016,1107.91799,6150423774.1458,1182950.58812,0.58202,3.40057,2.44322,64.11988,113.79556,425.23941,594.86674,95679.70628,81645.22873,535591.17046,0.00342,0.00342,0.00342,0.00965,0.02253,0.02399,154390639.56101,0.0
0.0017,1112.55041,6199258107.86361,1192343.20982,0.57052,3.36925,2.42608,63.51104,115.00894,428.19769,599.66597,94610.98922,81358.65643,527432.45334,0.00364,0.00364,0.00364,0.00943,0.02231,0.02377,155616500.45972,0.0
0.0018,1117.15902,6248022505.35101,1201722.38023,0.55889,3.33776,2.40874,62.89738,116.22149,431.14782,604.45982,93559.18358,81069.20551,519458.42136,0.00386,0.00386,0.00386,0.00921,0.02209,0.02355,156840605.78845,0.0
0.0019,1121.74328,6296708179.91727,1211086.40936,0.54715,3.30609,2.39123,62.2789,117.43298,434.08923,609.24743,92523.82136,80776.91619,511662.87947,0.00408,0.00408,0.00408,0.00899,0.02187,0.02333,158062734.97983,0.0
0.002,1126.30262,6345306274.54629,1220433.59367,0.53529,3.27426,2.37353,61.65561,118.64316,437.02137,614.02797,91504.45229,80481.8289,504039.89877,0.0043,0.0043,0.0043,0.00876,0.02164,0.02311,159282665.70115,0.0
0.0021,1130.83648,6393807864.34758,1229762.21659,0.5233,3.24225,2.35564,61.02753,119.85178,439.94365,618.80055,90500.64311,80183.98426,496583.80283,0.00453,0.00453,0.00453,0.00854,0.02142,0.02288,160500173.91589,0.0
0.0022,1135.34432,6442203959.06998,1239070.54896,0.5112,3.21007,2.33757,60.39466,121.05859,442.85551,623.56431,89511.97671,79883.42305,489289.15484,0.00475,0.00475,0.00475,0.00831,0.02119,0.02266,161715033.94681,0.0
0.0023,1139.82558,6490485505.67718,1248356.84956,0.49897,3.17772,2.31931,59.75701,122.26332,445.75635,628.31838,88538.05149,79580.18626,482150.7455,0.00498,0.00498,0.00498,0.00809,0.02097,0.02243,162927018.54063,0.0
0.0024,1144.2797,6538643390.98453,1257619.36558,0.48662,3.1452,2.30087,59.11459,123.46574,448.64561,633.06186,87578.48063,79274.31502,475163.58168,0.00521,0.00521,0.00521,0.00786,0.02074,0.0222,164135898.93416,0.0
0.0025,1148.70612,6586668444.35624,1266856.33318,0.47416,3.11251,2.28225,58.46742,124.66558,451.5227,637.79388,86632.89143,78965.85065,468322.87565,0.00543,0.00543,0.00543,0.00763,0.02051,0.02198,165341444.9221,0.0
0.0026,1153.1043,6634551440.46204,1276065.97799,0.46157,3.07966,2.26343,57.81551,125.86258,454.38702,642.51353,85700.92472,78654.8346,461624.03502,0.00566,0.00566,0.00566,0.00741,0.02029,0.02175,166543424.92613,0.0
0.0027,1157.47368,6682283102.09254,1285246.51567,0.44886,3.04664,2.24444,57.15887,127.05647,457.23799,647.21991,84782.23426,78341.30848,455062.6532,0.00589,0.00589,0.00589,0.00718,0.02006,0.02152,167741606.06568,0.0
0.0028,1161.81371,6729854103.03218,1294396.15244,0.43604,3.01346,2.22525,56.49752,128.24701,460.07502,651.91213,83876.48618,78025.31403,448634.50042,0.00612,0.00612,0.00612,0.00695,0.01983,0.02129,168935754.23,0.0
0.0029,1166.12383,6777255070.98887,1303513.08568,0.4231,2.98011,2.20588,55.83148,129.43392,462.8975,656.58926,82983.35848,77706.89312,442335.51528,0.00635,0.00635,0.00635,0.00672,0.0196,0.02106,170125634.15167,0.0
0.003,1170.4035,6824476590.57905,1312595.50445,0.41003,2.94661,2.18633,55.16075,130.61693,465.70485,661.25039,82102.54049,77386.08776,436161.7967,0.00658,0.00658,0.00658,0.00649,0.01937,0.02083,171311009.48161,0.0
0.0031,1174.65216,6871509206.36727,1321641.59015,0.39685,2.91294,2.16659,54.48537,131.79579,468.49646,665.8946,81233.73242,77062.94006,430109.59639,0.00681,0.00681,0.00681,0.00625,0.01914,0.0206,172491642.86533,0.0
0.0032,1178.86927,6918343425.95892,1330649.51702,0.38356,2.87911,2.14666,53.80535,132.97022,471.27173,670.52097,80376.64489,76737.49224,424175.31172,0.00704,0.00704,0.00704,0.00602,0.0189,0.02036,173667296.02056,0.0
0.0033,1183.05429,6964969723.14491,1339617.45284,0.37014,2.84512,2.12655,53.12071,134.13995,474.03006,675.12857,79530.99852,76409.78663,418355.47893,0.00728,0.00728,0.00728,0.00579,0.01867,0.02013,174837729.81623,0.0
0.0034,1187.20666,7011378541.09697,1348543.55948,0.35661,2.81097,2.10626,52.43146,135.30471,476.77085,679.71646,78696.52352,76079.86564,412646.76677,0.00751,0.00751,0.00751,0.00555,0.01844,0.0199,176002704.35262,0.0
0.0035,1191.32584,7057560295.61233,1357425.99355,0.34297,2.77667,2.08578,51.73764,136.46423,479.49349,684.28371,77872.95927,75747.77178,407045.97042,0.00775,0.00775,0.00775,0.00532,0.0182,0.01966,177161979.04287,0.0
0.0036,1195.4113,7103505378.40618,1366262.90702,0.32921,2.74221,2.06512,51.03926,137.61824,482.19737,688.82939,77060.05398,75413.54764,401550.00581,0.00798,0.00798,0.00798,0.00508,0.01796,0.01943,178315312.69559,0.0
0.0037,1199.4625,7149204160.45059,1375052.44789,0.31533,2.7076,2.04427,50.33635,138.76647,484.8819,693.35255,76257.56432,75077.23587,396155.90414,0.00822,0.00822,0.00822,0.00485,0.01773,0.01919,179462463.59869,0.0
0.0038,1203.47889,7194646995.35827,1383792.76079,0.30134,2.67283,2.02324,49.62893,139.90863,487.54645,697.85225,75465.25511,74738.87918,390860.80679,0.00846,0.00846,0.00846,0.00461,0.01749,0.01895,180603189.60433,0.0
0.0039,1207.45994,7239824222.80973,1392481.98771,0.28723,2.63792,2.00202,48.91703,141.04446,490.19044,702.32755,74682.89896,74398.52036,385661.9604,0.00869,0.00869,0.00869,0.00437,0.01725,0.01872,181737248.21492,0.0
