Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flux(G1;kg/(m^2*s)),Regression Depth(G1;m),Web(G1;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,39.9677,2865750.02616,0,1.13622,90.15315,0,0,0,0.02449,0,0
0.0001,39.97161,2866198.44005,1798.93291,1.13622,90.14595,0.0,1851.50248,0.0,0.02449,137143.4305,0.0
0.0002,39.97553,2866646.84834,1799.21435,1.13613,90.13876,0.90653,1851.03323,0.0,0.02448,137164.88618,0.0
0.0003,39.97944,2867095.25103,1799.49578,1.13604,90.13156,0.90667,1850.56417,1e-05,0.02448,137186.3416,0.0
0.0004,39.98335,2867543.64808,1799.77721,1.13595,90.12437,0.90682,1850.0953,1e-05,0.02448,137207.79675,0.0
0.0005,39.98727,2867992.03948,1800.05864,1.13586,90.11717,0.90696,1849.62663,1e-05,0.02448,137229.25162,0.0
0.0006,39.99118,2868440.42521,1800.34006,1.13577,90.10997,0.9071,1849.15815,1e-05,0.02447,137250.70623,0.0
0.0007,39.99509,2868888.80525,1800.62148,1.13568,90.10277,0.90724,1848.68987,2e-05,0.02447,137272.16056,0.0
0.0008,39.999,2869337.17957,1800.9029,1.13559,90.09557,0.90738,1848.22177,2e-05,0.02447,137293.61462,0.0
0.0009,40.00291,2869785.54817,1801.18431,1.1355,90.08837,0.90752,1847.75387,2e-05,0.02447,137315.06841,0.0
0.001,40.00682,2870233.91101,1801.46572,1.13541,90.08117,0.90767,1847.28616,2e-05,0.02446,137336.52192,0.0
0.0011,40.01074,2870682.26808,1801.74713,1.13532,90.07396,0.90781,1846.81864,3e-05,0.02446,137357.97515,0.0
0.0012,40.01465,2871130.61937,1802.02853,1.13523,90.06676,0.90795,1846.35132,3e-05,0.02446,137379.42811,0.0
0.0013,40.01856,2871578.96484,1802.30993,1.13513,90.05955,0.90809,1845.88419,3e-05,0.02446,137400.88079,0.0
0.0014,40.02247,2872027.30448,1802.59132,1.13504,90.05234,0.90823,1845.41724,3e-05,0.02445,137422.33319,0.0
0.0015,40.02638,2872475.63827,1802.87271,1.13495,90.04514,0.90838,1844.95049,4e-05,0.02445,137443.78531,0.0
0.0016,40.03029,2872923.9662,1803.1541,1.13486,90.03793,0.90852,1844.48394,4e-05,0.02445,137465.23715,0.0
0.0017,40.0342,2873372.28823,1803.43549,1.13477,90.03072,0.90866,1844.01757,4e-05,0.02445,137486.68871,0.0
0.0018,40.03811,2873820.60436,1803.71687,1.13468,90.0235,0.9088,1843.55139,4e-05,0.02444,137508.13998,0.0
0.0019,40.04201,2874268.91455,1803.99824,1.13459,90.01629,0.90894,1843.08541,5e-05,0.02444,137529.59097,0.0
0.002,40.04592,2874717.2188,1804.27961,1.1345,90.00908,0.90908,1842.61962,5e-05,0.02444,137551.04168,0.0
0.0021,40.04983,2875165.51708,1804.56098,1.13441,90.00186,0.90923,1842.15401,5e-05,0.02444,137572.4921,0.0
0.0022,40.05374,2875613.80937,1804.84235,1.13432,89.99464,0.90937,1841.6886,5e-05,0.02443,137593.94224,0.0
0.0023,40.05765,2876062.09566,1805.12371,1.13423,89.98743,0.90951,1841.22338,6e-05,0.02443,137615.39208,0.0
0.0024,40.06155,2876510.37592,1805.40507,1.13413,89.98021,0.90965,1840.75835,6e-05,0.02443,137636.84164,0.0
0.0025,40.06546,2876958.65013,1805.68642,1.13404,89.97299,0.90979,1840.29351,6e-05,0.02443,137658.29091,0.0
0.0026,40.06937,2877406.91827,1805.96777,1.13395,89.96577,0.90994,1839.82886,6e-05,0.02442,137679.73989,0.0
0.0027,40.07327,2877855.18033,1806.24912,1.13386,89.95854,0.91008,1839.36441,7e-05,0.02442,137701.18858,0.0
0.0028,40.07718,2878303.43628,1806.53046,1.13377,89.95132,0.91022,1838.90014,7e-05,0.02442,137722.63698,0.0
0.0029,40.08109,2878751.68611,1806.8118,1.13368,89.9441,0.91036,1838.43606,7e-05,0.02442,137744.08508,0.0
0.003,40.08499,2879199.92978,1807.09313,1.13359,89.93687,0.9105,1837.97217,7e-05,0.02441,137765.53289,0.0
0.0031,40.0889,2879648.1673,1807.37446,1.1335,89.92965,0.91064,1837.50847,8e-05,0.02441,137786.9804,0.0
0.0032,40.0928,2880096.39862,1807.65579,1.13341,89.92242,0.91079,1837.04496,8e-05,0.02441,137808.42762,0.0
0.0033,40.09671,2880544.62375,1807.93711,1.13332,89.91519,0.91093,1836.58164,8e-05,0.02441,137829.87454,0.0
0.0034,40.10061,2880992.84264,1808.21843,1.13322,89.90796,0.91107,1836.11851,8e-05,0.0244,137851.32116,0.0
0.0035,40.10452,2881441.0553,1808.49974,1.13313,89.90073,0.91121,1835.65557,9e-05,0.0244,137872.76749,0.0
0.0036,40.10842,2881889.26168,1808.78106,1.13304,89.8935,0.91135,1835.19282,9e-05,0.0244,137894.21351,0.0
0.0037,40.11232,2882337.46179,1809.06236,1.13295,89.88626,0.91149,1834.73025,9e-05,0.0244,137915.65923,0.0
0.0038,40.11623,2882785.65559,1809.34367,1.13286,89.87903,0.91164,1834.26788,9e-05,0.02439,137937.10466,0.0
0.0039,40.12013,2883233.84306,1809.62496,1.13277,89.87179,0.91178,1833.80569,0.0001,0.02439,137958.54978,0.0
0.004,40.12403,2883682.02419,1809.90626,1.13268,89.86456,0.91192,1833.3437,0.0001,0.02439,137979.99459,0.0
0.0041,40.12794,2884130.19896,1810.18755,1.13259,89.85732,0.91206,1832.88189,0.0001,0.02439,138001.4391,0.0
0.0042,40.13184,2884578.36735,1810.46884,1.13249,89.85008,0.9122,1832.42027,0.0001,0.02438,138022.88331,0.0
0.0043,40.13574,2885026.52933,1810.75012,1.1324,89.84284,0.91235,1831.95884,0.00011,0.02438,138044.32721,0.0
0.0044,40.13964,2885474.68489,1811.0314,1.13231,89.8356,0.91249,1831.4976,0.00011,0.02438,138065.7708,0.0
0.0045,40.14354,2885922.83401,1811.31268,1.13222,89.82835,0.91263,1831.03654,0.00011,0.02438,138087.21408,0.0
0.0046,40.14745,2886370.97666,1811.59395,1.13213,89.82111,0.91277,1830.57567,0.00011,0.02437,138108.65706,0.0
0.0047,40.15135,2886819.11283,1811.87521,1.13204,89.81387,0.91291,1830.115,0.00012,0.02437,138130.09972,0.0
0.0048,40.15525,2887267.2425,1812.15648,1.13195,89.80662,0.91305,1829.6545,0.00012,0.02437,138151.54208,0.0
0.0049,40.15915,2887715.36565,1812.43774,1.13186,89.79937,0.9132,1829.1942,0.00012,0.02437,138172.98412,0.0
0.005,40.16305,2888163.48226,1812.71899,1.13176,89.79213,0.91334,1828.73408,0.00012,0.02436,138194.42585,0.0
0.0051,40.16695,2888611.5923,1813.00024,1.13167,89.78488,0.91348,1828.27416,0.00013,0.02436,138215.86726,0.0
0.0052,40.17085,2889059.69576,1813.28149,1.13158,89.77763,0.91362,1827.81441,0.00013,0.02436,138237.30836,0.0
0.0053,40.17475,2889507.79263,1813.56273,1.13149,89.77038,0.91376,1827.35486,0.00013,0.02436,138258.74915,0.0
0.0054,40.17865,2889955.88287,1813.84397,1.1314,89.76312,0.9139,1826.89549,0.00013,0.02435,138280.18961,0.0
0.0055,40.18254,2890403.96647,1814.1252,1.13131,89.75587,0.91405,1826.43631,0.00014,0.02435,138301.62976,0.0
0.0056,40.18644,2890852.04341,1814.40643,1.13122,89.74861,0.91419,1825.97732,0.00014,0.02435,138323.06959,0.0
0.0057,40.19034,2891300.11367,1814.68766,1.13112,89.74136,0.91433,1825.51851,0.00014,0.02435,138344.5091,0.0
0.0058,40.19424,2891748.17723,1814.96888,1.13103,89.7341,0.91447,1825.05989,0.00014,0.02434,138365.94829,0.0
0.0059,40.19814,2892196.23407,1815.2501,1.13094,89.72684,0.91461,1824.60146,0.00015,0.02434,138387.38716,0.0
0.006,40.20203,2892644.28417,1815.53131,1.13085,89.71958,0.91476,1824.14321,0.00015,0.02434,138408.82571,0.0
0.0061,40.20593,2893092.32751,1815.81252,1.13076,89.71232,0.9149,1823.68515,0.00015,0.02434,138430.26393,0.0
0.0062,40.20983,2893540.36408,1816.09372,1.13067,89.70506,0.91504,1823.22727,0.00015,0.02433,138451.70183,0.0
0.0063,40.21372,2893988.39384,1816.37492,1.13058,89.6978,0.91518,1822.76958,0.00016,0.02433,138473.1394,0.0
0.0064,40.21762,2894436.41678,1816.65612,1.13048,89.69054,0.91532,1822.31208,0.00016,0.02433,138494.57665,0.0
0.0065,40.22151,2894884.43289,1816.93731,1.13039,89.68327,0.91546,1821.85476,0.00016,0.02433,138516.01357,0.0
0.0066,40.22541,2895332.44213,1817.2185,1.1303,89.67601,0.91561,1821.39763,0.00016,0.02432,138537.45016,0.0
0.0067,40.22931,2895780.4445,1817.49968,1.13021,89.66874,0.91575,1820.94068,0.00017,0.02432,138558.88642,0.0
0.0068,40.2332,2896228.43997,1817.78086,1.13012,89.66147,0.91589,1820.48392,0.00017,0.02432,138580.32236,0.0
0.0069,40.2371,2896676.42852,1818.06203,1.13003,89.6542,0.91603,1820.02734,0.00017,0.02432,138601.75796,0.0
0.007,40.24099,2897124.41014,1818.3432,1.12993,89.64693,0.91617,1819.57095,0.00017,0.02431,138623.19323,0.0
0.0071,40.24488,2897572.3848,1818.62437,1.12984,89.63966,0.91631,1819.11475,0.00018,0.02431,138644.62816,0.0
0.0072,40.24878,2898020.35247,1818.90553,1.12975,89.63239,0.91646,1818.65873,0.00018,0.02431,138666.06276,0.0
0.0073,40.25267,2898468.31315,1819.18669,1.12966,89.62511,0.9166,1818.20289,0.00018,0.02431,138687.49703,0.0
0.0074,40.25656,2898916.26682,1819.46784,1.12957,89.61784,0.91674,1817.74724,0.00019,0.0243,138708.93096,0.0
0.0075,40.26046,2899364.21345,1819.74899,1.12948,89.61056,0.91688,1817.29177,0.00019,0.0243,138730.36456,0.0
0.0076,40.26435,2899812.15302,1820.03013,1.12938,89.60328,0.91702,1816.83649,0.00019,0.0243,138751.79782,0.0
0.0077,40.26824,2900260.08551,1820.31127,1.12929,89.59601,0.91716,1816.38139,0.00019,0.0243,138773.23074,0.0
0.0078,40.27213,2900708.01091,1820.5924,1.1292,89.58873,0.91731,1815.92648,0.0002,0.02429,138794.66332,0.0
0.0079,40.27603,2901155.92919,1820.87353,1.12911,89.58145,0.91745,1815.47175,0.0002,0.02429,138816.09555,0.0
0.008,40.27992,2901603.84033,1821.15466,1.12902,89.57416,0.91759,1815.0172,0.0002,0.02429,138837.52745,0.0
0.0081,40.28381,2902051.74432,1821.43578,1.12893,89.56688,0.91773,1814.56284,0.0002,0.02429,138858.95901,0.0
0.0082,40.2877,2902499.64113,1821.7169,1.12883,89.5596,0.91787,1814.10866,0.00021,0.02428,138880.39022,0.0
0.0083,40.29159,2902947.53075,1821.99801,1.12874,89.55231,0.91801,1813.65467,0.00021,0.02428,138901.82109,0.0
0.0084,40.29548,2903395.41315,1822.27912,1.12865,89.54503,0.91816,1813.20086,0.00021,0.02428,138923.25161,0.0
0.0085,40.29937,2903843.28831,1822.56022,1.12856,89.53774,0.9183,1812.74723,0.00021,0.02428,138944.68178,0.0
0.0086,40.30326,2904291.15622,1822.84132,1.12847,89.53045,0.91844,1812.29379,0.00022,0.02427,138966.11161,0.0
0.0087,40.30715,2904739.01685,1823.12241,1.12838,89.52316,0.91858,1811.84053,0.00022,0.02427,138987.54109,0.0
0.0088,40.31104,2905186.87019,1823.4035,1.12828,89.51587,0.91872,1811.38745,0.00022,0.02427,139008.97022,0.0
0.0089,40.31493,2905634.71622,1823.68459,1.12819,89.50858,0.91886,1810.93455,0.00022,0.02427,139030.39901,0.0
0.009,40.31882,2906082.55491,1823.96567,1.1281,89.50129,0.91901,1810.48184,0.00023,0.02426,139051.82744,0.0
0.0091,40.32271,2906530.38624,1824.24674,1.12801,89.49399,0.91915,1810.02931,0.00023,0.02426,139073.25551,0.0
0.0092,40.32659,2906978.2102,1824.52781,1.12792,89.4867,0.91929,1809.57697,0.00023,0.02426,139094.68324,0.0
0.0093,40.33048,2907426.02677,1824.80888,1.12782,89.4794,0.91943,1809.1248,0.00023,0.02426,139116.11061,0.0
0.0094,40.33437,2907873.83592,1825.08994,1.12773,89.4721,0.91957,1808.67282,0.00024,0.02425,139137.53763,0.0
0.0095,40.33826,2908321.63764,1825.371,1.12764,89.4648,0.91971,1808.22102,0.00024,0.02425,139158.96429,0.0
0.0096,40.34214,2908769.4319,1825.65205,1.12755,89.4575,0.91986,1807.7694,0.00024,0.02425,139180.3906,0.0
0.0097,40.34603,2909217.21869,1825.9331,1.12746,89.4502,0.92,1807.31797,0.00024,0.02425,139201.81654,0.0
0.0098,40.34992,2909664.99798,1826.21414,1.12736,89.4429,0.92014,1806.86672,0.00025,0.02424,139223.24213,0.0
0.0099,40.3538,2910112.76977,1826.49518,1.12727,89.4356,0.92028,1806.41564,0.00025,0.02424,139244.66736,0.0
0.01,40.35769,2910560.53402,1826.77621,1.12718,89.42829,0.92042,1805.96475,0.00025,0.02424,139266.09223,0.0
0.0101,40.36157,2911008.29071,1827.05724,1.12709,89.42099,0.92056,1805.51405,0.00025,0.02424,139287.51674,0.0
0.0102,40.36546,2911456.03983,1827.33827,1.127,89.41368,0.92071,1805.06352,0.00026,0.02423,139308.94088,0.0
0.0103,40.36934,2911903.78136,1827.61929,1.1269,89.40638,0.92085,1804.61318,0.00026,0.02423,139330.36466,0.0
0.0104,40.37323,2912351.51528,1827.9003,1.12681,89.39907,0.92099,1804.16301,0.00026,0.02423,139351.78808,0.0
0.0105,40.37711,2912799.24156,1828.18131,1.12672,89.39176,0.92113,1803.71303,0.00026,0.02423,139373.21113,0.0
0.0106,40.381,2913246.96019,1828.46231,1.12663,89.38445,0.92127,1803.26323,0.00027,0.02422,139394.63382,0.0
0.0107,40.38488,2913694.67115,1828.74332,1.12654,89.37713,0.92141,1802.81361,0.00027,0.02422,139416.05614,0.0
0.0108,40.38876,2914142.37441,1829.02431,1.12644,89.36982,0.92156,1802.36417,0.00027,0.02422,139437.47809,0.0
0.0109,40.39265,2914590.06997,1829.3053,1.12635,89.36251,0.9217,1801.91491,0.00027,0.02422,139458.89967,0.0
0.011,40.39653,2915037.75779,1829.58629,1.12626,89.35519,0.92184,1801.46583,0.00028,0.02421,139480.32088,0.0
0.0111,40.40041,2915485.43786,1829.86727,1.12617,89.34787,0.92198,1801.01693,0.00028,0.02421,139501.74172,0.0
0.0112,40.40429,2915933.11015,1830.14824,1.12607,89.34056,0.92212,1800.56821,0.00028,0.02421,139523.16219,0.0
0.0113,40.40818,2916380.77466,1830.42921,1.12598,89.33324,0.92226,1800.11968,0.00028,0.02421,139544.58229,0.0
0.0114,40.41206,2916828.43135,1830.71018,1.12589,89.32592,0.92241,1799.67132,0.00029,0.0242,139566.00201,0.0
0.0115,40.41594,2917276.08021,1830.99114,1.1258,89.3186,0.92255,1799.22314,0.00029,0.0242,139587.42136,0.0
0.0116,40.41982,2917723.72122,1831.2721,1.12571,89.31127,0.92269,1798.77514,0.00029,0.0242,139608.84033,0.0
0.0117,40.4237,2918171.35436,1831.55305,1.12561,89.30395,0.92283,1798.32733,0.00029,0.0242,139630.25892,0.0
0.0118,40.42758,2918618.9796,1831.83399,1.12552,89.29663,0.92297,1797.87969,0.0003,0.02419,139651.67714,0.0
0.0119,40.43146,2919066.59694,1832.11494,1.12543,89.2893,0.92311,1797.43223,0.0003,0.02419,139673.09498,0.0
0.012,40.43534,2919514.20634,1832.39587,1.12534,89.28197,0.92325,1796.98495,0.0003,0.02419,139694.51244,0.0
