Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Propellant Mass(G3;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flow(G3;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Mass Flux(G3;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Regression Depth(G3;m),Web(G1;m),Web(G2;m),Web(G3;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,439.7342,240597342.10455,0,1.37288,3.22755,3.01162,76.12301,0,0,0,0,0,0,0,0,0,0.01449,0.03552,0.03318,0,0
0.0001,439.87652,240735281.69619,106201.49132,1.37288,3.22755,3.01162,76.06289,0.0,0.0,0.0,5693.24962,9037.73202,13020.58721,2e-05,2e-05,2e-05,0.01447,0.0355,0.03315,4342640.00848,0.0
0.0002,440.01868,240873093.55649,106262.28767,1.37072,3.2255,3.00982,76.00273,21.64861,42.1883,60.11754,5688.46867,20901.9157,50329.90764,5e-05,5e-05,5e-05,0.01444,0.03547,0.03313,4345126.00593,0.0
0.0003,440.16067,241010777.37161,106323.02752,1.36855,3.22344,3.00803,75.94255,21.65829,42.20896,60.15199,5683.69096,20872.56806,50235.50534,7e-05,7e-05,7e-05,0.01442,0.03545,0.03311,4347609.69358,0.0
0.0004,440.30249,241148332.82788,106383.71076,1.36638,3.22138,3.00623,75.88232,21.66795,42.22959,60.18641,5678.91648,20843.27408,50141.36047,9e-05,9e-05,9e-05,0.01439,0.03543,0.03308,4350091.06574,0.0
0.0005,440.44415,241285759.61177,106444.33722,1.36422,3.21933,3.00444,75.82207,21.6776,42.25019,60.2208,5674.14523,20814.03363,50047.47204,0.00012,0.00012,0.00012,0.01437,0.0354,0.03306,4352570.11678,0.0
0.0006,440.58563,241423057.40987,106504.90678,1.36205,3.21727,3.00264,75.76177,21.68723,42.27077,60.25516,5669.3772,20784.84654,49953.83902,0.00014,0.00014,0.00014,0.01435,0.03538,0.03304,4355046.84104,0.0
0.0007,440.72695,241560225.90896,106565.41931,1.35988,3.21521,3.00084,75.70145,21.69686,42.29133,60.28948,5664.6124,20755.71268,49860.46041,0.00017,0.00017,0.00017,0.01432,0.03535,0.03301,4357521.23286,0.0
0.0008,440.8681,241697264.79594,106625.87465,1.35771,3.21315,2.99904,75.64109,21.70647,42.31186,60.32377,5659.85082,20726.63189,49767.33523,0.00019,0.00019,0.00019,0.0143,0.03533,0.03299,4359993.2866,0.0
0.0009,441.00908,241834173.75786,106686.27268,1.35554,3.21109,2.99724,75.58069,21.71606,42.33237,60.35803,5655.09246,20697.60405,49674.46247,0.00021,0.00021,0.00021,0.01428,0.03531,0.03296,4362462.99661,0.0
0.001,441.1499,241970952.48193,106746.61325,1.35336,3.20902,2.99543,75.52027,21.72565,42.35285,60.39226,5650.33731,20668.62899,49581.84114,0.00024,0.00024,0.00024,0.01425,0.03528,0.03294,4364930.35725,0.0
