Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Web(G1;m),Web(G2;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,221.63751,198966973.3963,0,4.51396,0.39356,84.28317,0,0,0,0,0,0,0.04358,0.0093,0,0
0.0001,221.78588,199202918.91832,98627.13488,4.51396,0.39356,84.1964,0.0,0.0,16918.48947,13039.75213,4e-05,4e-05,0.04355,0.00927,7021329.50463,0.0
0.0002,221.93401,199438617.60387,98743.83139,4.51035,0.39211,84.10952,36.06367,50.52297,16885.12529,47478.07325,8e-05,8e-05,0.04351,0.00923,7029637.20486,0.0
0.0003,222.08192,199674067.898,98860.40492,4.50674,0.39066,84.02255,36.10099,50.58284,16851.84851,47341.41504,0.00011,0.00011,0.04347,0.00919,7037936.15,0.0
0.0004,222.22959,199909268.24577,98976.8547,4.50313,0.38921,83.93547,36.13828,50.64266,16818.65879,47205.32972,0.00015,0.00015,0.04343,0.00915,7046226.28526,0.0
0.0005,222.37703,200144217.09233,99093.17997,4.49951,0.38776,83.84829,36.17553,50.70241,16785.55574,47069.81373,0.00019,0.00019,0.0434,0.00911,7054507.55582,0.0
0.0006,222.52424,200378912.8829,99209.37994,4.49589,0.3863,83.76101,36.21274,50.76209,16752.53903,46934.86358,0.00023,0.00023,0.04336,0.00908,7062779.90689,0.0
0.0007,222.67121,200613354.06279,99325.45385,4.49227,0.38485,83.67362,36.24991,50.82171,16719.60829,46800.47577,0.00026,0.00026,0.04332,0.00904,7071043.28366,0.0
0.0008,222.81794,200847539.07744,99441.40093,4.48864,0.38339,83.58614,36.28705,50.88127,16686.76316,46666.64685,0.0003,0.0003,0.04328,0.009,7079297.63135,0.0
0.0009,222.96444,201081466.37242,99557.22041,4.485,0.38192,83.49855,36.32414,50.94076,16654.00329,46533.37339,0.00034,0.00034,0.04324,0.00896,7087542.89516,0.0
0.001,223.1107,201315134.39343,99672.91152,4.48137,0.38046,83.41086,36.3612,51.00019,16621.32834,46400.65198,0.00038,0.00038,0.04321,0.00893,7095779.02031,0.0
0.0011,223.25673,201548541.58636,99788.4735,4.47773,0.37899,83.32306,36.39821,51.05955,16588.73795,46268.47927,0.00042,0.00042,0.04317,0.00889,7104005.95202,0.0
0.0012,223.40252,201781686.39726,99903.90557,4.47408,0.37753,83.23517,36.43519,51.11885,16556.23177,46136.85189,0.00045,0.00045,0.04313,0.00885,7112223.63551,0.0
0.0013,223.54807,202014567.27241,100019.20696,4.47044,0.37606,83.14717,36.47212,51.17808,16523.80947,46005.76653,0.00049,0.00049,0.04309,0.00881,7120432.01604,0.0
