Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flux(G1;kg/(m^2*s)),Regression Depth(G1;m),Web(G1;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,1158.69458,2885902022.82607,0,3.85967,51.82445,0,0,0,0.02238,0,0
0.0001,1159.1973,2888271982.09416,369621.00116,3.85967,51.60313,0.0,18608.23181,0.0001,0.02228,52436337.96007,0.0
0.0002,1159.69631,2890625347.98188,369922.16859,3.84319,51.38163,164.82856,18558.90248,0.0002,0.02219,52479063.12231,0.0
0.0003,1160.1916,2892962072.172,370221.20634,3.82669,51.15995,164.96364,18509.69387,0.00029,0.02209,52521486.15591,0.0
0.0004,1160.68317,2895282106.65117,370518.10824,3.81018,50.93809,165.09778,18460.60557,0.00039,0.02199,52563606.1892,0.0
0.0005,1161.171,2897585403.71167,370812.86822,3.79366,50.71605,165.23096,18411.63719,0.00049,0.02189,52605422.35604,0.0
0.0006,1161.6551,2899871915.95324,371105.48018,3.77712,50.49384,165.36318,18362.78831,0.00059,0.0218,52646933.79589,0.0
0.0007,1162.13546,2902141596.28482,371395.93812,3.76057,50.27146,165.49446,18314.05853,0.00068,0.0217,52688139.65381,0.0
0.0008,1162.61207,2904394397.92631,371684.23604,3.74401,50.04889,165.62477,18265.44747,0.00078,0.0216,52729039.08051,0.0
0.0009,1163.08493,2906630274.41039,371970.36799,3.72743,49.82616,165.75412,18216.95473,0.00088,0.0215,52769631.23239,0.0
0.001,1163.55403,2908849179.58416,372254.32807,3.71085,49.60326,165.8825,18168.57991,0.00098,0.0214,52809915.27154,0.0
0.0011,1164.01936,2911051067.61097,372536.11042,3.69424,49.38018,166.00992,18120.32263,0.00107,0.02131,52849890.36579,0.0
0.0012,1164.48092,2913235892.97207,372815.7092,3.67763,49.15694,166.13637,18072.18249,0.00117,0.02121,52889555.68877,0.0
0.0013,1164.93871,2915403610.46839,373093.11864,3.66101,48.93353,166.26185,18024.15912,0.00127,0.02111,52928910.41988,0.0
0.0014,1165.39272,2917554175.22219,373368.33299,3.64437,48.70995,166.38635,17976.25214,0.00137,0.02101,52967953.74438,0.0
0.0015,1165.84294,2919687542.67877,373641.34655,3.62772,48.48621,166.50987,17928.46116,0.00147,0.02091,53006684.85338,0.0
0.0016,1166.28937,2921803668.60816,373912.15366,3.61105,48.26231,166.63242,17880.78581,0.00156,0.02082,53045102.94388,0.0
0.0017,1166.73201,2923902509.10678,374180.7487,3.59438,48.03825,166.75398,17833.22572,0.00166,0.02072,53083207.21882,0.0
0.0018,1167.17084,2925984020.59912,374447.12609,3.57769,47.81402,166.87455,17785.78051,0.00176,0.02062,53120996.88709,0.0
0.0019,1167.60586,2928048159.83934,374711.28031,3.56099,47.58963,166.99414,17738.44982,0.00186,0.02052,53158471.16357,0.0
0.002,1168.03707,2930094883.91297,374973.20585,3.54428,47.36509,167.11274,17691.23327,0.00196,0.02042,53195629.26914,0.0
