Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flux(G1;kg/(m^2*s)),Regression Depth(G1;m),Web(G1;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,166.66531,11494923.80646,0,0.7164,85.05095,0,0,0,0.0177,0,0
0.0001,166.6936,11498677.83235,1811.03042,0.7164,85.03937,0.0,2186.79425,0.0,0.01769,460137.47121,0.0
0.0002,166.72189,11502432.54624,1811.62178,0.7163,85.02778,0.97544,2186.31482,1e-05,0.01769,460287.72192,0.0
0.0003,166.75018,11506187.94796,1812.21325,0.7162,85.01619,0.97576,2185.83554,1e-05,0.01769,460438.00016,0.0
0.0004,166.77848,11509944.03732,1812.80483,0.7161,85.0046,0.97607,2185.35642,1e-05,0.01768,460588.30592,0.0
0.0005,166.80677,11513700.81413,1813.39652,0.71601,84.99301,0.97639,2184.87746,2e-05,0.01768,460738.63918,0.0
0.0006,166.83506,11517458.27822,1813.98832,0.71591,84.98141,0.97671,2184.39866,2e-05,0.01768,460888.99995,0.0
0.0007,166.86336,11521216.42939,1814.58023,0.71581,84.9698,0.97703,2183.92002,2e-05,0.01767,461039.38821,0.0
0.0008,166.89165,11524975.26747,1815.17224,0.71571,84.9582,0.97735,2183.44154,3e-05,0.01767,461189.80396,0.0
0.0009,166.91995,11528734.79227,1815.76436,0.71562,84.94659,0.97767,2182.96321,3e-05,0.01767,461340.24719,0.0
0.001,166.94825,11532495.00361,1816.35659,0.71552,84.93497,0.97799,2182.48505,3e-05,0.01767,461490.71789,0.0
0.0011,166.97654,11536255.90129,1816.94893,0.71542,84.92335,0.97831,2182.00704,4e-05,0.01766,461641.21606,0.0
0.0012,167.00484,11540017.48515,1817.54137,0.71532,84.91173,0.97862,2181.52919,4e-05,0.01766,461791.74169,0.0
0.0013,167.03314,11543779.75498,1818.13393,0.71522,84.90011,0.97894,2181.0515,4e-05,0.01766,461942.29477,0.0
0.0014,167.06144,11547542.71061,1818.72659,0.71513,84.88848,0.97926,2180.57397,5e-05,0.01765,462092.87529,0.0
0.0015,167.08974,11551306.35184,1819.31936,0.71503,84.87684,0.97958,2180.0966,5e-05,0.01765,462243.48324,0.0
0.0016,167.11804,11555070.6785,1819.91224,0.71493,84.86521,0.9799,2179.61938,5e-05,0.01765,462394.11863,0.0
0.0017,167.14634,11558835.6904,1820.50522,0.71483,84.85356,0.98022,2179.14232,6e-05,0.01764,462544.78143,0.0
0.0018,167.17464,11562601.38735,1821.09832,0.71473,84.84192,0.98054,2178.66542,6e-05,0.01764,462695.47165,0.0
0.0019,167.20295,11566367.76916,1821.69152,0.71464,84.83027,0.98086,2178.18868,6e-05,0.01764,462846.18927,0.0
0.002,167.23125,11570134.83565,1822.28483,0.71454,84.81862,0.98118,2177.7121,7e-05,0.01763,462996.9343,0.0
