Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Web(G1;m),Web(G2;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,102.57369,7418100.52819,0,1.13731,1.08959,77.13773,0,0,0,0,0,0,0.01843,0.02242,0,0
0.0001,102.58037,7418850.22165,5889.42425,1.13731,1.08959,77.1293,0.0,0.0,1050.7644,947.80583,0.0,0.0,0.01842,0.02242,118797.94681,0.0
0.0002,102.58705,7419599.87294,5890.01936,1.13718,1.08948,77.12087,1.33696,2.43266,1050.61216,2309.94629,1e-05,1e-05,0.01842,0.02242,118809.95097,0.0
0.0003,102.59373,7420349.48206,5890.61443,1.13705,1.08937,77.11244,1.3371,2.4329,1050.45994,2309.53081,1e-05,1e-05,0.01842,0.02241,118821.95445,0.0
0.0004,102.6004,7421099.04898,5891.20947,1.13691,1.08926,77.10401,1.33725,2.43315,1050.30776,2309.11544,1e-05,1e-05,0.01842,0.02241,118833.95725,0.0
0.0005,102.60708,7421848.57367,5891.80448,1.13678,1.08915,77.09558,1.33739,2.4334,1050.15561,2308.70019,1e-05,1e-05,0.01841,0.02241,118845.95938,0.0
0.0006,102.61376,7422598.05612,5892.39946,1.13665,1.08904,77.08715,1.33753,2.43364,1050.0035,2308.28504,2e-05,2e-05,0.01841,0.02241,118857.96083,0.0
0.0007,102.62043,7423347.4963,5892.9944,1.13651,1.08893,77.07872,1.33767,2.43389,1049.85141,2307.87,2e-05,2e-05,0.01841,0.0224,118869.96161,0.0
0.0008,102.62711,7424096.89419,5893.5893,1.13638,1.08882,77.07029,1.33781,2.43413,1049.69936,2307.45507,2e-05,2e-05,0.01841,0.0224,118881.96171,0.0
0.0009,102.63378,7424846.24977,5894.18417,1.13624,1.08871,77.06186,1.33796,2.43438,1049.54734,2307.04025,2e-05,2e-05,0.0184,0.0224,118893.96113,0.0
0.001,102.64045,7425595.56302,5894.77901,1.13611,1.0886,77.05342,1.3381,2.43462,1049.39535,2306.62554,3e-05,3e-05,0.0184,0.0224,118905.95987,0.0
0.0011,102.64713,7426344.83392,5895.37382,1.13598,1.08849,77.04499,1.33824,2.43487,1049.24339,2306.21094,3e-05,3e-05,0.0184,0.02239,118917.95793,0.0
0.0012,102.6538,7427094.06243,5895.96859,1.13584,1.08838,77.03655,1.33838,2.43512,1049.09146,2305.79645,3e-05,3e-05,0.0184,0.02239,118929.95532,0.0
0.0013,102.66047,7427843.24856,5896.56333,1.13571,1.08827,77.02811,1.33852,2.43536,1048.93957,2305.38207,3e-05,3e-05,0.01839,0.02239,118941.95203,0.0
0.0014,102.66714,7428592.39226,5897.15804,1.13558,1.08816,77.01968,1.33866,2.43561,1048.7877,2304.96779,4e-05,4e-05,0.01839,0.02239,118953.94805,0.0
0.0015,102.67381,7429341.49352,5897.75271,1.13544,1.08805,77.01124,1.33881,2.43585,1048.63587,2304.55363,4e-05,4e-05,0.01839,0.02238,118965.9434,0.0
0.0016,102.68048,7430090.55231,5898.34734,1.13531,1.08794,77.0028,1.33895,2.4361,1048.48407,2304.13957,4e-05,4e-05,0.01839,0.02238,118977.93807,0.0
0.0017,102.68715,7430839.56862,5898.94195,1.13517,1.08783,76.99436,1.33909,2.43634,1048.3323,2303.72563,4e-05,4e-05,0.01838,0.02238,118989.93206,0.0
0.0018,102.69382,7431588.54242,5899.53652,1.13504,1.08772,76.98592,1.33923,2.43659,1048.18056,2303.31179,5e-05,5e-05,0.01838,0.02238,119001.92537,0.0
0.0019,102.70049,7432337.4737,5900.13105,1.13491,1.08761,76.97748,1.33937,2.43684,1048.02886,2302.89806,5e-05,5e-05,0.01838,0.02237,119013.91799,0.0
0.002,102.70716,7433086.36242,5900.72556,1.13477,1.0875,76.96903,1.33951,2.43708,1047.87719,2302.48444,5e-05,5e-05,0.01838,0.02237,119025.90994,0.0
0.0021,102.71382,7433835.20857,5901.32002,1.13464,1.08739,76.96059,1.33966,2.43733,1047.72554,2302.07093,5e-05,5e-05,0.01837,0.02237,119037.9012,0.0
0.0022,102.72049,7434584.01213,5901.91446,1.1345,1.08728,76.95215,1.3398,2.43757,1047.57393,2301.65752,6e-05,6e-05,0.01837,0.02237,119049.89178,0.0
0.0023,102.72715,7435332.77307,5902.50886,1.13437,1.08718,76.9437,1.33994,2.43782,1047.42235,2301.24423,6e-05,6e-05,0.01837,0.02236,119061.88168,0.0
0.0024,102.73382,7436081.49137,5903.10323,1.13424,1.08707,76.93525,1.34008,2.43806,1047.27081,2300.83104,6e-05,6e-05,0.01837,0.02236,119073.8709,0.0
0.0025,102.74048,7436830.16701,5903.69756,1.1341,1.08696,76.92681,1.34022,2.43831,1047.11929,2300.41796,6e-05,6e-05,0.01836,0.02236,119085.85943,0.0
0.0026,102.74715,7437578.79996,5904.29186,1.13397,1.08685,76.91836,1.34037,2.43855,1046.96781,2300.00499,7e-05,7e-05,0.01836,0.02236,119097.84728,0.0
0.0027,102.75381,7438327.39022,5904.88612,1.13383,1.08674,76.90991,1.34051,2.4388,1046.81635,2299.59213,7e-05,7e-05,0.01836,0.02235,119109.83444,0.0
0.0028,102.76047,7439075.93775,5905.48036,1.1337,1.08663,76.90146,1.34065,2.43905,1046.66493,2299.17938,7e-05,7e-05,0.01836,0.02235,119121.82092,0.0
0.0029,102.76713,7439824.44253,5906.07455,1.13357,1.08652,76.89301,1.34079,2.43929,1046.51354,2298.76674,7e-05,7e-05,0.01835,0.02235,119133.80672,0.0
0.003,102.7738,7440572.90454,5906.66872,1.13343,1.08641,76.88456,1.34093,2.43954,1046.36218,2298.3542,8e-05,8e-05,0.01835,0.02234,119145.79183,0.0
0.0031,102.78046,7441321.32376,5907.26285,1.1333,1.0863,76.87611,1.34107,2.43978,1046.21086,2297.94178,8e-05,8e-05,0.01835,0.02234,119157.77626,0.0
0.0032,102.78712,7442069.70016,5907.85694,1.13316,1.08619,76.86766,1.34122,2.44003,1046.05956,2297.52946,8e-05,8e-05,0.01835,0.02234,119169.76,0.0
0.0033,102.79378,7442818.03373,5908.451,1.13303,1.08608,76.8592,1.34136,2.44027,1045.9083,2297.11725,8e-05,8e-05,0.01834,0.02234,119181.74306,0.0
0.0034,102.80043,7443566.32445,5909.04503,1.13289,1.08597,76.85075,1.3415,2.44052,1045.75706,2296.70514,9e-05,9e-05,0.01834,0.02233,119193.72543,0.0
0.0035,102.80709,7444314.57228,5909.63902,1.13276,1.08586,76.84229,1.34164,2.44076,1045.60586,2296.29315,9e-05,9e-05,0.01834,0.02233,119205.70711,0.0
0.0036,102.81375,7445062.77722,5910.23298,1.13263,1.08575,76.83384,1.34178,2.44101,1045.45469,2295.88126,9e-05,9e-05,0.01833,0.02233,119217.6881,0.0
