Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flux(G1;kg/(m^2*s)),Regression Depth(G1;m),Web(G1;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,209.80835,3563132.89844,0,0.72471,54.44138,0,0,0,0.0128,0,0
0.0001,209.81017,3563179.95893,777.80964,0.72471,54.43838,0.0,165.70668,0.0,0.0128,134461.27299,0.0
0.0002,209.812,3563227.01655,777.81991,0.72467,54.43538,0.39956,165.70046,0.0,0.0128,134463.04877,0.0
0.0003,209.81383,3563274.0713,777.83018,0.72463,54.43238,0.39956,165.69424,0.0,0.0128,134464.82445,0.0
0.0004,209.81566,3563321.12318,777.84045,0.72459,54.42938,0.39957,165.68802,0.0,0.0128,134466.60001,0.0
0.0005,209.81748,3563368.17219,777.85072,0.72455,54.42637,0.39957,165.68179,0.0,0.0128,134468.37547,0.0
0.0006,209.81931,3563415.21832,777.86099,0.72451,54.42337,0.39958,165.67557,0.0,0.0128,134470.15081,0.0
0.0007,209.82114,3563462.26159,777.87126,0.72447,54.42037,0.39958,165.66935,1e-05,0.0128,134471.92605,0.0
0.0008,209.82297,3563509.30198,777.88153,0.72443,54.41737,0.39959,165.66313,1e-05,0.0128,134473.70118,0.0
0.0009,209.82479,3563556.33951,777.8918,0.72439,54.41437,0.39959,165.65691,1e-05,0.0128,134475.47621,0.0
0.001,209.82662,3563603.37416,777.90206,0.72435,54.41136,0.3996,165.65069,1e-05,0.0128,134477.25112,0.0
0.0011,209.82845,3563650.40594,777.91233,0.72431,54.40836,0.3996,165.64447,1e-05,0.0128,134479.02593,0.0
0.0012,209.83028,3563697.43485,777.9226,0.72427,54.40536,0.39961,165.63825,1e-05,0.01279,134480.80063,0.0
0.0013,209.8321,3563744.46089,777.93286,0.72423,54.40236,0.39961,165.63203,1e-05,0.01279,134482.57521,0.0
0.0014,209.83393,3563791.48406,777.94313,0.72419,54.39936,0.39962,165.62581,1e-05,0.01279,134484.3497,0.0
0.0015,209.83575,3563838.50435,777.95339,0.72415,54.39635,0.39962,165.61959,1e-05,0.01279,134486.12407,0.0
0.0016,209.83758,3563885.52177,777.96365,0.72411,54.39335,0.39963,165.61337,1e-05,0.01279,134487.89833,0.0
0.0017,209.83941,3563932.53633,777.97392,0.72407,54.39035,0.39963,165.60715,1e-05,0.01279,134489.67249,0.0
0.0018,209.84123,3563979.548,777.98418,0.72403,54.38735,0.39964,165.60093,1e-05,0.01279,134491.44654,0.0
0.0019,209.84306,3564026.55681,777.99444,0.72399,54.38435,0.39965,165.59471,1e-05,0.01279,134493.22047,0.0
0.002,209.84489,3564073.56275,778.0047,0.72395,54.38134,0.39965,165.58849,1e-05,0.01279,134494.99431,0.0
0.0021,209.84671,3564120.56581,778.01496,0.72391,54.37834,0.39966,165.58228,2e-05,0.01279,134496.76803,0.0
0.0022,209.84854,3564167.566,778.02522,0.72387,54.37534,0.39966,165.57606,2e-05,0.01279,134498.54164,0.0
0.0023,209.85036,3564214.56332,778.03548,0.72383,54.37234,0.39967,165.56984,2e-05,0.01279,134500.31515,0.0
0.0024,209.85219,3564261.55776,778.04574,0.72379,54.36933,0.39967,165.56363,2e-05,0.01279,134502.08854,0.0
0.0025,209.85401,3564308.54933,778.056,0.72375,54.36633,0.39968,165.55741,2e-05,0.01278,134503.86183,0.0
0.0026,209.85584,3564355.53803,778.06625,0.72371,54.36333,0.39968,165.55119,2e-05,0.01278,134505.63501,0.0
0.0027,209.85766,3564402.52386,778.07651,0.72367,54.36033,0.39969,165.54498,2e-05,0.01278,134507.40808,0.0
0.0028,209.85949,3564449.50681,778.08677,0.72363,54.35732,0.39969,165.53876,2e-05,0.01278,134509.18105,0.0
0.0029,209.86131,3564496.48689,778.09702,0.72359,54.35432,0.3997,165.53255,2e-05,0.01278,134510.9539,0.0
0.003,209.86314,3564543.4641,778.10728,0.72355,54.35132,0.3997,165.52633,2e-05,0.01278,134512.72665,0.0
0.0031,209.86496,3564590.43843,778.11753,0.72351,54.34832,0.39971,165.52012,2e-05,0.01278,134514.49929,0.0
0.0032,209.86679,3564637.40989,778.12778,0.72347,54.34531,0.39971,165.5139,2e-05,0.01278,134516.27182,0.0
0.0033,209.86861,3564684.37848,778.13804,0.72343,54.34231,0.39972,165.50769,2e-05,0.01278,134518.04424,0.0
0.0034,209.87043,3564731.34419,778.14829,0.72339,54.33931,0.39972,165.50147,3e-05,0.01278,134519.81655,0.0
0.0035,209.87226,3564778.30703,778.15854,0.72335,54.3363,0.39973,165.49526,3e-05,0.01278,134521.58876,0.0
0.0036,209.87408,3564825.26699,778.16879,0.72331,54.3333,0.39973,165.48905,3e-05,0.01278,134523.36085,0.0
0.0037,209.87591,3564872.22408,778.17904,0.72327,54.3303,0.39974,165.48283,3e-05,0.01278,134525.13284,0.0
0.0038,209.87773,3564919.1783,778.18929,0.72323,54.3273,0.39975,165.47662,3e-05,0.01278,134526.90472,0.0
0.0039,209.87955,3564966.12964,778.19954,0.72319,54.32429,0.39975,165.47041,3e-05,0.01277,134528.67649,0.0
0.004,209.88138,3565013.07811,778.20979,0.72315,54.32129,0.39976,165.46419,3e-05,0.01277,134530.44815,0.0
0.0041,209.8832,3565060.02371,778.22004,0.72311,54.31829,0.39976,165.45798,3e-05,0.01277,134532.2197,0.0
0.0042,209.88502,3565106.96643,778.23028,0.72307,54.31528,0.39977,165.45177,3e-05,0.01277,134533.99115,0.0
0.0043,209.88685,3565153.90627,778.24053,0.72303,54.31228,0.39977,165.44556,3e-05,0.01277,134535.76249,0.0
0.0044,209.88867,3565200.84324,778.25078,0.72299,54.30928,0.39978,165.43935,3e-05,0.01277,134537.53371,0.0
0.0045,209.89049,3565247.77734,778.26102,0.72295,54.30627,0.39978,165.43314,3e-05,0.01277,134539.30483,0.0
0.0046,209.89232,3565294.70856,778.27127,0.72291,54.30327,0.39979,165.42693,3e-05,0.01277,134541.07585,0.0
0.0047,209.89414,3565341.6369,778.28151,0.72287,54.30027,0.39979,165.42072,3e-05,0.01277,134542.84675,0.0
0.0048,209.89596,3565388.56237,778.29175,0.72283,54.29726,0.3998,165.41451,4e-05,0.01277,134544.61754,0.0
0.0049,209.89778,3565435.48497,778.302,0.72279,54.29426,0.3998,165.4083,4e-05,0.01277,134546.38823,0.0
0.005,209.89961,3565482.40469,778.31224,0.72275,54.29126,0.39981,165.40209,4e-05,0.01277,134548.15881,0.0
0.0051,209.90143,3565529.32153,778.32248,0.72271,54.28825,0.39981,165.39588,4e-05,0.01277,134549.92927,0.0
0.0052,209.90325,3565576.2355,778.33272,0.72267,54.28525,0.39982,165.38967,4e-05,0.01277,134551.69963,0.0
0.0053,209.90507,3565623.1466,778.34296,0.72263,54.28225,0.39982,165.38346,4e-05,0.01276,134553.46989,0.0
0.0054,209.90689,3565670.05481,778.3532,0.72259,54.27924,0.39983,165.37725,4e-05,0.01276,134555.24003,0.0
0.0055,209.90872,3565716.96016,778.36344,0.72255,54.27624,0.39983,165.37104,4e-05,0.01276,134557.01006,0.0
0.0056,209.91054,3565763.86262,778.37368,0.72251,54.27324,0.39984,165.36483,4e-05,0.01276,134558.77999,0.0
0.0057,209.91236,3565810.76221,778.38392,0.72247,54.27023,0.39985,165.35863,4e-05,0.01276,134560.54981,0.0
0.0058,209.91418,3565857.65893,778.39415,0.72243,54.26723,0.39985,165.35242,4e-05,0.01276,134562.31952,0.0
0.0059,209.916,3565904.55276,778.40439,0.72239,54.26422,0.39986,165.34621,4e-05,0.01276,134564.08912,0.0
0.006,209.91782,3565951.44373,778.41463,0.72235,54.26122,0.39986,165.34001,4e-05,0.01276,134565.85861,0.0
0.0061,209.91964,3565998.33181,778.42486,0.72231,54.25822,0.39987,165.3338,5e-05,0.01276,134567.62799,0.0
0.0062,209.92146,3566045.21702,778.4351,0.72227,54.25521,0.39987,165.32759,5e-05,0.01276,134569.39727,0.0
0.0063,209.92328,3566092.09935,778.44533,0.72223,54.25221,0.39988,165.32139,5e-05,0.01276,134571.16643,0.0
0.0064,209.9251,3566138.97881,778.45556,0.72219,54.2492,0.39988,165.31518,5e-05,0.01276,134572.93549,0.0
0.0065,209.92693,3566185.85539,778.4658,0.72215,54.2462,0.39989,165.30898,5e-05,0.01276,134574.70444,0.0
0.0066,209.92875,3566232.72909,778.47603,0.72211,54.2432,0.39989,165.30277,5e-05,0.01275,134576.47328,0.0
0.0067,209.93057,3566279.59991,778.48626,0.72207,54.24019,0.3999,165.29657,5e-05,0.01275,134578.24201,0.0
0.0068,209.93239,3566326.46786,778.49649,0.72203,54.23719,0.3999,165.29036,5e-05,0.01275,134580.01064,0.0
0.0069,209.93421,3566373.33293,778.50672,0.72199,54.23418,0.39991,165.28416,5e-05,0.01275,134581.77915,0.0
0.007,209.93603,3566420.19512,778.51695,0.72195,54.23118,0.39991,165.27795,5e-05,0.01275,134583.54756,0.0
0.0071,209.93785,3566467.05444,778.52718,0.72191,54.22818,0.39992,165.27175,5e-05,0.01275,134585.31586,0.0
0.0072,209.93967,3566513.91088,778.53741,0.72187,54.22517,0.39992,165.26555,5e-05,0.01275,134587.08405,0.0
