Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Propellant Mass(G3;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flow(G3;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Mass Flux(G3;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Regression Depth(G3;m),Web(G1;m),Web(G2;m),Web(G3;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,267.87105,31462022.17558,0,2.0711,3.80383,0.88927,60.13496,0,0,0,0,0,0,0,0,0,0.01939,0.02924,0.01226,0,0
0.0001,267.8807,31463861.25551,27754.57078,2.0711,3.80383,0.88927,60.12274,0.0,0.0,0.0,911.41313,815.50247,1905.05502,0.0,0.0,0.0,0.01939,0.02924,0.01226,2989316.73973,0.0
0.0002,267.89034,31465699.75854,27756.19254,2.07063,3.80322,0.88899,60.11051,4.75732,10.89412,13.75025,911.26249,1549.96129,9609.35349,1e-05,1e-05,1e-05,0.01938,0.02923,0.01226,2989491.41212,0.0
0.0003,267.89999,31467537.68456,27757.81379,2.07015,3.8026,0.8887,60.09829,4.75754,10.89451,13.75105,911.11187,1549.7269,9605.87995,1e-05,1e-05,1e-05,0.01938,0.02923,0.01225,2989666.02969,0.0
0.0004,267.90963,31469375.03349,27759.43453,2.06968,3.80199,0.88842,60.08606,4.75775,10.8949,13.75186,910.96128,1549.49253,9602.40823,2e-05,2e-05,2e-05,0.01938,0.02922,0.01225,2989840.59243,0.0
0.0005,267.91926,31471211.80521,27761.05477,2.0692,3.80138,0.88813,60.07384,4.75796,10.89529,13.75266,910.81071,1549.2582,9598.93833,2e-05,2e-05,2e-05,0.01937,0.02922,0.01224,2990015.10033,0.0
0.0006,267.9289,31473047.99963,27762.67449,2.06873,3.80076,0.88784,60.06161,4.75817,10.89567,13.75346,910.66017,1549.02389,9595.47024,3e-05,3e-05,3e-05,0.01937,0.02921,0.01224,2990189.55339,0.0
0.0007,267.93852,31474883.61664,27764.29371,2.06825,3.80015,0.88756,60.04938,4.75838,10.89606,13.75427,910.50965,1548.78962,9592.00398,3e-05,3e-05,3e-05,0.01936,0.02921,0.01223,2990363.95159,0.0
0.0008,267.94815,31476718.65615,27765.91241,2.06777,3.79953,0.88727,60.03715,4.7586,10.89645,13.75507,910.35916,1548.55537,9588.53953,4e-05,4e-05,4e-05,0.01936,0.02921,0.01223,2990538.29491,0.0
0.0009,267.95777,31478553.11806,27767.53061,2.0673,3.79892,0.88699,60.02492,4.75881,10.89684,13.75587,910.20869,1548.32116,9585.0769,4e-05,4e-05,4e-05,0.01935,0.0292,0.01222,2990712.58337,0.0
0.001,267.96739,31480387.00226,27769.1483,2.06682,3.79831,0.8867,60.01269,4.75902,10.89723,13.75667,910.05825,1548.08697,9581.61608,4e-05,4e-05,4e-05,0.01935,0.0292,0.01222,2990886.81693,0.0
0.0011,267.97701,31482220.30865,27770.76547,2.06635,3.79769,0.88641,60.00046,4.75923,10.89762,13.75747,909.90784,1547.85281,9578.15707,5e-05,5e-05,5e-05,0.01934,0.02919,0.01222,2991060.9956,0.0
0.0012,267.98663,31484053.03713,27772.38214,2.06587,3.79708,0.88613,59.98823,4.75944,10.89801,13.75827,909.75745,1547.61868,9574.69988,5e-05,5e-05,5e-05,0.01934,0.02919,0.01221,2991235.11937,0.0
0.0013,267.99624,31485885.1876,27773.9983,2.06539,3.79647,0.88584,59.97599,4.75965,10.89839,13.75908,909.60709,1547.38458,9571.24449,6e-05,6e-05,6e-05,0.01934,0.02918,0.01221,2991409.18821,0.0
0.0014,268.00584,31487716.75997,27775.61395,2.06492,3.79585,0.88556,59.96376,4.75986,10.89878,13.75988,909.45675,1547.15051,9567.79091,6e-05,6e-05,6e-05,0.01933,0.02918,0.0122,2991583.20214,0.0
0.0015,268.01545,31489547.75412,27777.22908,2.06444,3.79524,0.88527,59.95153,4.76008,10.89917,13.76068,909.30644,1546.91647,9564.33914,7e-05,7e-05,7e-05,0.01933,0.02917,0.0122,2991757.16112,0.0
0.0016,268.02505,31491378.16997,27778.84371,2.06397,3.79462,0.88498,59.93929,4.76029,10.89955,13.76148,909.15616,1546.68245,9560.88917,7e-05,7e-05,7e-05,0.01932,0.02917,0.01219,2991931.06517,0.0
0.0017,268.03464,31493208.0074,27780.45783,2.06349,3.79401,0.8847,59.92706,4.7605,10.89994,13.76228,909.0059,1546.44847,9557.44101,8e-05,8e-05,8e-05,0.01932,0.02916,0.01219,2992104.91426,0.0
0.0018,268.04424,31495037.26632,27782.07143,2.06301,3.7934,0.88441,59.91482,4.76071,10.90033,13.76308,908.85567,1546.21451,9553.99465,8e-05,8e-05,8e-05,0.01931,0.02916,0.01218,2992278.70839,0.0
0.0019,268.05383,31496865.94663,27783.68453,2.06254,3.79278,0.88412,59.90258,4.76092,10.90071,13.76388,908.70546,1545.98059,9550.55009,9e-05,9e-05,9e-05,0.01931,0.02916,0.01218,2992452.44754,0.0
0.002,268.06342,31498694.04823,27785.29712,2.06206,3.79217,0.88384,59.89034,4.76113,10.9011,13.76468,908.55527,1545.74669,9547.10733,9e-05,9e-05,9e-05,0.0193,0.02915,0.01217,2992626.13171,0.0
0.0021,268.073,31500521.57102,27786.90919,2.06159,3.79155,0.88355,59.87811,4.76134,10.90149,13.76548,908.40512,1545.51282,9543.66637,9e-05,9e-05,9e-05,0.0193,0.02915,0.01217,2992799.7609,0.0
0.0022,268.08258,31502348.51489,27788.52076,2.06111,3.79094,0.88327,59.86587,4.76155,10.90187,13.76627,908.25499,1545.27899,9540.2272,0.0001,0.0001,0.0001,0.01929,0.02914,0.01217,2992973.33508,0.0
0.0023,268.09216,31504174.87975,27790.13181,2.06063,3.79033,0.88298,59.85363,4.76176,10.90226,13.76707,908.10488,1545.04518,9536.78984,0.0001,0.0001,0.0001,0.01929,0.02914,0.01216,2993146.85424,0.0
0.0024,268.10173,31506000.6655,27791.74235,2.06016,3.78971,0.88269,59.84139,4.76197,10.90264,13.76787,907.9548,1544.8114,9533.35426,0.00011,0.00011,0.00011,0.01929,0.02913,0.01216,2993320.31839,0.0
0.0025,268.11131,31507825.87203,27793.35238,2.05968,3.7891,0.88241,59.82914,4.76218,10.90303,13.76867,907.80475,1544.57765,9529.92049,0.00011,0.00011,0.00011,0.01928,0.02913,0.01215,2993493.72751,0.0
0.0026,268.12087,31509650.49925,27794.9619,2.05921,3.78848,0.88212,59.8169,4.76239,10.90341,13.76947,907.65472,1544.34392,9526.4885,0.00012,0.00012,0.00012,0.01928,0.02912,0.01215,2993667.08159,0.0
0.0027,268.13044,31511474.54705,27796.57091,2.05873,3.78787,0.88183,59.80466,4.7626,10.9038,13.77027,907.50471,1544.11023,9523.0583,0.00012,0.00012,0.00012,0.01927,0.02912,0.01214,2993840.38062,0.0
