Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Propellant Mass(G3;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flow(G3;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Mass Flux(G3;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Regression Depth(G3;m),Web(G1;m),Web(G2;m),Web(G3;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,673.65115,223857233.8203,0,1.88377,4.48847,1.28173,70.15398,0,0,0,0,0,0,0,0,0,0.02516,0.03853,0.01883,0,0
0.0001,673.692,223880371.31181,72848.60929,1.88377,4.48847,1.28173,70.11634,0.0,0.0,0.0,1840.02813,6559.92291,1957.03348,2e-05,2e-05,2e-05,0.02515,0.03852,0.01881,12181243.96788,0.0
0.0002,673.73273,223903446.15554,72856.11764,1.8824,4.4869,1.28057,70.0787,13.66746,29.4004,41.06673,1838.80302,13392.53869,7585.61224,3e-05,3e-05,3e-05,0.02513,0.0385,0.0188,12182499.46116,0.0
0.0003,673.77336,223926458.33234,72863.60559,1.88103,4.48533,1.2794,70.04105,13.66699,29.40472,41.07097,1837.57861,13378.13896,7580.71058,5e-05,5e-05,5e-05,0.02512,0.03848,0.01878,12183751.54475,0.0
0.0004,673.81387,223949407.82312,72871.07314,1.87967,4.48375,1.27823,70.0034,13.66651,29.40902,41.0752,1836.35489,13363.76063,7575.81193,6e-05,6e-05,6e-05,0.0251,0.03847,0.01877,12185000.21762,0.0
0.0005,673.85427,223972294.60882,72878.52029,1.8783,4.48218,1.27707,69.96574,13.66603,29.41332,41.07942,1835.13187,13349.40365,7570.91629,8e-05,8e-05,8e-05,0.02508,0.03845,0.01875,12186245.47874,0.0
0.0006,673.89456,223995118.67045,72885.94703,1.87693,4.4806,1.2759,69.92808,13.66555,29.41761,41.08362,1833.90954,13335.06798,7566.02364,0.0001,0.0001,0.0001,0.02507,0.03844,0.01873,12187487.32706,0.0
0.0007,673.93473,224017879.98907,72893.35335,1.87557,4.47903,1.27473,69.89042,13.66506,29.4219,41.08782,1832.6879,13320.75358,7561.134,0.00011,0.00011,0.00011,0.02505,0.03842,0.01872,12188725.76155,0.0
0.0008,673.9748,224040578.54579,72900.73925,1.8742,4.47745,1.27357,69.85275,13.66457,29.42618,41.092,1831.46695,13306.46039,7556.24736,0.00013,0.00013,0.00013,0.02504,0.03841,0.0187,12189960.7812,0.0
0.0009,674.01475,224063214.32175,72908.10472,1.87283,4.47588,1.2724,69.81508,13.66408,29.43044,41.09618,1830.2467,13292.18838,7551.36371,0.00014,0.00014,0.00014,0.02502,0.03839,0.01869,12191192.38497,0.0
