Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Propellant Mass(G3;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flow(G3;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Mass Flux(G3;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Regression Depth(G3;m),Web(G1;m),Web(G2;m),Web(G3;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,189.7017,153115091.61051,0,0.59522,4.16056,2.4503,76.51929,0,0,0,0,0,0,0,0,0,0.018,0.02797,0.0275,0,0
0.0001,189.81687,153280237.12952,135208.57331,0.59522,4.16056,2.4503,76.45393,0.0,0.0,0.0,11953.246,9345.72783,21691.51979,3e-05,3e-05,3e-05,0.01797,0.02794,0.02747,9746542.97419,0.0
0.0002,189.93198,153445360.11467,135354.22837,0.59445,4.15691,2.44856,76.38849,7.76477,44.24465,61.55466,11923.87753,11568.93784,85649.49081,5e-05,5e-05,5e-05,0.01794,0.02791,0.02744,9757042.55522,0.0
0.0003,190.04701,153610460.10422,135499.86316,0.59367,4.15326,2.44683,76.32299,7.77512,44.28459,61.62102,11894.62169,11561.72699,85431.63341,8e-05,8e-05,8e-05,0.01792,0.02788,0.02742,9767540.67405,0.0
0.0004,190.16197,153775536.63598,135645.47725,0.59289,4.14961,2.44509,76.25742,7.78546,44.32452,61.68738,11865.47779,11554.5131,85214.64262,0.00011,0.00011,0.00011,0.01789,0.02786,0.02739,9778037.30128,0.0
0.0005,190.27685,153940589.24733,135791.07024,0.59211,4.14595,2.44336,76.19177,7.7958,44.36443,61.75373,11836.44518,11547.29619,84998.51349,0.00014,0.00014,0.00014,0.01786,0.02783,0.02736,9788532.4075,0.0
0.0006,190.39167,154105617.47522,135936.64172,0.59133,4.14229,2.44161,76.12606,7.80613,44.40432,61.82007,11807.52318,11540.07625,84783.2411,0.00016,0.00016,0.00016,0.01783,0.0278,0.02733,9799025.96326,0.0
0.0007,190.50642,154270620.85615,136082.19128,0.59055,4.13863,2.43987,76.06027,7.81646,44.4442,61.88641,11778.71115,11532.85331,84568.82054,0.00019,0.00019,0.00019,0.01781,0.02777,0.02731,9809517.93909,0.0
0.0008,190.6211,154435598.92623,136227.71852,0.58977,4.13496,2.43812,75.99441,7.82678,44.48406,61.95273,11750.00842,11525.62738,84355.24696,0.00022,0.00022,0.00022,0.01778,0.02775,0.02728,9820008.30549,0.0
0.0009,190.7357,154600551.2211,136373.22302,0.58898,4.1313,2.43637,75.92849,7.83709,44.52391,62.01904,11721.41434,11518.39846,84142.51555,0.00025,0.00025,0.00025,0.01775,0.02772,0.02725,9830497.03294,0.0
0.001,190.85024,154765477.27601,136518.70438,0.5882,4.12762,2.43462,75.86249,7.84739,44.56374,62.08534,11692.92828,11511.16658,83930.62153,0.00027,0.00027,0.00027,0.01773,0.02769,0.02722,9840984.09188,0.0
0.0011,190.9647,154930376.62577,136664.16217,0.58741,4.12395,2.43287,75.79642,7.85769,44.60355,62.15163,11664.5496,11503.93175,83719.56013,0.0003,0.0003,0.0003,0.0177,0.02767,0.0272,9851469.45274,0.0
0.0012,191.07909,155095248.80477,136809.59601,0.58663,4.12027,2.43111,75.73029,7.86798,44.64335,62.21791,11636.27765,11496.69397,83509.32665,0.00033,0.00033,0.00033,0.01767,0.02764,0.02717,9861953.08591,0.0
0.0013,191.1934,155260093.34699,136955.00546,0.58584,4.11659,2.42935,75.66408,7.87827,44.68313,62.28418,11608.11183,11489.45326,83299.9164,0.00035,0.00035,0.00035,0.01764,0.02761,0.02714,9872434.96175,0.0
0.0014,191.30765,155424909.78598,137100.39012,0.58505,4.11291,2.42759,75.5978,7.88854,44.7229,62.35043,11580.05149,11482.20963,83091.32475,0.00038,0.00038,0.00038,0.01762,0.02758,0.02712,9882915.05061,0.0
0.0015,191.42182,155589697.65488,137245.74958,0.58426,4.10922,2.42582,75.53145,7.89881,44.76264,62.41668,11552.09602,11474.96309,82883.54706,0.00041,0.00041,0.00041,0.01759,0.02756,0.02709,9893393.3228,0.0
0.0016,191.53592,155754456.48644,137391.08343,0.58347,4.10553,2.42405,75.46503,7.90907,44.80237,62.48292,11524.24481,11467.71367,82676.57877,0.00044,0.00044,0.00044,0.01756,0.02753,0.02706,9903869.74861,0.0
0.0017,191.64994,155919185.81296,137536.39125,0.58268,4.10184,2.42228,75.39854,7.91933,44.84209,62.54914,11496.49725,11460.46136,82470.41533,0.00046,0.00046,0.00046,0.01753,0.0275,0.02703,9914344.2983,0.0
0.0018,191.7639,156083885.16636,137681.67263,0.58188,4.09814,2.42051,75.33198,7.92957,44.88178,62.61535,11468.85274,11453.20618,82265.05222,0.00049,0.00049,0.00049,0.01751,0.02747,0.02701,9924816.9421,0.0
0.0019,191.87778,156248554.07815,137826.92716,0.58109,4.09445,2.41873,75.26535,7.93981,44.92146,62.68155,11441.31067,11445.94815,82060.48495,0.00052,0.00052,0.00052,0.01748,0.02745,0.02698,9935287.65023,0.0
0.002,191.99158,156413192.07942,137972.15442,0.58029,4.09075,2.41695,75.19865,7.95004,44.96113,62.74774,11413.87045,11438.68727,81856.70909,0.00055,0.00055,0.00055,0.01745,0.02742,0.02695,9945756.39287,0.0
0.0021,192.10531,156577798.70087,138117.35401,0.5795,4.08704,2.41517,75.13188,7.96027,45.00077,62.81392,11386.53149,11431.42356,81653.7202,0.00057,0.00057,0.00057,0.01742,0.02739,0.02692,9956223.14019,0.0
0.0022,192.21897,156742373.47281,138262.52549,0.5787,4.08333,2.41339,75.06504,7.97048,45.0404,62.88008,11359.29321,11424.15703,81451.51391,0.0006,0.0006,0.0006,0.0174,0.02736,0.0269,9966687.8623,0.0
0.0023,192.33255,156906915.92513,138407.66847,0.5779,4.07962,2.4116,74.99813,7.98069,45.08001,62.94623,11332.15501,11416.88769,81250.08585,0.00063,0.00063,0.00063,0.01737,0.02734,0.02687,9977150.52932,0.0
0.0024,192.44606,157071425.58734,138552.78253,0.5771,4.07591,2.40981,74.93115,7.99089,45.1196,63.01237,11305.11634,11409.61556,81049.43171,0.00066,0.00066,0.00066,0.01734,0.02731,0.02684,9987611.11134,0.0
0.0025,192.55949,157235901.98854,138697.86724,0.5763,4.0722,2.40802,74.8641,8.00109,45.15917,63.07849,11278.1766,11402.34065,80849.54719,0.00068,0.00068,0.00068,0.01731,0.02728,0.02681,9998069.57841,0.0
0.0026,192.67285,157400344.65746,138842.9222,0.5755,4.06848,2.40623,74.79697,8.01127,45.19873,63.14461,11251.33524,11395.06296,80650.42802,0.00071,0.00071,0.00071,0.01729,0.02725,0.02679,10008525.90057,0.0
0.0027,192.78613,157564753.12242,138987.94699,0.5747,4.06476,2.40443,74.72978,8.02145,45.23826,63.2107,11224.59169,11387.78252,80452.06998,0.00074,0.00074,0.00074,0.01726,0.02723,0.02676,10018980.04782,0.0
0.0028,192.89934,157729126.91136,139132.94119,0.5739,4.06103,2.40263,74.66252,8.03162,45.27778,63.27679,11197.94539,11380.49933,80254.46886,0.00077,0.00077,0.00077,0.01723,0.0272,0.02673,10029431.99014,0.0
0.0029,193.01247,157893465.55184,139277.90439,0.57309,4.0573,2.40083,74.59519,8.04178,45.31728,63.34286,11171.39579,11373.21341,80057.62048,0.00079,0.00079,0.00079,0.0172,0.02717,0.0267,10039881.6975,0.0
0.003,193.12553,158057768.57103,139422.83616,0.57229,4.05357,2.39902,74.52779,8.05194,45.35676,63.40892,11144.94233,11365.92476,79861.52071,0.00082,0.00082,0.00082,0.01718,0.02714,0.02668,10050329.13982,0.0
0.0031,193.2385,158222035.49572,139567.7361,0.57148,4.04984,2.39721,74.46031,8.06208,45.39623,63.47496,11118.58447,11358.63341,79666.16542,0.00085,0.00085,0.00085,0.01715,0.02712,0.02665,10060774.28703,0.0
0.0032,193.35141,158386265.85232,139712.60378,0.57067,4.0461,2.3954,74.39277,8.07222,45.43567,63.54099,11092.32166,11351.33936,79471.55054,0.00088,0.00088,0.00088,0.01712,0.02709,0.02662,10071217.109,0.0
0.0033,193.46423,158550459.16686,139857.43878,0.56987,4.04236,2.39359,74.32516,8.08235,45.4751,63.607,11066.15337,11344.04262,79277.672,0.0009,0.0009,0.0009,0.01709,0.02706,0.02659,10081657.5756,0.0
0.0034,193.57698,158714614.965,140002.24069,0.56906,4.03862,2.39177,74.25748,8.09247,45.5145,63.673,11040.07906,11336.74322,79084.52577,0.00093,0.00093,0.00093,0.01707,0.02703,0.02656,10092095.65667,0.0
0.0035,193.68966,158878732.77202,140147.00909,0.56825,4.03488,2.38996,74.18972,8.10259,45.55389,63.73898,11014.0982,11329.44115,78892.10787,0.00096,0.00096,0.00096,0.01704,0.02701,0.02654,10102531.32202,0.0
0.0036,193.80225,159042812.11284,140291.74356,0.56744,4.03113,2.38813,74.1219,8.11269,45.59326,63.80495,10988.21026,11322.13643,78700.4143,0.00099,0.00099,0.00099,0.01701,0.02698,0.02651,10112964.54144,0.0
0.0037,193.91477,159206852.51201,140436.44368,0.56662,4.02738,2.38631,74.05401,8.12279,45.6326,63.87091,10962.41473,11314.82908,78509.44114,0.00102,0.00102,0.00102,0.01698,0.02695,0.02648,10123395.28469,0.0
0.0038,194.02721,159370853.4937,140581.10903,0.56581,4.02362,2.38448,73.98605,8.13288,45.67193,63.93684,10936.71108,11307.5191,78319.18446,0.00104,0.00104,0.00104,0.01695,0.02692,0.02645,10133823.52153,0.0
0.0039,194.13957,159534814.58172,140725.73918,0.565,4.01987,2.38265,73.91801,8.14296,45.71124,64.00277,10911.09879,11300.20651,78129.64037,0.00107,0.00107,0.00107,0.01693,0.02689,0.02643,10144249.22168,0.0
0.004,194.25185,159698735.29953,140870.33373,0.56418,4.01611,2.38082,73.84991,8.15303,45.75053,64.06867,10885.57736,11292.89132,77940.80501,0.0011,0.0011,0.0011,0.0169,0.02687,0.0264,10154672.35483,0.0
0.0041,194.36406,159862615.17023,141014.89224,0.56336,4.01234,2.37899,73.78174,8.16309,45.7898,64.13456,10860.14628,11285.57354,77752.67454,0.00113,0.00113,0.00113,0.01687,0.02684,0.02637,10165092.89065,0.0
0.0042,194.47619,160026453.71653,141159.41431,0.56255,4.00858,2.37715,73.7135,8.17315,45.82905,64.20044,10834.80504,11278.25319,77565.24516,0.00115,0.00115,0.00115,0.01684,0.02681,0.02634,10175510.79881,0.0
0.0043,194.58824,160190250.46083,141303.8995,0.56173,4.00481,2.37531,73.64518,8.18319,45.86827,64.2663,10809.55315,11270.93027,77378.51307,0.00118,0.00118,0.00118,0.01682,0.02678,0.02632,10185926.04892,0.0
0.0044,194.7002,160354004.92514,141448.34739,0.56091,4.00104,2.37347,73.5768,8.19323,45.90748,64.33214,10784.39011,11263.60481,77192.47453,0.00121,0.00121,0.00121,0.01679,0.02676,0.02629,10196338.6106,0.0
0.0045,194.81209,160517716.63114,141592.75757,0.56009,3.99726,2.37162,73.50835,8.20326,45.94667,64.39796,10759.31542,11256.2768,77007.12581,0.00124,0.00124,0.00124,0.01676,0.02673,0.02626,10206748.45344,0.0
0.0046,194.92391,160681385.10016,141737.12961,0.55927,3.99349,2.36978,73.43983,8.21328,45.98584,64.46377,10734.3286,11248.94627,76822.46319,0.00126,0.00126,0.00126,0.01673,0.0267,0.02623,10217155.54698,0.0
0.0047,195.03564,160845009.85316,141881.46308,0.55844,3.98971,2.36793,73.37123,8.22329,46.02498,64.52956,10709.42916,11241.61322,76638.483,0.00129,0.00129,0.00129,0.01671,0.02667,0.0262,10227559.86079,0.0
0.0048,195.14729,161008590.41078,142025.75757,0.55762,3.98592,2.36607,73.30257,8.23329,46.06411,64.59533,10684.61662,11234.27766,76455.18159,0.00132,0.00132,0.00132,0.01668,0.02664,0.02618,10237961.36436,0.0
0.0049,195.25886,161172126.29331,142170.01266,0.5568,3.98214,2.36422,73.23384,8.24329,46.10321,64.66108,10659.8905,11226.93962,76272.55532,0.00135,0.00135,0.00135,0.01665,0.02662,0.02615,10248360.02721,0.0
