Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Web(G1;m),Web(G2;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,269.95246,111739975.39675,0,1.25129,0.75965,56.45953,0,0,0,0,0,0,0.01315,0.01041,0,0
0.0001,270.04856,111806993.97044,42850.70969,1.25129,0.75965,56.39426,0.0,0.0,6858.65957,6151.38562,2e-05,2e-05,0.01313,0.0104,2761584.08485,0.0
0.0002,270.14461,111874001.05023,42876.39056,1.24998,0.75863,56.32895,13.0311,23.24869,6854.44819,14426.07711,3e-05,3e-05,0.01312,0.01038,2763239.13055,0.0
0.0003,270.24063,111940996.57309,42902.06701,1.24868,0.75761,56.2636,13.0389,23.26263,6850.23984,14415.39858,5e-05,5e-05,0.0131,0.01037,2764893.8908,0.0
0.0004,270.33661,112007980.47594,42927.73899,1.24737,0.75658,56.1982,13.0467,23.27657,6846.03451,14404.73007,6e-05,6e-05,0.01308,0.01035,2766548.36405,0.0
0.0005,270.43255,112074952.6957,42953.4065,1.24607,0.75556,56.13277,13.05449,23.2905,6841.83219,14394.07155,8e-05,8e-05,0.01307,0.01034,2768202.54873,0.0
0.0006,270.52844,112141913.16928,42979.06951,1.24476,0.75454,56.06731,13.06229,23.30443,6837.6329,14383.42302,9e-05,9e-05,0.01305,0.01032,2769856.44328,0.0
0.0007,270.6243,112208861.83357,43004.72799,1.24346,0.75351,56.0018,13.07008,23.31837,6833.43661,14372.78446,0.00011,0.00011,0.01304,0.01031,2771510.04614,0.0
0.0008,270.72012,112275798.62542,43030.38193,1.24215,0.75249,55.93625,13.07788,23.33229,6829.24333,14362.15584,0.00012,0.00012,0.01302,0.01029,2773163.35577,0.0
0.0009,270.81589,112342723.48169,43056.03128,1.24084,0.75146,55.87066,13.08567,23.34622,6825.05305,14351.53717,0.00014,0.00014,0.01301,0.01028,2774816.37059,0.0
0.001,270.91163,112409636.3392,43081.67604,1.23953,0.75043,55.80504,13.09346,23.36014,6820.86577,14340.92841,0.00015,0.00015,0.01299,0.01026,2776469.08904,0.0
