Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flux(G1;kg/(m^2*s)),Regression Depth(G1;m),Web(G1;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,278.49624,12665665.12773,0,0.80838,63.23541,0,0,0,0.0127,0,0
0.0001,278.50961,12666740.09358,2102.16479,0.80838,63.22857,0.0,682.63009,0.0,0.0127,379739.071,0.0
0.0002,278.52299,12667815.07443,2102.34319,0.8083,63.22172,0.8748,682.58311,0.0,0.0127,379771.2981,0.0
0.0003,278.53636,12668890.07027,2102.5216,0.80821,63.21488,0.87487,682.53614,0.0,0.0127,379803.52564,0.0
0.0004,278.54973,12669965.08108,2102.70001,0.80812,63.20804,0.87494,682.48916,1e-05,0.01269,379835.75363,0.0
0.0005,278.56311,12671040.10686,2102.87842,0.80803,63.20119,0.87502,682.4422,1e-05,0.01269,379867.98207,0.0
0.0006,278.57648,12672115.14759,2103.05683,0.80795,63.19434,0.87509,682.39524,1e-05,0.01269,379900.21096,0.0
0.0007,278.58985,12673190.20326,2103.23524,0.80786,63.1875,0.87517,682.34828,1e-05,0.01269,379932.4403,0.0
0.0008,278.60323,12674265.27386,2103.41366,0.80777,63.18065,0.87524,682.30132,1e-05,0.01269,379964.67009,0.0
0.0009,278.6166,12675340.35938,2103.59208,0.80768,63.1738,0.87532,682.25437,1e-05,0.01269,379996.90032,0.0
0.001,278.62997,12676415.4598,2103.77051,0.8076,63.16695,0.87539,682.20742,2e-05,0.01268,380029.131,0.0
0.0011,278.64334,12677490.57512,2103.94893,0.80751,63.16011,0.87546,682.16048,2e-05,0.01268,380061.36212,0.0
0.0012,278.65671,12678565.70533,2104.12736,0.80742,63.15326,0.87554,682.11354,2e-05,0.01268,380093.59369,0.0
0.0013,278.67008,12679640.8504,2104.30579,0.80733,63.14641,0.87561,682.0666,2e-05,0.01268,380125.82571,0.0
0.0014,278.68345,12680716.01033,2104.48422,0.80725,63.13956,0.87569,682.01967,2e-05,0.01268,380158.05818,0.0
0.0015,278.69682,12681791.18511,2104.66266,0.80716,63.1327,0.87576,681.97274,2e-05,0.01268,380190.29108,0.0
0.0016,278.71019,12682866.37473,2104.8411,0.80707,63.12585,0.87584,681.92582,3e-05,0.01267,380222.52444,0.0
0.0017,278.72356,12683941.57917,2105.01954,0.80698,63.119,0.87591,681.8789,3e-05,0.01267,380254.75823,0.0
0.0018,278.73693,12685016.79842,2105.19798,0.8069,63.11215,0.87598,681.83198,3e-05,0.01267,380286.99248,0.0
0.0019,278.7503,12686092.03248,2105.37642,0.80681,63.10529,0.87606,681.78507,3e-05,0.01267,380319.22716,0.0
0.002,278.76367,12687167.28132,2105.55487,0.80672,63.09844,0.87613,681.73816,3e-05,0.01267,380351.46229,0.0
0.0021,278.77704,12688242.54495,2105.73332,0.80663,63.09159,0.87621,681.69126,3e-05,0.01267,380383.69786,0.0
0.0022,278.7904,12689317.82334,2105.91178,0.80654,63.08473,0.87628,681.64436,4e-05,0.01266,380415.93388,0.0
0.0023,278.80377,12690393.11648,2106.09023,0.80646,63.07787,0.87636,681.59746,4e-05,0.01266,380448.17033,0.0
0.0024,278.81714,12691468.42437,2106.26869,0.80637,63.07102,0.87643,681.55057,4e-05,0.01266,380480.40723,0.0
