Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flux(G1;kg/(m^2*s)),Regression Depth(G1;m),Web(G1;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,166.76457,3175921.70421,0,1.19442,74.18234,0,0,0,0.01955,0,0
0.0001,166.76708,3175994.295,761.75719,1.19442,74.17982,0.0,277.3532,0.0,0.01955,291242.7511,0.0
0.0002,166.76959,3176066.88356,761.7746,1.19438,74.1773,0.40527,277.34076,0.0,0.01954,291249.40756,0.0
0.0003,166.77209,3176139.4699,761.79201,1.19433,74.17479,0.40528,277.32832,0.0,0.01954,291256.06382,0.0
0.0004,166.7746,3176212.05403,761.80942,1.19429,74.17227,0.40529,277.31589,0.0,0.01954,291262.71988,0.0
0.0005,166.77711,3176284.63593,761.82683,1.19425,74.16975,0.4053,277.30345,0.0,0.01954,291269.37573,0.0
0.0006,166.77961,3176357.21561,761.84424,1.19421,74.16723,0.40531,277.29101,0.0,0.01954,291276.03138,0.0
0.0007,166.78212,3176429.79308,761.86164,1.19417,74.16472,0.40532,277.27858,1e-05,0.01954,291282.68683,0.0
0.0008,166.78463,3176502.36832,761.87905,1.19413,74.1622,0.40533,277.26614,1e-05,0.01954,291289.34207,0.0
0.0009,166.78713,3176574.94134,761.89646,1.19409,74.15968,0.40534,277.25371,1e-05,0.01954,291295.99711,0.0
0.001,166.78964,3176647.51214,761.91386,1.19405,74.15716,0.40535,277.24128,1e-05,0.01954,291302.65195,0.0
0.0011,166.79214,3176720.08072,761.93127,1.19401,74.15465,0.40536,277.22884,1e-05,0.01954,291309.30658,0.0
0.0012,166.79465,3176792.64708,761.94867,1.19397,74.15213,0.40537,277.21641,1e-05,0.01954,291315.96101,0.0
0.0013,166.79715,3176865.21122,761.96608,1.19393,74.14961,0.40538,277.20398,1e-05,0.01954,291322.61523,0.0
0.0014,166.79966,3176937.77314,761.98348,1.19389,74.14709,0.40539,277.19155,1e-05,0.01954,291329.26925,0.0
0.0015,166.80217,3177010.33283,762.00089,1.19385,74.14457,0.40539,277.17912,1e-05,0.01954,291335.92307,0.0
0.0016,166.80467,3177082.89031,762.01829,1.19381,74.14206,0.4054,277.16669,1e-05,0.01953,291342.57668,0.0
0.0017,166.80718,3177155.44556,762.03569,1.19377,74.13954,0.40541,277.15427,1e-05,0.01953,291349.23009,0.0
0.0018,166.80968,3177227.99859,762.05309,1.19373,74.13702,0.40542,277.14184,1e-05,0.01953,291355.8833,0.0
0.0019,166.81219,3177300.5494,762.07049,1.19369,74.1345,0.40543,277.12941,1e-05,0.01953,291362.5363,0.0
0.002,166.81469,3177373.09798,762.08789,1.19365,74.13198,0.40544,277.11699,1e-05,0.01953,291369.1891,0.0
0.0021,166.8172,3177445.64434,762.10529,1.19361,74.12947,0.40545,277.10456,2e-05,0.01953,291375.84169,0.0
0.0022,166.8197,3177518.18848,762.12269,1.19356,74.12695,0.40546,277.09214,2e-05,0.01953,291382.49408,0.0
0.0023,166.82221,3177590.7304,762.14009,1.19352,74.12443,0.40547,277.07972,2e-05,0.01953,291389.14627,0.0
0.0024,166.82471,3177663.27009,762.15749,1.19348,74.12191,0.40548,277.06729,2e-05,0.01953,291395.79825,0.0
0.0025,166.82721,3177735.80756,762.17489,1.19344,74.11939,0.40549,277.05487,2e-05,0.01953,291402.45003,0.0
0.0026,166.82972,3177808.3428,762.19229,1.1934,74.11687,0.4055,277.04245,2e-05,0.01953,291409.10161,0.0
0.0027,166.83222,3177880.87583,762.20968,1.19336,74.11436,0.40551,277.03003,2e-05,0.01953,291415.75298,0.0
0.0028,166.83473,3177953.40662,762.22708,1.19332,74.11184,0.40552,277.01761,2e-05,0.01953,291422.40415,0.0
0.0029,166.83723,3178025.9352,762.24448,1.19328,74.10932,0.40552,277.00519,2e-05,0.01952,291429.05511,0.0
0.003,166.83974,3178098.46155,762.26187,1.19324,74.1068,0.40553,276.99278,2e-05,0.01952,291435.70587,0.0
0.0031,166.84224,3178170.98567,762.27927,1.1932,74.10428,0.40554,276.98036,2e-05,0.01952,291442.35642,0.0
0.0032,166.84474,3178243.50757,762.29666,1.19316,74.10176,0.40555,276.96794,2e-05,0.01952,291449.00677,0.0
0.0033,166.84725,3178316.02725,762.31405,1.19312,74.09924,0.40556,276.95553,2e-05,0.01952,291455.65692,0.0
0.0034,166.84975,3178388.5447,762.33145,1.19308,74.09672,0.40557,276.94311,3e-05,0.01952,291462.30686,0.0
0.0035,166.85225,3178461.05993,762.34884,1.19304,74.09421,0.40558,276.9307,3e-05,0.01952,291468.9566,0.0
0.0036,166.85476,3178533.57293,762.36623,1.193,74.09169,0.40559,276.91829,3e-05,0.01952,291475.60614,0.0
0.0037,166.85726,3178606.0837,762.38362,1.19296,74.08917,0.4056,276.90588,3e-05,0.01952,291482.25547,0.0
0.0038,166.85976,3178678.59225,762.40102,1.19292,74.08665,0.40561,276.89346,3e-05,0.01952,291488.9046,0.0
0.0039,166.86227,3178751.09857,762.41841,1.19288,74.08413,0.40562,276.88105,3e-05,0.01952,291495.55352,0.0
0.004,166.86477,3178823.60267,762.4358,1.19283,74.08161,0.40563,276.86864,3e-05,0.01952,291502.20224,0.0
0.0041,166.86727,3178896.10454,762.45319,1.19279,74.07909,0.40564,276.85623,3e-05,0.01952,291508.85075,0.0
0.0042,166.86978,3178968.60419,762.47057,1.19275,74.07657,0.40564,276.84383,3e-05,0.01952,291515.49906,0.0
0.0043,166.87228,3179041.10161,762.48796,1.19271,74.07405,0.40565,276.83142,3e-05,0.01951,291522.14717,0.0
0.0044,166.87478,3179113.5968,762.50535,1.19267,74.07153,0.40566,276.81901,3e-05,0.01951,291528.79507,0.0
0.0045,166.87728,3179186.08976,762.52274,1.19263,74.06901,0.40567,276.80661,3e-05,0.01951,291535.44277,0.0
0.0046,166.87979,3179258.5805,762.54012,1.19259,74.06649,0.40568,276.7942,3e-05,0.01951,291542.09026,0.0
0.0047,166.88229,3179331.06901,762.55751,1.19255,74.06397,0.40569,276.7818,3e-05,0.01951,291548.73755,0.0
0.0048,166.88479,3179403.55529,762.5749,1.19251,74.06145,0.4057,276.76939,4e-05,0.01951,291555.38464,0.0
0.0049,166.88729,3179476.03935,762.59228,1.19247,74.05893,0.40571,276.75699,4e-05,0.01951,291562.03152,0.0
0.005,166.8898,3179548.52118,762.60967,1.19243,74.05641,0.40572,276.74459,4e-05,0.01951,291568.6782,0.0
0.0051,166.8923,3179621.00078,762.62705,1.19239,74.05389,0.40573,276.73219,4e-05,0.01951,291575.32467,0.0
0.0052,166.8948,3179693.47815,762.64443,1.19235,74.05137,0.40574,276.71978,4e-05,0.01951,291581.97094,0.0
0.0053,166.8973,3179765.95329,762.66182,1.19231,74.04885,0.40575,276.70739,4e-05,0.01951,291588.617,0.0
0.0054,166.8998,3179838.42621,762.6792,1.19227,74.04633,0.40576,276.69499,4e-05,0.01951,291595.26286,0.0
0.0055,166.9023,3179910.8969,762.69658,1.19223,74.04381,0.40576,276.68259,4e-05,0.01951,291601.90851,0.0
0.0056,166.90481,3179983.36535,762.71396,1.19219,74.04129,0.40577,276.67019,4e-05,0.0195,291608.55396,0.0
0.0057,166.90731,3180055.83158,762.73134,1.19214,74.03877,0.40578,276.65779,4e-05,0.0195,291615.19921,0.0
0.0058,166.90981,3180128.29558,762.74872,1.1921,74.03625,0.40579,276.6454,4e-05,0.0195,291621.84425,0.0
0.0059,166.91231,3180200.75735,762.7661,1.19206,74.03373,0.4058,276.633,4e-05,0.0195,291628.48909,0.0
0.006,166.91481,3180273.2169,762.78348,1.19202,74.03121,0.40581,276.62061,4e-05,0.0195,291635.13372,0.0
0.0061,166.91731,3180345.67421,762.80086,1.19198,74.02869,0.40582,276.60821,5e-05,0.0195,291641.77815,0.0
0.0062,166.91981,3180418.12929,762.81824,1.19194,74.02617,0.40583,276.59582,5e-05,0.0195,291648.42238,0.0
0.0063,166.92231,3180490.58214,762.83562,1.1919,74.02365,0.40584,276.58343,5e-05,0.0195,291655.06639,0.0
0.0064,166.92481,3180563.03276,762.853,1.19186,74.02113,0.40585,276.57104,5e-05,0.0195,291661.71021,0.0
0.0065,166.92732,3180635.48115,762.87037,1.19182,74.01861,0.40586,276.55865,5e-05,0.0195,291668.35382,0.0
0.0066,166.92982,3180707.92731,762.88775,1.19178,74.01609,0.40587,276.54626,5e-05,0.0195,291674.99723,0.0
0.0067,166.93232,3180780.37124,762.90512,1.19174,74.01357,0.40588,276.53387,5e-05,0.0195,291681.64043,0.0
0.0068,166.93482,3180852.81294,762.9225,1.1917,74.01105,0.40589,276.52148,5e-05,0.0195,291688.28342,0.0
0.0069,166.93732,3180925.25241,762.93987,1.19166,74.00852,0.40589,276.50909,5e-05,0.0195,291694.92622,0.0
0.007,166.93982,3180997.68965,762.95725,1.19162,74.006,0.4059,276.4967,5e-05,0.01949,291701.5688,0.0
0.0071,166.94232,3181070.12465,762.97462,1.19158,74.00348,0.40591,276.48432,5e-05,0.01949,291708.21119,0.0
0.0072,166.94482,3181142.55743,762.99199,1.19154,74.00096,0.40592,276.47193,5e-05,0.01949,291714.85337,0.0
0.0073,166.94732,3181214.98797,763.00937,1.1915,73.99844,0.40593,276.45955,5e-05,0.01949,291721.49534,0.0
0.0074,166.94982,3181287.41628,763.02674,1.19145,73.99592,0.40594,276.44716,5e-05,0.01949,291728.13711,0.0
0.0075,166.95232,3181359.84236,763.04411,1.19141,73.9934,0.40595,276.43478,6e-05,0.01949,291734.77867,0.0
0.0076,166.95482,3181432.2662,763.06148,1.19137,73.99088,0.40596,276.4224,6e-05,0.01949,291741.42003,0.0
0.0077,166.95732,3181504.68782,763.07885,1.19133,73.98835,0.40597,276.41002,6e-05,0.01949,291748.06119,0.0
0.0078,166.95981,3181577.1072,763.09622,1.19129,73.98583,0.40598,276.39764,6e-05,0.01949,291754.70214,0.0
0.0079,166.96231,3181649.52435,763.11359,1.19125,73.98331,0.40599,276.38526,6e-05,0.01949,291761.34288,0.0
0.008,166.96481,3181721.93926,763.13096,1.19121,73.98079,0.406,276.37288,6e-05,0.01949,291767.98342,0.0
