Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flux(G1;kg/(m^2*s)),Regression Depth(G1;m),Web(G1;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,431.53181,27166378.59528,0,1.45796,66.0965,0,0,0,0.02095,0,0
0.0001,431.54258,27167589.91792,3940.53691,1.45796,66.08716,0.0,672.64657,0.0,0.02095,463165.57668,0.0
0.0002,431.55334,27168800.89058,3940.71255,1.45775,66.07783,2.05916,672.54994,1e-05,0.02095,463186.2219,0.0
0.0003,431.5641,27170011.51319,3940.88815,1.45755,66.06849,2.05925,672.45333,1e-05,0.02095,463206.86115,0.0
0.0004,431.57486,27171221.78572,3941.06369,1.45734,66.05915,2.05935,672.35673,1e-05,0.02094,463227.49443,0.0
0.0005,431.58561,27172431.7081,3941.23919,1.45713,66.04982,2.05944,672.26015,2e-05,0.02094,463248.12175,0.0
0.0006,431.59636,27173641.28029,3941.41463,1.45693,66.04048,2.05953,672.16358,2e-05,0.02094,463268.74309,0.0
0.0007,431.60711,27174850.50222,3941.59002,1.45672,66.03114,2.05962,672.06703,2e-05,0.02093,463289.35846,0.0
0.0008,431.61785,27176059.37385,3941.76536,1.45652,66.0218,2.05971,671.97049,2e-05,0.02093,463309.96786,0.0
0.0009,431.62859,27177267.89513,3941.94065,1.45631,66.01246,2.0598,671.87397,3e-05,0.02093,463330.57129,0.0
0.001,431.63932,27178476.06599,3942.11589,1.4561,66.00313,2.0599,671.77746,3e-05,0.02092,463351.16874,0.0
0.0011,431.65006,27179683.8864,3942.29108,1.4559,65.99379,2.05999,671.68097,3e-05,0.02092,463371.76022,0.0
0.0012,431.66079,27180891.35629,3942.46622,1.45569,65.98445,2.06008,671.58449,4e-05,0.02092,463392.34572,0.0
0.0013,431.67151,27182098.47561,3942.64131,1.45549,65.97511,2.06017,671.48803,4e-05,0.02092,463412.92525,0.0
