Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flux(G1;kg/(m^2*s)),Regression Depth(G1;m),Web(G1;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,96.67249,3480470.728,0,0.66595,79.75028,0,0,0,0.02032,0,0
0.0001,96.67523,3480621.82035,1080.36446,0.66595,79.7445,0.0,459.78204,0.0,0.02032,65828.44418,0.0
0.0002,96.67797,3480772.89279,1080.41135,0.66591,79.73872,0.48261,459.7234,0.0,0.02032,65831.30139,0.0
0.0003,96.68071,3480923.94531,1080.45824,0.66586,79.73294,0.48263,459.66477,0.0,0.02031,65834.15822,0.0
0.0004,96.68345,3481074.97791,1080.50512,0.66581,79.72716,0.48265,459.60615,1e-05,0.02031,65837.01467,0.0
0.0005,96.68619,3481225.99058,1080.55199,0.66576,79.72138,0.48267,459.54754,1e-05,0.02031,65839.87075,0.0
0.0006,96.68893,3481376.98333,1080.59886,0.66571,79.7156,0.48269,459.48894,1e-05,0.02031,65842.72645,0.0
0.0007,96.69167,3481527.95614,1080.64572,0.66566,79.70982,0.48272,459.43035,1e-05,0.02031,65845.58178,0.0
0.0008,96.69441,3481678.90903,1080.69258,0.66562,79.70404,0.48274,459.37178,1e-05,0.02031,65848.43673,0.0
0.0009,96.69715,3481829.84198,1080.73942,0.66557,79.69826,0.48276,459.31321,1e-05,0.0203,65851.2913,0.0
0.001,96.69989,3481980.755,1080.78627,0.66552,79.69247,0.48278,459.25465,2e-05,0.0203,65854.14549,0.0
0.0011,96.70262,3482131.64807,1080.8331,0.66547,79.68669,0.4828,459.1961,2e-05,0.0203,65856.99931,0.0
0.0012,96.70536,3482282.52121,1080.87993,0.66542,79.68091,0.48282,459.13756,2e-05,0.0203,65859.85275,0.0
0.0013,96.7081,3482433.3744,1080.92676,0.66537,79.67513,0.48284,459.07903,2e-05,0.0203,65862.70581,0.0
0.0014,96.71083,3482584.20764,1080.97358,0.66533,79.66934,0.48286,459.02052,2e-05,0.0203,65865.55849,0.0
0.0015,96.71357,3482735.02094,1081.02039,0.66528,79.66356,0.48288,458.96201,2e-05,0.02029,65868.4108,0.0
0.0016,96.71631,3482885.81428,1081.06719,0.66523,79.65778,0.4829,458.90351,2e-05,0.02029,65871.26273,0.0
0.0017,96.71904,3483036.58767,1081.11399,0.66518,79.65199,0.48292,458.84503,3e-05,0.02029,65874.11429,0.0
0.0018,96.72178,3483187.34111,1081.16078,0.66513,79.64621,0.48295,458.78655,3e-05,0.02029,65876.96546,0.0
0.0019,96.72451,3483338.07458,1081.20757,0.66508,79.64043,0.48297,458.72808,3e-05,0.02029,65879.81626,0.0
0.002,96.72724,3483488.78809,1081.25435,0.66504,79.63464,0.48299,458.66963,3e-05,0.02029,65882.66668,0.0
0.0021,96.72998,3483639.48164,1081.30113,0.66499,79.62886,0.48301,458.61118,3e-05,0.02029,65885.51672,0.0
0.0022,96.73271,3483790.15522,1081.34789,0.66494,79.62307,0.48303,458.55275,3e-05,0.02028,65888.36639,0.0
0.0023,96.73544,3483940.80884,1081.39466,0.66489,79.61729,0.48305,458.49432,4e-05,0.02028,65891.21568,0.0
0.0024,96.73817,3484091.44248,1081.44141,0.66484,79.6115,0.48307,458.43591,4e-05,0.02028,65894.06459,0.0
0.0025,96.74091,3484242.05615,1081.48816,0.66479,79.60572,0.48309,458.3775,4e-05,0.02028,65896.91312,0.0
0.0026,96.74364,3484392.64984,1081.53491,0.66475,79.59993,0.48311,458.31911,4e-05,0.02028,65899.76127,0.0
0.0027,96.74637,3484543.22355,1081.58164,0.6647,79.59415,0.48313,458.26072,4e-05,0.02028,65902.60905,0.0
0.0028,96.7491,3484693.77728,1081.62837,0.66465,79.58836,0.48315,458.20235,4e-05,0.02027,65905.45645,0.0
0.0029,96.75183,3484844.31103,1081.6751,0.6646,79.58257,0.48318,458.14399,5e-05,0.02027,65908.30347,0.0
0.003,96.75456,3484994.82479,1081.72182,0.66455,79.57679,0.4832,458.08563,5e-05,0.02027,65911.15011,0.0
0.0031,96.75729,3485145.31857,1081.76853,0.66451,79.571,0.48322,458.02729,5e-05,0.02027,65913.99638,0.0
0.0032,96.76002,3485295.79235,1081.81524,0.66446,79.56521,0.48324,457.96895,5e-05,0.02027,65916.84226,0.0
0.0033,96.76275,3485446.24613,1081.86194,0.66441,79.55943,0.48326,457.91063,5e-05,0.02027,65919.68777,0.0
0.0034,96.76547,3485596.67992,1081.90863,0.66436,79.55364,0.48328,457.85232,5e-05,0.02027,65922.5329,0.0
0.0035,96.7682,3485747.09371,1081.95532,0.66431,79.54785,0.4833,457.79402,5e-05,0.02026,65925.37765,0.0
