Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Web(G1;m),Web(G2;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,154.52298,7000465.95267,0,3.48433,1.08841,82.67185,0,0,0,0,0,0,0.03821,0.02039,0,0
0.0001,154.52653,7000724.69967,5092.44473,3.48433,1.08841,82.66791,0.0,0.0,568.84248,629.35932,0.0,0.0,0.03821,0.02039,253861.95142,0.0
0.0002,154.53008,7000983.42573,5092.63293,3.48419,1.08834,82.66397,1.43182,2.18159,568.79386,2024.46424,0.0,0.0,0.03821,0.02039,253871.33341,0.0
0.0003,154.53363,7001242.13085,5092.82112,3.48404,1.08826,82.66002,1.43187,2.18167,568.74525,2024.19079,0.0,0.0,0.03821,0.02039,253880.71463,0.0
0.0004,154.53718,7001500.81501,5093.00929,3.4839,1.08819,82.65608,1.43191,2.18175,568.69664,2023.91738,1e-05,1e-05,0.03821,0.02038,253890.0951,0.0
0.0005,154.54072,7001759.47823,5093.19745,3.48376,1.08811,82.65213,1.43195,2.18183,568.64804,2023.64403,1e-05,1e-05,0.03821,0.02038,253899.47481,0.0
0.0006,154.54427,7002018.12049,5093.38559,3.48361,1.08804,82.64819,1.432,2.18191,568.59944,2023.37074,1e-05,1e-05,0.0382,0.02038,253908.85376,0.0
0.0007,154.54782,7002276.74179,5093.57371,3.48347,1.08796,82.64424,1.43204,2.18199,568.55084,2023.0975,1e-05,1e-05,0.0382,0.02038,253918.23194,0.0
0.0008,154.55136,7002535.34214,5093.76182,3.48333,1.08789,82.6403,1.43208,2.18208,568.50226,2022.82431,1e-05,1e-05,0.0382,0.02038,253927.60937,0.0
0.0009,154.55491,7002793.92152,5093.94992,3.48318,1.08781,82.63635,1.43213,2.18216,568.45368,2022.55118,1e-05,1e-05,0.0382,0.02038,253936.98604,0.0
0.001,154.55846,7003052.47995,5094.138,3.48304,1.08774,82.63241,1.43217,2.18224,568.4051,2022.2781,2e-05,2e-05,0.0382,0.02038,253946.36195,0.0
0.0011,154.562,7003311.0174,5094.32606,3.4829,1.08766,82.62846,1.43221,2.18232,568.35653,2022.00508,2e-05,2e-05,0.0382,0.02037,253955.73709,0.0
0.0012,154.56555,7003569.53389,5094.51411,3.48275,1.08759,82.62452,1.43226,2.1824,568.30796,2021.73211,2e-05,2e-05,0.03819,0.02037,253965.11148,0.0
0.0013,154.56909,7003828.0294,5094.70215,3.48261,1.08751,82.62057,1.4323,2.18248,568.2594,2021.4592,2e-05,2e-05,0.03819,0.02037,253974.48511,0.0
0.0014,154.57264,7004086.50394,5094.89016,3.48247,1.08744,82.61662,1.43234,2.18256,568.21085,2021.18633,2e-05,2e-05,0.03819,0.02037,253983.85797,0.0
0.0015,154.57618,7004344.9575,5095.07817,3.48232,1.08736,82.61268,1.43239,2.18264,568.1623,2020.91353,2e-05,2e-05,0.03819,0.02037,253993.23008,0.0
