Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Propellant Mass(G3;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flow(G3;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Mass Flux(G3;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Regression Depth(G3;m),Web(G1;m),Web(G2;m),Web(G3;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,442.87661,3797211787.92399,0,1.32561,3.57499,0.61656,85.34212,0,0,0,0,0,0,0,0,0,0.02693,0.04115,0.01846,0,0
0.0001,445.20267,3836469852.49459,1156829.30049,1.32561,3.57499,0.61656,84.46527,0.0,0.0,0.0,133429.83054,138448.99897,89698.25195,0.00035,0.00035,0.00035,0.02658,0.04079,0.01811,168663764.27091,0.0
0.0002,447.47494,3875011503.92178,1168450.95096,1.30972,3.54581,0.60496,83.57942,158.9458,450.78994,566.85991,130141.96524,230174.59512,487666.09232,0.00071,0.00071,0.00071,0.02622,0.04044,0.01776,170358181.34204,0.0
0.0003,449.69218,3912801969.12411,1179846.09261,1.29363,3.51634,0.59324,82.68475,160.83744,455.48244,572.67817,126963.76093,225914.6044,474889.90786,0.00106,0.00106,0.00106,0.02586,0.04008,0.0174,172019573.8095,0.0
0.0004,451.85317,3949806756.48635,1191004.32503,1.27736,3.4866,0.58141,81.78141,162.69816,460.10096,578.38845,123889.45468,221739.92378,462549.94977,0.00142,0.00142,0.00142,0.02551,0.03972,0.01704,173646425.30906,0.0
0.0005,453.95669,3985991712.16643,1201915.34964,1.26091,3.45659,0.56948,80.8696,164.52629,464.64168,583.98557,120913.69224,217647.76791,450624.12392,0.00178,0.00178,0.00178,0.02515,0.03936,0.01668,175237234.32611,0.0
0.0006,456.00157,4021323076.725,1212568.98679,1.24428,3.42631,0.55744,79.9495,166.32015,469.10081,589.46441,118031.49358,213635.49513,439091.8134,0.00214,0.00214,0.00214,0.02478,0.039,0.01632,176790516.68526,0.0
0.0007,457.98665,4055767541.93931,1222955.19289,1.22747,3.39577,0.5453,79.02132,168.07807,473.47458,594.81991,115238.22187,209700.59914,427933.7617,0.00251,0.00251,0.00251,0.02442,0.03864,0.01596,178304808.04808,0.0
0.0008,459.9108,4089292307.65999,1233064.07756,1.21049,3.36498,0.53308,78.08526,169.79842,477.75926,600.04705,112529.55532,205840.70108,417131.96657,0.00287,0.00287,0.00287,0.02406,0.03828,0.01559,179778666.41271,0.0
0.0009,461.77291,4121865138.56616,1242885.92072,1.19334,3.33393,0.52076,77.14153,171.47957,481.95116,605.14089,109901.46178,202053.54223,406669.58339,0.00324,0.00324,0.00324,0.02369,0.03791,0.01523,181210674.609,0.0
0.001,463.5719,4153454420.6717,1252411.18966,1.17603,3.30264,0.50835,76.19036,173.11991,486.04665,610.09657,107350.17573,198336.97708,396530.83713,0.00361,0.00361,0.00361,0.02332,0.03754,0.01486,182599442.78271,0.0
0.0011,465.30675,4184029217.43372,1261630.55593,1.15856,3.2711,0.49586,75.23198,174.71789,490.04215,614.90931,104872.17725,194688.96687,386700.94205,0.00397,0.00397,0.00397,0.02295,0.03717,0.01449,183943610.86221,0.0
0.0012,466.97641,4213559325.31282,1270534.91211,1.14093,3.23934,0.4833,74.26661,176.27194,493.93412,619.57443,102464.17307,191107.57357,377166.0282,0.00434,0.00434,0.00434,0.02258,0.0368,0.01412,185241851.00112,0.0
0.0013,468.57993,4242015328.63363,1279115.38835,1.12315,3.20734,0.47066,73.2945,177.78055,497.71911,624.08735,100123.07918,187590.95413,367913.07436,0.00472,0.00472,0.00472,0.02221,0.03643,0.01375,186492869.99012,0.0
0.0014,470.11634,4269368653.59393,1287363.36866,1.10523,3.17513,0.45796,72.31591,179.24223,501.39373,628.44361,97846.00506,184137.35517,358929.8465,0.00509,0.00509,0.00509,0.02184,0.03606,0.01338,187695411.63139,0.0
0.0015,471.58473,4295591621.27092,1295270.50686,1.08716,3.1427,0.44519,71.33108,180.65554,504.95468,632.63886,95630.23917,180745.10796,350204.84137,0.00546,0.00546,0.00546,0.02147,0.03568,0.013,188848259.06896,0.0
0.0016,472.98422,4320657499.47391,1302828.74229,1.06896,3.11006,0.43236,70.34028,182.01907,508.39872,636.66886,93473.23584,177412.62363,341727.23476,0.00584,0.00584,0.00584,0.02109,0.03531,0.01263,189950237.06827,0.0
0.0017,474.31397,4344540553.29427,1310030.31496,1.05063,3.07722,0.41948,69.34377,183.33146,511.72272,640.52955,91372.60312,174138.3888,333486.8339,0.00621,0.00621,0.00621,0.02072,0.03493,0.01225,191000214.23856,0.0
0.0018,475.57317,4367216094.20527,1316867.78043,1.03217,3.04419,0.40655,68.34184,184.59137,514.92365,644.21698,89326.09172,170920.9613,325474.03369,0.00659,0.00659,0.00659,0.02034,0.03456,0.01187,191997105.19144,0.0
0.0019,476.76106,4388660527.56741,1323334.02408,1.01359,3.01097,0.39358,67.33475,185.79753,517.99855,647.72735,87331.58484,167758.96628,317679.77638,0.00697,0.00697,0.00697,0.01996,0.03418,0.0115,192939872.62936,0.0
0.002,477.8769,4408851398.39763,1329422.27497,0.99489,2.97757,0.38057,66.3228,186.94871,520.9446,651.05703,85387.08884,164651.09245,310095.51444,0.00735,0.00735,0.00735,0.01958,0.0338,0.01112,193827529.35783,0.0
0.0021,478.92003,4427767435.26496,1335126.11901,0.97609,2.944,0.36753,65.30627,188.04374,523.75906,654.20254,83490.72464,161596.08853,302713.17619,0.00773,0.00773,0.00773,0.0192,0.03342,0.01074,194659140.21516,0.0
0.0022,479.88978,4445388592.17943,1340439.51164,0.95718,2.91026,0.35445,64.28546,189.08149,526.43933,657.1606,81640.71982,158592.75999,295525.13419,0.00811,0.00811,0.00811,0.01882,0.03304,0.01036,195433823.91404,0.0
0.0023,480.78555,4461696088.34579,1345356.78979,0.93818,2.87637,0.34136,63.26068,190.06089,528.98291,659.92808,79835.40128,155639.96586,288524.17589,0.00849,0.00849,0.00849,0.01844,0.03266,0.00998,196150754.7893,0.0
0.0024,481.60679,4476672445.6596,1349872.6832,0.91908,2.84233,0.32825,62.23221,190.98094,531.38744,662.50204,78073.18858,152736.61577,281703.47654,0.00887,0.00887,0.00887,0.01806,0.03228,0.00959,196809164.44629,0.0
0.0025,482.35299,4490301523.82878,1353982.32503,0.89989,2.80815,0.31512,61.20037,191.84068,533.65069,664.87973,76352.58767,149881.66715,275056.57409,0.00925,0.00925,0.00925,0.01767,0.03189,0.00921,197408343.30496,0.0
0.0026,483.02366,4502568553.01063,1357681.26164,0.88063,2.77383,0.302,60.16547,192.63923,535.77055,667.05861,74672.18516,147074.12256,268577.34587,0.00964,0.00964,0.00964,0.01729,0.03151,0.00883,197947642.03473,0.0
0.0027,483.61838,4513460163.86121,1360965.46171,0.86129,2.7394,0.28887,59.12783,193.37576,537.74506,669.03632,73030.64298,144313.02721,262259.98701,0.01002,0.01002,0.01002,0.01691,0.03113,0.00844,198426472.87549,0.0
0.0028,484.13677,4522964414.90154,1363831.32447,0.84189,2.70485,0.27574,58.08776,194.0495,539.57239,670.81072,71426.69351,141597.46653,256098.99034,0.01041,0.01041,0.01041,0.01652,0.03074,0.00806,198844310.84077,0.0
0.0029,484.57849,4531070817.11302,1366275.68712,0.82242,2.67019,0.26263,57.04559,194.65977,541.25087,672.37987,69859.13494,138926.56397,250089.12782,0.01079,0.01079,0.01079,0.01614,0.03036,0.00767,199200694.79901,0.0
0.003,484.94327,4537770355.68288,1368295.83137,0.8029,2.63543,0.24953,56.00163,195.20593,542.77895,673.74204,68326.82706,136299.47883,244225.4331,0.01117,0.01117,0.01117,0.01575,0.02997,0.00729,199495228.42954,0.0
