Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Web(G1;m),Web(G2;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,225.68432,12184298.55152,0,0.77245,0.46102,60.86797,0,0,0,0,0,0,0.01489,0.01016,0,0
0.0001,225.69181,12184959.11473,3662.40907,0.77245,0.46102,60.86051,0.0,0.0,351.28849,832.79524,0.0,0.0,0.01489,0.01015,236474.02863,0.0
0.0002,225.69929,12185619.62107,3662.6076,0.77236,0.46096,60.85304,0.86782,1.51295,351.25932,2026.87856,0.0,0.0,0.01489,0.01015,236486.84711,0.0
0.0003,225.70678,12186280.07053,3662.80611,0.77227,0.46089,60.84557,0.86785,1.51303,351.23015,2026.55453,0.0,0.0,0.01489,0.01015,236499.66448,0.0
0.0004,225.71426,12186940.4631,3663.0046,0.77219,0.46083,60.83811,0.86788,1.51311,351.20098,2026.23058,1e-05,1e-05,0.01489,0.01015,236512.48075,0.0
0.0005,225.72174,12187600.79876,3663.20308,0.7721,0.46076,60.83064,0.8679,1.51319,351.17181,2025.90671,1e-05,1e-05,0.01488,0.01015,236525.29591,0.0
0.0006,225.72922,12188261.07751,3663.40154,0.77201,0.4607,60.82317,0.86793,1.51328,351.14265,2025.58291,1e-05,1e-05,0.01488,0.01015,236538.10997,0.0
0.0007,225.7367,12188921.29932,3663.59998,0.77193,0.46063,60.8157,0.86796,1.51336,351.11349,2025.25919,1e-05,1e-05,0.01488,0.01014,236550.92292,0.0
0.0008,225.74418,12189581.4642,3663.7984,0.77184,0.46057,60.80823,0.86798,1.51344,351.08433,2024.93555,1e-05,1e-05,0.01488,0.01014,236563.73477,0.0
0.0009,225.75166,12190241.57213,3663.99681,0.77175,0.46051,60.80077,0.86801,1.51352,351.05517,2024.61197,1e-05,1e-05,0.01488,0.01014,236576.54551,0.0
0.001,225.75914,12190901.6231,3664.1952,0.77167,0.46044,60.7933,0.86804,1.5136,351.02601,2024.28848,2e-05,2e-05,0.01488,0.01014,236589.35515,0.0
0.0011,225.76661,12191561.6171,3664.39357,0.77158,0.46038,60.78583,0.86806,1.51369,350.99686,2023.96506,2e-05,2e-05,0.01487,0.01014,236602.16368,0.0
0.0012,225.77409,12192221.5541,3664.59193,0.77149,0.46031,60.77836,0.86809,1.51377,350.96771,2023.64171,2e-05,2e-05,0.01487,0.01014,236614.97111,0.0
0.0013,225.78157,12192881.43411,3664.79027,0.77141,0.46025,60.77088,0.86811,1.51385,350.93856,2023.31844,2e-05,2e-05,0.01487,0.01013,236627.77743,0.0
0.0014,225.78904,12193541.25712,3664.98859,0.77132,0.46018,60.76341,0.86814,1.51393,350.90941,2022.99525,2e-05,2e-05,0.01487,0.01013,236640.58264,0.0
0.0015,225.79651,12194201.0231,3665.18689,0.77123,0.46012,60.75594,0.86817,1.51401,350.88027,2022.67213,2e-05,2e-05,0.01487,0.01013,236653.38675,0.0
0.0016,225.80399,12194860.73205,3665.38518,0.77114,0.46005,60.74847,0.86819,1.5141,350.85112,2022.34908,3e-05,3e-05,0.01487,0.01013,236666.18975,0.0
0.0017,225.81146,12195520.38395,3665.58345,0.77106,0.45999,60.741,0.86822,1.51418,350.82198,2022.02611,3e-05,3e-05,0.01486,0.01013,236678.99164,0.0
0.0018,225.81893,12196179.9788,3665.7817,0.77097,0.45992,60.73352,0.86825,1.51426,350.79284,2021.70322,3e-05,3e-05,0.01486,0.01013,236691.79243,0.0
0.0019,225.8264,12196839.51659,3665.97994,0.77088,0.45986,60.72605,0.86827,1.51434,350.7637,2021.3804,3e-05,3e-05,0.01486,0.01012,236704.5921,0.0
0.002,225.83387,12197498.99729,3666.17816,0.7708,0.4598,60.71858,0.8683,1.51442,350.73457,2021.05765,3e-05,3e-05,0.01486,0.01012,236717.39068,0.0
0.0021,225.84134,12198158.42091,3666.37636,0.77071,0.45973,60.7111,0.86832,1.51451,350.70543,2020.73498,3e-05,3e-05,0.01486,0.01012,236730.18814,0.0
0.0022,225.84881,12198817.78742,3666.57454,0.77062,0.45967,60.70363,0.86835,1.51459,350.6763,2020.41239,4e-05,4e-05,0.01486,0.01012,236742.98449,0.0
0.0023,225.85628,12199477.09682,3666.77271,0.77054,0.4596,60.69615,0.86838,1.51467,350.64717,2020.08987,4e-05,4e-05,0.01485,0.01012,236755.77974,0.0
0.0024,225.86374,12200136.34909,3666.97086,0.77045,0.45954,60.68868,0.8684,1.51475,350.61804,2019.76742,4e-05,4e-05,0.01485,0.01012,236768.57388,0.0
0.0025,225.87121,12200795.54423,3667.169,0.77036,0.45947,60.6812,0.86843,1.51483,350.58892,2019.44505,4e-05,4e-05,0.01485,0.01011,236781.3669,0.0
0.0026,225.87867,12201454.68222,3667.36711,0.77028,0.45941,60.67373,0.86846,1.51491,350.55979,2019.12276,4e-05,4e-05,0.01485,0.01011,236794.15882,0.0
0.0027,225.88614,12202113.76305,3667.56521,0.77019,0.45934,60.66625,0.86848,1.515,350.53067,2018.80054,4e-05,4e-05,0.01485,0.01011,236806.94963,0.0
0.0028,225.8936,12202772.78671,3667.76329,0.7701,0.45928,60.65877,0.86851,1.51508,350.50155,2018.47839,5e-05,5e-05,0.01485,0.01011,236819.73933,0.0
0.0029,225.90106,12203431.75318,3667.96136,0.77002,0.45921,60.6513,0.86854,1.51516,350.47243,2018.15632,5e-05,5e-05,0.01484,0.01011,236832.52793,0.0
0.003,225.90852,12204090.66246,3668.1594,0.76993,0.45915,60.64382,0.86856,1.51524,350.44332,2017.83433,5e-05,5e-05,0.01484,0.01011,236845.31541,0.0
0.0031,225.91599,12204749.51453,3668.35743,0.76984,0.45908,60.63634,0.86859,1.51532,350.4142,2017.51241,5e-05,5e-05,0.01484,0.0101,236858.10178,0.0
0.0032,225.92345,12205408.30939,3668.55545,0.76976,0.45902,60.62886,0.86861,1.51541,350.38509,2017.19056,5e-05,5e-05,0.01484,0.0101,236870.88704,0.0
0.0033,225.93091,12206067.04701,3668.75344,0.76967,0.45895,60.62138,0.86864,1.51549,350.35598,2016.86879,5e-05,5e-05,0.01484,0.0101,236883.67119,0.0
0.0034,225.93836,12206725.7274,3668.95142,0.76958,0.45889,60.6139,0.86867,1.51557,350.32687,2016.54709,6e-05,6e-05,0.01484,0.0101,236896.45423,0.0
0.0035,225.94582,12207384.35053,3669.14938,0.76949,0.45883,60.60642,0.86869,1.51565,350.29777,2016.22547,6e-05,6e-05,0.01483,0.0101,236909.23615,0.0
0.0036,225.95328,12208042.91639,3669.34732,0.76941,0.45876,60.59894,0.86872,1.51573,350.26866,2015.90392,6e-05,6e-05,0.01483,0.0101,236922.01697,0.0
0.0037,225.96073,12208701.42498,3669.54525,0.76932,0.4587,60.59146,0.86875,1.51581,350.23956,2015.58245,6e-05,6e-05,0.01483,0.01009,236934.79667,0.0
0.0038,225.96819,12209359.87629,3669.74316,0.76923,0.45863,60.58398,0.86877,1.5159,350.21046,2015.26105,6e-05,6e-05,0.01483,0.01009,236947.57527,0.0
0.0039,225.97564,12210018.27029,3669.94105,0.76915,0.45857,60.5765,0.8688,1.51598,350.18136,2014.93973,6e-05,6e-05,0.01483,0.01009,236960.35275,0.0
0.004,225.9831,12210676.60698,3670.13893,0.76906,0.4585,60.56902,0.86882,1.51606,350.15227,2014.61848,7e-05,7e-05,0.01483,0.01009,236973.12912,0.0
0.0041,225.99055,12211334.88635,3670.33678,0.76897,0.45844,60.56154,0.86885,1.51614,350.12317,2014.2973,7e-05,7e-05,0.01482,0.01009,236985.90437,0.0
0.0042,225.998,12211993.10838,3670.53463,0.76889,0.45837,60.55406,0.86888,1.51622,350.09408,2013.9762,7e-05,7e-05,0.01482,0.01009,236998.67852,0.0
0.0043,226.00545,12212651.27307,3670.73245,0.7688,0.45831,60.54657,0.8689,1.51631,350.06499,2013.65518,7e-05,7e-05,0.01482,0.01008,237011.45155,0.0
0.0044,226.0129,12213309.3804,3670.93025,0.76871,0.45824,60.53909,0.86893,1.51639,350.0359,2013.33423,7e-05,7e-05,0.01482,0.01008,237024.22346,0.0
0.0045,226.02035,12213967.43037,3671.12804,0.76863,0.45818,60.53161,0.86895,1.51647,350.00682,2013.01335,7e-05,7e-05,0.01482,0.01008,237036.99427,0.0
0.0046,226.0278,12214625.42295,3671.32581,0.76854,0.45811,60.52412,0.86898,1.51655,349.97773,2012.69255,8e-05,8e-05,0.01482,0.01008,237049.76396,0.0
0.0047,226.03525,12215283.35814,3671.52357,0.76845,0.45805,60.51664,0.86901,1.51663,349.94865,2012.37182,8e-05,8e-05,0.01481,0.01008,237062.53254,0.0
0.0048,226.0427,12215941.23592,3671.72131,0.76837,0.45798,60.50915,0.86903,1.51671,349.91957,2012.05116,8e-05,8e-05,0.01481,0.01008,237075.3,0.0
0.0049,226.05014,12216599.05629,3671.91903,0.76828,0.45792,60.50167,0.86906,1.5168,349.89049,2011.73059,8e-05,8e-05,0.01481,0.01007,237088.06635,0.0
0.005,226.05759,12217256.81923,3672.11673,0.76819,0.45785,60.49418,0.86909,1.51688,349.86142,2011.41008,8e-05,8e-05,0.01481,0.01007,237100.83158,0.0
0.0051,226.06503,12217914.52474,3672.31441,0.7681,0.45779,60.48669,0.86911,1.51696,349.83234,2011.08965,8e-05,8e-05,0.01481,0.01007,237113.5957,0.0
0.0052,226.07248,12218572.17279,3672.51208,0.76802,0.45772,60.47921,0.86914,1.51704,349.80327,2010.76929,9e-05,9e-05,0.01481,0.01007,237126.3587,0.0
0.0053,226.07992,12219229.76338,3672.70973,0.76793,0.45766,60.47172,0.86916,1.51712,349.7742,2010.44901,9e-05,9e-05,0.0148,0.01007,237139.12059,0.0
0.0054,226.08736,12219887.2965,3672.90737,0.76784,0.45759,60.46423,0.86919,1.5172,349.74513,2010.1288,9e-05,9e-05,0.0148,0.01007,237151.88137,0.0
0.0055,226.09481,12220544.77213,3673.10498,0.76776,0.45753,60.45675,0.86922,1.51729,349.71607,2009.80867,9e-05,9e-05,0.0148,0.01006,237164.64102,0.0
0.0056,226.10225,12221202.19027,3673.30258,0.76767,0.45747,60.44926,0.86924,1.51737,349.687,2009.48861,9e-05,9e-05,0.0148,0.01006,237177.39957,0.0
0.0057,226.10969,12221859.5509,3673.50016,0.76758,0.4574,60.44177,0.86927,1.51745,349.65794,2009.16862,9e-05,9e-05,0.0148,0.01006,237190.15699,0.0
0.0058,226.11713,12222516.854,3673.69773,0.7675,0.45734,60.43428,0.86929,1.51753,349.62888,2008.84871,0.0001,0.0001,0.0148,0.01006,237202.9133,0.0
0.0059,226.12456,12223174.09958,3673.89527,0.76741,0.45727,60.42679,0.86932,1.51761,349.59982,2008.52887,0.0001,0.0001,0.01479,0.01006,237215.6685,0.0
0.006,226.132,12223831.28761,3674.0928,0.76732,0.45721,60.4193,0.86935,1.51769,349.57077,2008.20911,0.0001,0.0001,0.01479,0.01006,237228.42257,0.0
0.0061,226.13944,12224488.41809,3674.29032,0.76724,0.45714,60.41181,0.86937,1.51778,349.54171,2007.88942,0.0001,0.0001,0.01479,0.01005,237241.17553,0.0
0.0062,226.14687,12225145.491,3674.48781,0.76715,0.45708,60.40432,0.8694,1.51786,349.51266,2007.5698,0.0001,0.0001,0.01479,0.01005,237253.92737,0.0
0.0063,226.15431,12225802.50633,3674.68529,0.76706,0.45701,60.39683,0.86943,1.51794,349.48361,2007.25026,0.0001,0.0001,0.01479,0.01005,237266.6781,0.0
0.0064,226.16174,12226459.46408,3674.88275,0.76697,0.45695,60.38934,0.86945,1.51802,349.45456,2006.93079,0.00011,0.00011,0.01479,0.01005,237279.42771,0.0
0.0065,226.16918,12227116.36422,3675.08019,0.76689,0.45688,60.38185,0.86948,1.5181,349.42552,2006.6114,0.00011,0.00011,0.01478,0.01005,237292.1762,0.0
0.0066,226.17661,12227773.20675,3675.27762,0.7668,0.45682,60.37435,0.8695,1.51818,349.39647,2006.29207,0.00011,0.00011,0.01478,0.01005,237304.92357,0.0
0.0067,226.18404,12228429.99165,3675.47503,0.76671,0.45675,60.36686,0.86953,1.51826,349.36743,2005.97283,0.00011,0.00011,0.01478,0.01004,237317.66982,0.0
0.0068,226.19147,12229086.71892,3675.67242,0.76663,0.45669,60.35937,0.86956,1.51835,349.33839,2005.65366,0.00011,0.00011,0.01478,0.01004,237330.41496,0.0
0.0069,226.1989,12229743.38854,3675.86979,0.76654,0.45662,60.35188,0.86958,1.51843,349.30935,2005.33456,0.00011,0.00011,0.01478,0.01004,237343.15897,0.0
0.007,226.20633,12230400.0005,3676.06715,0.76645,0.45656,60.34438,0.86961,1.51851,349.28032,2005.01553,0.00012,0.00012,0.01478,0.01004,237355.90187,0.0
0.0071,226.21376,12231056.5548,3676.26449,0.76637,0.45649,60.33689,0.86963,1.51859,349.25128,2004.69658,0.00012,0.00012,0.01477,0.01004,237368.64365,0.0
0.0072,226.22119,12231713.0514,3676.46181,0.76628,0.45643,60.32939,0.86966,1.51867,349.22225,2004.3777,0.00012,0.00012,0.01477,0.01004,237381.3843,0.0
0.0073,226.22862,12232369.49032,3676.65911,0.76619,0.45636,60.3219,0.86969,1.51875,349.19322,2004.0589,0.00012,0.00012,0.01477,0.01003,237394.12384,0.0
0.0074,226.23604,12233025.87153,3676.8564,0.7661,0.4563,60.3144,0.86971,1.51884,349.16419,2003.74017,0.00012,0.00012,0.01477,0.01003,237406.86226,0.0
0.0075,226.24347,12233682.19502,3677.05367,0.76602,0.45623,60.30691,0.86974,1.51892,349.13517,2003.42151,0.00012,0.00012,0.01477,0.01003,237419.59956,0.0
0.0076,226.25089,12234338.46078,3677.25092,0.76593,0.45617,60.29941,0.86976,1.519,349.10614,2003.10293,0.00013,0.00013,0.01477,0.01003,237432.33574,0.0
0.0077,226.25832,12234994.66881,3677.44816,0.76584,0.4561,60.29191,0.86979,1.51908,349.07712,2002.78442,0.00013,0.00013,0.01476,0.01003,237445.07079,0.0
0.0078,226.26574,12235650.81908,3677.64538,0.76576,0.45604,60.28442,0.86982,1.51916,349.0481,2002.46598,0.00013,0.00013,0.01476,0.01003,237457.80473,0.0
0.0079,226.27316,12236306.91158,3677.84258,0.76567,0.45597,60.27692,0.86984,1.51924,349.01908,2002.14762,0.00013,0.00013,0.01476,0.01002,237470.53755,0.0
0.008,226.28058,12236962.94632,3678.03976,0.76558,0.45591,60.26942,0.86987,1.51932,348.99007,2001.82933,0.00013,0.00013,0.01476,0.01002,237483.26924,0.0
0.0081,226.288,12237618.92326,3678.23693,0.7655,0.45584,60.26192,0.86989,1.51941,348.96105,2001.51112,0.00013,0.00013,0.01476,0.01002,237495.99981,0.0
0.0082,226.29542,12238274.84241,3678.43407,0.76541,0.45578,60.25442,0.86992,1.51949,348.93204,2001.19297,0.00014,0.00014,0.01476,0.01002,237508.72927,0.0
0.0083,226.30284,12238930.70375,3678.6312,0.76532,0.45571,60.24693,0.86995,1.51957,348.90303,2000.87491,0.00014,0.00014,0.01475,0.01002,237521.45759,0.0
0.0084,226.31026,12239586.50726,3678.82832,0.76523,0.45565,60.23943,0.86997,1.51965,348.87402,2000.55691,0.00014,0.00014,0.01475,0.01002,237534.1848,0.0
0.0085,226.31768,12240242.25294,3679.02541,0.76515,0.45558,60.23193,0.87,1.51973,348.84502,2000.23899,0.00014,0.00014,0.01475,0.01001,237546.91089,0.0
0.0086,226.32509,12240897.94078,3679.22249,0.76506,0.45552,60.22443,0.87002,1.51981,348.81601,1999.92114,0.00014,0.00014,0.01475,0.01001,237559.63585,0.0
0.0087,226.33251,12241553.57076,3679.41955,0.76497,0.45545,60.21693,0.87005,1.51989,348.78701,1999.60337,0.00014,0.00014,0.01475,0.01001,237572.35969,0.0
0.0088,226.33993,12242209.14288,3679.6166,0.76489,0.45539,60.20942,0.87008,1.51998,348.75801,1999.28567,0.00015,0.00015,0.01475,0.01001,237585.0824,0.0
0.0089,226.34734,12242864.65711,3679.81363,0.7648,0.45532,60.20192,0.8701,1.52006,348.72901,1998.96804,0.00015,0.00015,0.01474,0.01001,237597.804,0.0
0.009,226.35475,12243520.11345,3680.01063,0.76471,0.45526,60.19442,0.87013,1.52014,348.70002,1998.65048,0.00015,0.00015,0.01474,0.01001,237610.52447,0.0
0.0091,226.36217,12244175.51189,3680.20763,0.76463,0.45519,60.18692,0.87015,1.52022,348.67102,1998.333,0.00015,0.00015,0.01474,0.01,237623.24381,0.0
