Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flux(G1;kg/(m^2*s)),Regression Depth(G1;m),Web(G1;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,85.51719,334445093.2421,0,0.35013,51.41184,0,0,0,0.0101,0,0
0.0001,85.64431,335435515.61789,119409.73541,0.35013,50.65139,0.0,27707.55868,0.00015,0.00995,18929621.25129,0.0
0.0002,85.76825,336402543.7937,119753.98213,0.34495,49.88871,51.78825,27463.2206,0.00031,0.00979,18984193.52004,0.0
0.0003,85.88898,337345920.43848,120089.80929,0.33975,49.12384,51.94059,27220.7062,0.00046,0.00964,19037431.06273,0.0
0.0004,86.00649,338265393.6791,120417.12721,0.33454,48.35684,52.08931,26979.99799,0.00061,0.00949,19089319.66541,0.0
0.0005,86.12076,339160717.22686,120735.84823,0.32932,47.58776,52.23435,26741.07896,0.00076,0.00933,19139845.42929,0.0
0.0006,86.23178,340031650.50188,121045.88669,0.32408,46.81667,52.37569,26503.93246,0.00092,0.00918,19188994.77771,0.0
0.0007,86.33952,340877958.75488,121347.15904,0.31883,46.04361,52.51328,26268.54227,0.00107,0.00903,19236754.46309,0.0
0.0008,86.44397,341699413.18665,121639.58382,0.31357,45.26864,52.64709,26034.89255,0.00123,0.00887,19283111.57361,0.0
0.0009,86.54511,342495791.06479,121923.08174,0.30829,44.49182,52.77707,25802.96782,0.00138,0.00872,19328053.53981,0.0
0.001,86.64293,343266875.83787,122197.57572,0.303,43.7132,52.90321,25572.75297,0.00153,0.00857,19371568.14106,0.0
0.0011,86.73741,344012457.24676,122462.9909,0.2977,42.93285,53.02545,25344.23325,0.00169,0.00841,19413643.51181,0.0
0.0012,86.82854,344732331.43312,122719.25472,0.29238,42.15082,53.14377,25117.39425,0.00184,0.00826,19454268.14773,0.0
0.0013,86.9163,345426301.04492,122966.29692,0.28706,41.36716,53.25814,24892.22187,0.002,0.0081,19493430.91166,0.0
0.0014,87.00067,346094175.33895,123204.0496,0.28172,40.58195,53.36853,24668.70238,0.00215,0.00795,19531121.03939,0.0
