Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flux(G1;kg/(m^2*s)),Regression Depth(G1;m),Web(G1;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,389.09299,58973309.05838,0,0.48826,53.51754,0,0,0,0.00824,0,0
0.0001,389.17803,58996873.69865,6865.26525,0.48826,53.4851,0.0,2912.85567,1e-05,0.00823,1360770.89298,0.0
0.0002,389.26307,59020442.59814,6868.00788,0.48797,53.45264,2.9598,2912.2202,1e-05,0.00823,1361314.51284,0.0
0.0003,389.34811,59044015.75419,6870.75101,0.48767,53.42017,2.96099,2911.58487,2e-05,0.00822,1361858.23088,0.0
0.0004,389.43315,59067593.16418,6873.49463,0.48738,53.38769,2.96217,2910.94969,2e-05,0.00822,1362402.04704,0.0
0.0005,389.51819,59091174.82544,6876.23875,0.48708,53.3552,2.96335,2910.31465,3e-05,0.00821,1362945.96126,0.0
0.0006,389.60324,59114760.73533,6878.98336,0.48678,53.32269,2.96454,2909.67976,3e-05,0.0082,1363489.97347,0.0
0.0007,389.68828,59138350.8912,6881.72847,0.48649,53.29017,2.96572,2909.045,4e-05,0.0082,1364034.08361,0.0
0.0008,389.77332,59161945.29039,6884.47407,0.48619,53.25764,2.9669,2908.4104,5e-05,0.00819,1364578.29163,0.0
0.0009,389.85836,59185543.93024,6887.22016,0.48589,53.2251,2.96809,2907.77593,5e-05,0.00819,1365122.59746,0.0
0.001,389.9434,59209146.80809,6889.96675,0.4856,53.19254,2.96927,2907.14161,6e-05,0.00818,1365667.00104,0.0
0.0011,390.02844,59232753.92128,6892.71383,0.4853,53.15997,2.97046,2906.50743,6e-05,0.00818,1366211.5023,0.0
0.0012,390.11348,59256365.26714,6895.4614,0.485,53.12738,2.97164,2905.8734,7e-05,0.00817,1366756.1012,0.0
0.0013,390.19852,59279980.84301,6898.20946,0.4847,53.09478,2.97282,2905.23951,7e-05,0.00816,1367300.79766,0.0
0.0014,390.28356,59303600.64622,6900.95802,0.48441,53.06217,2.97401,2904.60576,8e-05,0.00816,1367845.59162,0.0
0.0015,390.36859,59327224.67408,6903.70707,0.48411,53.02955,2.97519,2903.97216,9e-05,0.00815,1368390.48303,0.0
0.0016,390.45363,59350852.92394,6906.45661,0.48381,52.99691,2.97638,2903.33869,9e-05,0.00815,1368935.47182,0.0
0.0017,390.53867,59374485.3931,6909.20664,0.48351,52.96426,2.97757,2902.70537,0.0001,0.00814,1369480.55792,0.0
0.0018,390.62371,59398122.0789,6911.95716,0.48322,52.9316,2.97875,2902.0722,0.0001,0.00813,1370025.74129,0.0
0.0019,390.70875,59421762.97864,6914.70817,0.48292,52.89893,2.97994,2901.43916,0.00011,0.00813,1370571.02185,0.0
0.002,390.79379,59445408.08964,6917.45967,0.48262,52.86624,2.98112,2900.80627,0.00011,0.00812,1371116.39954,0.0
0.0021,390.87883,59469057.40922,6920.21166,0.48232,52.83354,2.98231,2900.17352,0.00012,0.00812,1371661.8743,0.0
0.0022,390.96387,59492710.93468,6922.96414,0.48202,52.80082,2.9835,2899.54092,0.00013,0.00811,1372207.44607,0.0
0.0023,391.0489,59516368.66333,6925.71711,0.48172,52.76809,2.98468,2898.90845,0.00013,0.00811,1372753.11479,0.0
0.0024,391.13394,59540030.59248,6928.47057,0.48143,52.73535,2.98587,2898.27613,0.00014,0.0081,1373298.8804,0.0
0.0025,391.21898,59563696.71943,6931.22451,0.48113,52.7026,2.98706,2897.64395,0.00014,0.00809,1373844.74283,0.0
0.0026,391.30402,59587367.04148,6933.97895,0.48083,52.66983,2.98825,2897.01192,0.00015,0.00809,1374390.70201,0.0
0.0027,391.38906,59611041.55592,6936.73387,0.48053,52.63705,2.98943,2896.38002,0.00015,0.00808,1374936.7579,0.0
0.0028,391.47409,59634720.26006,6939.48928,0.48023,52.60426,2.99062,2895.74827,0.00016,0.00808,1375482.91042,0.0
0.0029,391.55913,59658403.15119,6942.24518,0.47993,52.57146,2.99181,2895.11666,0.00017,0.00807,1376029.15952,0.0
0.003,391.64417,59682090.22658,6945.00156,0.47963,52.53864,2.993,2894.48519,0.00017,0.00807,1376575.50512,0.0
0.0031,391.7292,59705781.48355,6947.75843,0.47933,52.50581,2.99419,2893.85386,0.00018,0.00806,1377121.94718,0.0
0.0032,391.81424,59729476.91936,6950.51579,0.47903,52.47296,2.99538,2893.22267,0.00018,0.00805,1377668.48562,0.0
0.0033,391.89927,59753176.5313,6953.27364,0.47873,52.4401,2.99656,2892.59163,0.00019,0.00805,1378215.12038,0.0
0.0034,391.98431,59776880.31666,6956.03196,0.47843,52.40723,2.99775,2891.96072,0.00019,0.00804,1378761.85141,0.0
0.0035,392.06934,59800588.2727,6958.79078,0.47813,52.37435,2.99894,2891.32996,0.0002,0.00804,1379308.67863,0.0
0.0036,392.15438,59824300.39671,6961.55008,0.47783,52.34145,3.00013,2890.69934,0.00021,0.00803,1379855.60199,0.0
0.0037,392.23941,59848016.68596,6964.30986,0.47753,52.30854,3.00132,2890.06886,0.00021,0.00803,1380402.62141,0.0
0.0038,392.32445,59871737.13772,6967.07013,0.47723,52.27562,3.00251,2889.43852,0.00022,0.00802,1380949.73685,0.0
0.0039,392.40948,59895461.74925,6969.83088,0.47693,52.24268,3.0037,2888.80833,0.00022,0.00801,1381496.94823,0.0
0.004,392.49451,59919190.51783,6972.59212,0.47663,52.20973,3.00489,2888.17827,0.00023,0.00801,1382044.2555,0.0
0.0041,392.57955,59942923.44071,6975.35384,0.47633,52.17677,3.00608,2887.54836,0.00024,0.008,1382591.65858,0.0
0.0042,392.66458,59966660.51516,6978.11604,0.47603,52.1438,3.00727,2886.91858,0.00024,0.008,1383139.15742,0.0
0.0043,392.74961,59990401.73844,6980.87872,0.47573,52.11081,3.00847,2886.28895,0.00025,0.00799,1383686.75196,0.0
0.0044,392.83464,60014147.10779,6983.64189,0.47543,52.07781,3.00966,2885.65946,0.00025,0.00799,1384234.44212,0.0
0.0045,392.91967,60037896.62048,6986.40554,0.47513,52.04479,3.01085,2885.0301,0.00026,0.00798,1384782.22785,0.0
0.0046,393.0047,60061650.27375,6989.16967,0.47483,52.01177,3.01204,2884.40089,0.00026,0.00797,1385330.10909,0.0
0.0047,393.08973,60085408.06485,6991.93429,0.47453,51.97872,3.01323,2883.77182,0.00027,0.00797,1385878.08576,0.0
0.0048,393.17476,60109169.99104,6994.69938,0.47422,51.94567,3.01442,2883.14289,0.00028,0.00796,1386426.15781,0.0
0.0049,393.25979,60132936.04954,6997.46496,0.47392,51.9126,3.01562,2882.5141,0.00028,0.00796,1386974.32517,0.0
0.005,393.34482,60156706.23761,7000.23101,0.47362,51.87952,3.01681,2881.88545,0.00029,0.00795,1387522.58779,0.0
0.0051,393.42985,60180480.55248,7002.99755,0.47332,51.84643,3.018,2881.25694,0.00029,0.00795,1388070.94558,0.0
0.0052,393.51488,60204258.99138,7005.76456,0.47302,51.81333,3.01919,2880.62857,0.0003,0.00794,1388619.3985,0.0
