Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Web(G1;m),Web(G2;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,146.03065,13864071.81737,0,1.51023,3.82554,79.35614,0,0,0,0,0,0,0.02024,0.04175,0,0
0.0001,146.03717,13865062.00691,13509.33987,1.51023,3.82554,79.34724,0.0,0.0,732.34423,2000.28023,0.0,0.0,0.02024,0.04175,415530.48437,0.0
0.0002,146.04369,13866051.98228,13510.30444,1.50994,3.82523,79.33833,2.92353,5.98925,732.223,4446.86099,1e-05,1e-05,0.02023,0.04174,415560.15354,0.0
0.0003,146.0502,13867041.74343,13511.26881,1.50964,3.82493,79.32942,2.92365,5.98968,732.10179,4445.46499,1e-05,1e-05,0.02023,0.04174,415589.8163,0.0
0.0004,146.05672,13868031.29032,13512.23297,1.50935,3.82462,79.32051,2.92378,5.99011,731.9806,4444.06963,2e-05,2e-05,0.02023,0.04174,415619.47263,0.0
0.0005,146.06323,13869020.62289,13513.19692,1.50906,3.82431,79.3116,2.92391,5.99053,731.85944,4442.67492,2e-05,2e-05,0.02022,0.04173,415649.12254,0.0
0.0006,146.06974,13870009.7411,13514.16066,1.50877,3.82401,79.30269,2.92404,5.99096,731.73829,4441.28085,2e-05,2e-05,0.02022,0.04173,415678.76603,0.0
0.0007,146.07625,13870998.6449,13515.12419,1.50847,3.8237,79.29378,2.92416,5.99139,731.61716,4439.88742,3e-05,3e-05,0.02021,0.04173,415708.40309,0.0
0.0008,146.08276,13871987.33425,13516.08752,1.50818,3.82339,79.28487,2.92429,5.99182,731.49606,4438.49463,3e-05,3e-05,0.02021,0.04172,415738.03372,0.0
0.0009,146.08927,13872975.80909,13517.05063,1.50789,3.82309,79.27595,2.92442,5.99224,731.37497,4437.10249,3e-05,3e-05,0.02021,0.04172,415767.65792,0.0
0.001,146.09577,13873964.06937,13518.01354,1.5076,3.82278,79.26704,2.92454,5.99267,731.25391,4435.71099,4e-05,4e-05,0.0202,0.04171,415797.2757,0.0
0.0011,146.10227,13874952.11505,13518.97623,1.5073,3.82247,79.25813,2.92467,5.9931,731.13287,4434.32013,4e-05,4e-05,0.0202,0.04171,415826.88704,0.0
0.0012,146.10878,13875939.94608,13519.93872,1.50701,3.82216,79.24921,2.9248,5.99352,731.01184,4432.92991,5e-05,5e-05,0.02019,0.04171,415856.49195,0.0
0.0013,146.11527,13876927.56242,13520.901,1.50672,3.82186,79.2403,2.92492,5.99395,730.89084,4431.54033,5e-05,5e-05,0.02019,0.0417,415886.09043,0.0
0.0014,146.12177,13877914.964,13521.86307,1.50643,3.82155,79.23138,2.92505,5.99438,730.76986,4430.15138,5e-05,5e-05,0.02019,0.0417,415915.68246,0.0
0.0015,146.12827,13878902.15079,13522.82493,1.50613,3.82124,79.22247,2.92518,5.9948,730.6489,4428.76308,6e-05,6e-05,0.02018,0.04169,415945.26807,0.0
0.0016,146.13477,13879889.12274,13523.78658,1.50584,3.82094,79.21355,2.9253,5.99523,730.52796,4427.37542,6e-05,6e-05,0.02018,0.04169,415974.84723,0.0
