Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Propellant Mass(G3;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flow(G3;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Mass Flux(G3;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Regression Depth(G3;m),Web(G1;m),Web(G2;m),Web(G3;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,1419.63267,601906332.50904,0,3.37052,1.96403,2.27542,67.99829,0,0,0,0,0,0,0,0,0,0.044,0.02331,0.02127,0,0
0.0001,1419.68486,601944099.3406,87598.66986,3.37052,1.96403,2.27542,67.96223,0.0,0.0,0.0,6373.09911,1732.52103,2841.75242,1e-05,1e-05,1e-05,0.04399,0.02329,0.02125,52799162.61005,0.0
0.0002,1419.73685,601981720.53146,87604.14473,3.36941,1.96264,2.27389,67.92617,11.10098,25.00037,40.35733,6366.0821,3366.16614,8028.2534,3e-05,3e-05,3e-05,0.04397,0.02328,0.02124,52802462.53006,0.0
0.0003,1419.78864,602019196.05495,87609.5984,3.3683,1.96125,2.27235,67.8901,11.10315,25.00165,40.35986,6359.07656,3364.43474,8023.10216,4e-05,4e-05,4e-05,0.04396,0.02326,0.02122,52805749.67293,0.0
0.0004,1419.84022,602056525.8845,87615.03087,3.36719,1.95986,2.27082,67.85403,11.10531,25.00293,40.36238,6352.08246,3362.70393,8017.95423,6e-05,6e-05,6e-05,0.04395,0.02325,0.02121,52809024.03636,0.0
0.0005,1419.8916,602093709.99361,87620.44214,3.36608,1.95847,2.26928,67.81796,11.10747,25.0042,40.36489,6345.09978,3360.97371,8012.80962,7e-05,7e-05,7e-05,0.04393,0.02323,0.0212,52812285.618,0.0
0.0006,1419.94278,602130748.35593,87625.83219,3.36497,1.95708,2.26774,67.78189,11.10962,25.00547,40.36739,6338.12847,3359.2441,8007.66832,9e-05,9e-05,9e-05,0.04392,0.02322,0.02118,52815534.41555,0.0
0.0007,1419.99376,602167640.94518,87631.20103,3.36386,1.95569,2.26621,67.74582,11.11178,25.00672,40.36988,6331.16853,3357.51507,8002.53033,0.0001,0.0001,0.0001,0.0439,0.02321,0.02117,52818770.4267,0.0
0.0008,1420.04453,602204387.7352,87636.54865,3.36275,1.9543,2.26467,67.70974,11.11393,25.00798,40.37236,6324.21991,3355.78665,7997.39563,0.00011,0.00011,0.00011,0.04389,0.02319,0.02115,52821993.64916,0.0
0.0009,1420.0951,602240988.69991,87641.87505,3.36163,1.95291,2.26313,67.67366,11.11607,25.00922,40.37483,6317.2826,3354.05882,7992.26424,0.00013,0.00013,0.00013,0.04387,0.02318,0.02114,52825204.08064,0.0
0.001,1420.14547,602277443.81336,87647.18023,3.36052,1.95152,2.2616,67.63758,11.11822,25.01046,40.37729,6310.35656,3352.33158,7987.13615,0.00014,0.00014,0.00014,0.04386,0.02316,0.02112,52828401.71887,0.0
0.0011,1420.19564,602313753.04968,87652.46418,3.35941,1.95014,2.26006,67.6015,11.12036,25.0117,40.37974,6303.44178,3350.60494,7982.01135,0.00016,0.00016,0.00016,0.04385,0.02315,0.02111,52831586.56158,0.0
0.0012,1420.2456,602349916.38311,87657.72689,3.3583,1.94875,2.25852,67.56541,11.1225,25.01292,40.38218,6296.53822,3348.87889,7976.88985,0.00017,0.00017,0.00017,0.04383,0.02313,0.0211,52834758.6065,0.0
0.0013,1420.29536,602385933.788,87662.96837,3.35719,1.94736,2.25699,67.52933,11.12463,25.01415,40.38461,6289.64585,3347.15344,7971.77163,0.00019,0.00019,0.00019,0.04382,0.02312,0.02108,52837917.85138,0.0
0.0014,1420.34492,602421805.2388,87668.18861,3.35607,1.94597,2.25545,67.49324,11.12677,25.01536,40.38703,6282.76466,3345.42858,7966.65671,0.0002,0.0002,0.0002,0.0438,0.02311,0.02107,52841064.29399,0.0
0.0015,1420.39427,602457530.71005,87673.3876,3.35496,1.94458,2.25391,67.45714,11.1289,25.01657,40.38945,6275.89461,3343.70432,7961.54506,0.00021,0.00021,0.00021,0.04379,0.02309,0.02105,52844197.9321,0.0
0.0016,1420.44342,602493110.1764,87678.56535,3.35385,1.94319,2.25237,67.42105,11.13102,25.01777,40.39185,6269.03567,3341.98066,7956.4367,0.00023,0.00023,0.00023,0.04377,0.02308,0.02104,52847318.76347,0.0
0.0017,1420.49237,602528543.61261,87683.72184,3.35273,1.9418,2.25084,67.38495,11.13315,25.01896,40.39424,6262.18783,3340.25758,7951.33161,0.00024,0.00024,0.00024,0.04376,0.02306,0.02102,52850426.7859,0.0
0.0018,1420.54112,602563830.99354,87688.85708,3.35162,1.94041,2.2493,67.34886,11.13527,25.02015,40.39662,6255.35105,3338.53511,7946.2298,0.00026,0.00026,0.00026,0.04375,0.02305,0.02101,52853521.99717,0.0
0.0019,1420.58966,602598972.29414,87693.97107,3.35051,1.93903,2.24776,67.31276,11.13739,25.02134,40.399,6248.52531,3336.81322,7941.13126,0.00027,0.00027,0.00027,0.04373,0.02303,0.021,52856604.3951,0.0
0.002,1420.638,602633967.48948,87699.06379,3.34939,1.93764,2.24622,67.27665,11.1395,25.02251,40.40136,6241.71059,3335.09193,7936.036,0.00029,0.00029,0.00029,0.04372,0.02302,0.02098,52859673.97749,0.0
0.0021,1420.68613,602668816.55471,87704.13524,3.34828,1.93625,2.24469,67.24055,11.14161,25.02368,40.40371,6234.90685,3333.37124,7930.944,0.0003,0.0003,0.0003,0.0437,0.02301,0.02097,52862730.74217,0.0
0.0022,1420.73407,602703519.46512,87709.18542,3.34716,1.93486,2.24315,67.20444,11.14372,25.02485,40.40606,6228.11407,3331.65114,7925.85526,0.00031,0.00031,0.00031,0.04369,0.02299,0.02095,52865774.68697,0.0
0.0023,1420.7818,602738076.19606,87714.21434,3.34605,1.93347,2.24161,67.16833,11.14583,25.026,40.40839,6221.33223,3329.93163,7920.76979,0.00033,0.00033,0.00033,0.04367,0.02298,0.02094,52868805.80972,0.0
0.0024,1420.82932,602772486.72301,87719.22197,3.34493,1.93208,2.24007,67.13222,11.14793,25.02715,40.41071,6214.5613,3328.21272,7915.68757,0.00034,0.00034,0.00034,0.04366,0.02296,0.02092,52871824.10828,0.0
0.0025,1420.87665,602806751.02155,87724.20833,3.34382,1.9307,2.23853,67.09611,11.15003,25.0283,40.41303,6207.80125,3326.4944,7910.60861,0.00036,0.00036,0.00036,0.04365,0.02295,0.02091,52874829.58051,0.0
0.0026,1420.92377,602840869.06735,87729.1734,3.3427,1.92931,2.23699,67.05999,11.15213,25.02944,40.41533,6201.05206,3324.77668,7905.5329,0.00037,0.00037,0.00037,0.04363,0.02293,0.0209,52877822.22426,0.0
0.0027,1420.97069,602874840.8362,87734.11718,3.34159,1.92792,2.23546,67.02388,11.15422,25.03057,40.41763,6194.3137,3323.05955,7900.46045,0.00039,0.00039,0.00039,0.04362,0.02292,0.02088,52880802.03742,0.0
0.0028,1421.0174,602908666.30397,87739.03968,3.34047,1.92653,2.23392,66.98776,11.15632,25.03169,40.41991,6187.58615,3321.34301,7895.39124,0.0004,0.0004,0.0004,0.0436,0.02291,0.02087,52883769.01786,0.0
0.0029,1421.06391,602942345.44666,87743.94087,3.33936,1.92515,2.23238,66.95164,11.15841,25.03281,40.42219,6180.86938,3319.62707,7890.32528,0.00041,0.00041,0.00041,0.04359,0.02289,0.02085,52886723.1635,0.0
0.003,1421.11022,602975878.24036,87748.82078,3.33824,1.92376,2.23084,66.91552,11.16049,25.03393,40.42445,6174.16337,3317.91172,7885.26255,0.00043,0.00043,0.00043,0.04357,0.02288,0.02084,52889664.47221,0.0
0.0031,1421.15633,603009264.66126,87753.67938,3.33713,1.92237,2.2293,66.87939,11.16257,25.03503,40.42671,6167.46809,3316.19697,7880.20307,0.00044,0.00044,0.00044,0.04356,0.02286,0.02082,52892592.94193,0.0
0.0032,1421.20223,603042504.68565,87758.51667,3.33601,1.92098,2.22776,66.84326,11.16465,25.03613,40.42895,6160.78352,3314.4828,7875.14682,0.00046,0.00046,0.00046,0.04355,0.02285,0.02081,52895508.57057,0.0
0.0033,1421.24793,603075598.28994,87763.33266,3.33489,1.9196,2.22622,66.80713,11.16673,25.03723,40.43119,6154.10963,3312.76923,7870.09381,0.00047,0.00047,0.00047,0.04353,0.02283,0.0208,52898411.35605,0.0
0.0034,1421.29342,603108545.45062,87768.12734,3.33378,1.91821,2.22468,66.771,11.1688,25.03831,40.43341,6147.44639,3311.05626,7865.04403,0.00049,0.00049,0.00049,0.04352,0.02282,0.02078,52901301.29632,0.0
0.0035,1421.33872,603141346.1443,87772.9007,3.33266,1.91682,2.22314,66.73487,11.17088,25.03939,40.43563,6140.79379,3309.34388,7859.99748,0.0005,0.0005,0.0005,0.0435,0.02281,0.02077,52904178.38933,0.0
0.0036,1421.38381,603174000.3477,87777.65274,3.33154,1.91544,2.2216,66.69874,11.17294,25.04047,40.43784,6134.1518,3307.63209,7854.95415,0.00051,0.00051,0.00051,0.04349,0.02279,0.02075,52907042.63303,0.0
0.0037,1421.42869,603206508.03761,87782.38347,3.33042,1.91405,2.22006,66.6626,11.17501,25.04154,40.44003,6127.52039,3305.92089,7849.91405,0.00053,0.00053,0.00053,0.04347,0.02278,0.02074,52909894.02539,0.0
0.0038,1421.47337,603238869.19096,87787.09286,3.32931,1.91266,2.21852,66.62646,11.17707,25.0426,40.44222,6120.89953,3304.21029,7844.87716,0.00054,0.00054,0.00054,0.04346,0.02276,0.02072,52912732.56439,0.0
0.0039,1421.51785,603271083.78476,87791.78093,3.32819,1.91128,2.21698,66.59032,11.17913,25.04365,40.44439,6114.28921,3302.50028,7839.84349,0.00056,0.00056,0.00056,0.04345,0.02275,0.02071,52915558.248,0.0
0.004,1421.56213,603303151.79614,87796.44767,3.32707,1.90989,2.21544,66.55418,11.18119,25.0447,40.44656,6107.6894,3300.79086,7834.81304,0.00057,0.00057,0.00057,0.04343,0.02273,0.0207,52918371.07422,0.0
0.0041,1421.6062,603335073.20231,87801.09307,3.32595,1.9085,2.2139,66.51803,11.18324,25.04574,40.44872,6101.10007,3299.08203,7829.7858,0.00059,0.00059,0.00059,0.04342,0.02272,0.02068,52921171.04106,0.0
0.0042,1421.65007,603366847.98061,87805.71714,3.32483,1.90712,2.21236,66.48189,11.18529,25.04678,40.45087,6094.52121,3297.3738,7824.76177,0.0006,0.0006,0.0006,0.0434,0.02271,0.02067,52923958.14652,0.0
0.0043,1421.69373,603398476.10847,87810.31986,3.32371,1.90573,2.21082,66.44574,11.18734,25.04781,40.453,6087.95278,3295.66616,7819.74094,0.00061,0.00061,0.00061,0.04339,0.02269,0.02065,52926732.38862,0.0
0.0044,1421.7372,603429957.56342,87814.90124,3.3226,1.90435,2.20928,66.40959,11.18938,25.04883,40.45513,6081.39476,3293.95911,7814.72332,0.00063,0.00063,0.00063,0.04337,0.02268,0.02064,52929493.7654,0.0
0.0045,1421.78046,603461292.3231,87819.46127,3.32148,1.90296,2.20774,66.37344,11.19142,25.04985,40.45725,6074.84713,3292.25266,7809.7089,0.00064,0.00064,0.00064,0.04336,0.02266,0.02062,52932242.2749,0.0
0.0046,1421.82351,603492480.36524,87823.99995,3.32036,1.90158,2.2062,66.33728,11.19346,25.05086,40.45936,6068.30986,3290.5468,7804.69768,0.00066,0.00066,0.00066,0.04335,0.02265,0.02061,52934977.91515,0.0
0.0047,1421.86636,603523521.6677,87828.51727,3.31924,1.90019,2.20466,66.30113,11.1955,25.05187,40.46145,6061.78293,3288.84153,7799.68965,0.00067,0.00067,0.00067,0.04333,0.02263,0.0206,52937700.68422,0.0
0.0048,1421.90901,603554416.20842,87833.01324,3.31812,1.8988,2.20312,66.26497,11.19753,25.05286,40.46354,6055.26632,3287.13685,7794.68482,0.00069,0.00069,0.00069,0.04332,0.02262,0.02058,52940410.58017,0.0
0.0049,1421.95145,603585163.96545,87837.48785,3.317,1.89742,2.20157,66.22881,11.19956,25.05386,40.46562,6048.76,3285.43276,7789.68318,0.0007,0.0007,0.0007,0.0433,0.02261,0.02057,52943107.60109,0.0
0.005,1421.9937,603615764.91694,87841.94109,3.31588,1.89603,2.20003,66.19265,11.20159,25.05484,40.46769,6042.26394,3283.72927,7784.68472,0.00071,0.00071,0.00071,0.04329,0.02259,0.02055,52945791.74504,0.0
0.0051,1422.03573,603646219.04116,87846.37296,3.31476,1.89465,2.19849,66.15648,11.20361,25.05582,40.46975,6035.77814,3282.02636,7779.68945,0.00073,0.00073,0.00073,0.04327,0.02258,0.02054,52948463.01013,0.0
0.0052,1422.07757,603676526.31647,87850.78347,3.31364,1.89326,2.19695,66.12032,11.20563,25.05679,40.4718,6029.30255,3280.32405,7774.69736,0.00074,0.00074,0.00074,0.04326,0.02256,0.02052,52951121.39445,0.0
0.0053,1422.1192,603706686.72133,87855.1726,3.31252,1.89188,2.19541,66.08415,11.20765,25.05776,40.47384,6022.83716,3278.62233,7769.70845,0.00076,0.00076,0.00076,0.04325,0.02255,0.02051,52953766.89612,0.0
0.0054,1422.16062,603736700.23431,87859.54035,3.31139,1.89049,2.19387,66.04798,11.20967,25.05872,40.47587,6016.38194,3276.92121,7764.72272,0.00077,0.00077,0.00077,0.04323,0.02253,0.0205,52956399.51326,0.0
0.0055,1422.20185,603766566.83408,87863.88673,3.31027,1.88911,2.19233,66.01181,11.21168,25.05967,40.47788,6009.93688,3275.22067,7759.74016,0.00079,0.00079,0.00079,0.04322,0.02252,0.02048,52959019.24399,0.0
0.0056,1422.24287,603796286.49942,87868.21172,3.30915,1.88772,2.19078,65.97564,11.21369,25.06062,40.47989,6003.50194,3273.52073,7754.76077,0.0008,0.0008,0.0008,0.0432,0.02251,0.02047,52961626.08646,0.0
0.0057,1422.28368,603825859.20921,87872.51532,3.30803,1.88634,2.18924,65.93947,11.21569,25.06156,40.48189,5997.07711,3271.82137,7749.78455,0.00081,0.00081,0.00081,0.04319,0.02249,0.02045,52964220.03882,0.0
0.0058,1422.32429,603855284.94242,87876.79754,3.30691,1.88495,2.1877,65.90329,11.2177,25.06249,40.48388,5990.66236,3270.12261,7744.8115,0.00083,0.00083,0.00083,0.04317,0.02248,0.02044,52966801.09921,0.0
0.0059,1422.3647,603884563.67816,87881.05836,3.30579,1.88357,2.18616,65.86711,11.2197,25.06342,40.48586,5984.25766,3268.42444,7739.84161,0.00084,0.00084,0.00084,0.04316,0.02246,0.02042,52969369.26581,0.0
0.006,1422.40491,603913695.39561,87885.29779,3.30466,1.88219,2.18461,65.83093,11.22169,25.06434,40.48783,5977.863,3266.72686,7734.87488,0.00086,0.00086,0.00086,0.04315,0.02245,0.02041,52971924.53678,0.0
0.0061,1422.44491,603942680.07406,87889.51583,3.30354,1.8808,2.18307,65.79475,11.22369,25.06525,40.48979,5971.47835,3265.02987,7729.91131,0.00087,0.00087,0.00087,0.04313,0.02243,0.0204,52974466.91032,0.0
0.0062,1422.4847,603971517.69291,87893.71246,3.30242,1.87942,2.18153,65.75857,11.22568,25.06616,40.49174,5965.10369,3263.33348,7724.9509,0.00089,0.00089,0.00089,0.04312,0.02242,0.02038,52976996.38462,0.0
0.0063,1422.5243,604000208.23167,87897.88768,3.3013,1.87803,2.17999,65.72238,11.22767,25.06706,40.49368,5958.739,3261.63767,7719.99364,0.0009,0.0009,0.0009,0.0431,0.02241,0.02037,52979512.95787,0.0
0.0064,1422.56369,604028751.66993,87902.0415,3.30017,1.87665,2.17844,65.6862,11.22965,25.06796,40.49561,5952.38425,3259.94245,7715.03952,0.00091,0.00091,0.00091,0.04309,0.02239,0.02035,52982016.6283,0.0
0.0065,1422.60287,604057147.98742,87906.17391,3.29905,1.87527,2.1769,65.65001,11.23163,25.06885,40.49754,5946.03942,3258.24783,7710.08856,0.00093,0.00093,0.00093,0.04307,0.02238,0.02034,52984507.39411,0.0
0.0066,1422.64186,604085397.16394,87910.28491,3.29793,1.87388,2.17536,65.61382,11.23361,25.06973,40.49945,5939.70449,3256.5538,7705.14074,0.00094,0.00094,0.00094,0.04306,0.02236,0.02032,52986985.25354,0.0
0.0067,1422.68063,604113499.17941,87914.37449,3.2968,1.8725,2.17382,65.57763,11.23559,25.07061,40.50135,5933.37943,3254.86035,7700.19606,0.00096,0.00096,0.00096,0.04305,0.02235,0.02031,52989450.20483,0.0
0.0068,1422.71921,604141454.01385,87918.44265,3.29568,1.87112,2.17227,65.54144,11.23756,25.07148,40.50324,5927.06423,3253.1675,7695.25453,0.00097,0.00097,0.00097,0.04303,0.02233,0.02029,52991902.24623,0.0
0.0069,1422.75758,604169261.64739,87922.48939,3.29456,1.86973,2.17073,65.50524,11.23953,25.07234,40.50512,5920.75886,3251.47524,7690.31613,0.00099,0.00099,0.00099,0.04302,0.02232,0.02028,52994341.37599,0.0
0.007,1422.79575,604196922.06026,87926.51471,3.29343,1.86835,2.16919,65.46905,11.2415,25.0732,40.50699,5914.46329,3249.78356,7685.38086,0.001,0.001,0.001,0.043,0.02231,0.02027,52996767.59237,0.0
0.0071,1422.83371,604224435.23279,87930.5186,3.29231,1.86697,2.16764,65.43285,11.24347,25.07405,40.50885,5908.17752,3248.09248,7680.44873,0.00101,0.00101,0.00101,0.04299,0.02229,0.02025,52999180.89366,0.0
0.0072,1422.87147,604251801.14541,87934.50106,3.29118,1.86558,2.1661,65.39665,11.24543,25.07489,40.5107,5901.9015,3246.40199,7675.51972,0.00103,0.00103,0.00103,0.04297,0.02228,0.02024,53001581.27814,0.0
0.0073,1422.90902,604279019.77868,87938.46208,3.29006,1.8642,2.16455,65.36045,11.24739,25.07573,40.51255,5895.63523,3244.71209,7670.59384,0.00104,0.00104,0.00104,0.04296,0.02226,0.02022,53003968.74409,0.0
0.0074,1422.94637,604306091.11323,87942.40167,3.28893,1.86282,2.16301,65.32424,11.24934,25.07656,40.51438,5889.37867,3243.02278,7665.67109,0.00106,0.00106,0.00106,0.04295,0.02225,0.02021,53006343.28983,0.0
0.0075,1422.98352,604333015.12982,87946.31982,3.28781,1.86144,2.16147,65.28804,11.25129,25.07739,40.5162,5883.13182,3241.33406,7660.75145,0.00107,0.00107,0.00107,0.04293,0.02223,0.02019,53008704.91366,0.0
0.0076,1423.02046,604359791.80929,87950.21653,3.28668,1.86005,2.15992,65.25183,11.25324,25.07821,40.51801,5876.89464,3239.64593,7655.83494,0.00109,0.00109,0.00109,0.04292,0.02222,0.02018,53011053.6139,0.0
0.0077,1423.0572,604386421.13261,87954.0918,3.28556,1.85867,2.15838,65.21563,11.25519,25.07902,40.51981,5870.66711,3237.95838,7650.92154,0.0011,0.0011,0.0011,0.0429,0.02221,0.02017,53013389.38889,0.0
0.0078,1423.09374,604412903.08083,87957.94562,3.28443,1.85729,2.15684,65.17942,11.25713,25.07983,40.52161,5864.44921,3236.27143,7646.01126,0.00111,0.00111,0.00111,0.04289,0.02219,0.02015,53015712.23696,0.0
0.0079,1423.13007,604439237.63513,87961.77799,3.28331,1.85591,2.15529,65.14321,11.25907,25.08062,40.52339,5858.24093,3234.58507,7641.10408,0.00113,0.00113,0.00113,0.04287,0.02218,0.02014,53018022.15647,0.0
0.008,1423.1662,604465424.77678,87965.5889,3.28218,1.85452,2.15375,65.10699,11.26101,25.08142,40.52516,5852.04223,3232.8993,7636.20002,0.00114,0.00114,0.00114,0.04286,0.02216,0.02012,53020319.14576,0.0
0.0081,1423.20212,604491464.48714,87969.37837,3.28105,1.85314,2.1522,65.07078,11.26295,25.0822,40.52693,5845.8531,3231.21411,7631.29906,0.00116,0.00116,0.00116,0.04285,0.02215,0.02011,53022603.2032,0.0
0.0082,1423.23784,604517356.7477,87973.14637,3.27993,1.85176,2.15066,65.03456,11.26488,25.08298,40.52868,5839.67352,3229.52952,7626.4012,0.00117,0.00117,0.00117,0.04283,0.02213,0.02009,53024874.32718,0.0
0.0083,1423.27335,604543101.54004,87976.89291,3.2788,1.85038,2.14911,64.99835,11.26681,25.08376,40.53042,5833.50345,3227.84551,7621.50644,0.00119,0.00119,0.00119,0.04282,0.02212,0.02008,53027132.51607,0.0
0.0084,1423.30866,604568698.84585,87980.61799,3.27767,1.849,2.14757,64.96213,11.26873,25.08453,40.53215,5827.34289,3226.1621,7616.61479,0.0012,0.0012,0.0012,0.0428,0.02211,0.02007,53029377.76827,0.0
0.0085,1423.34377,604594148.64691,87984.32161,3.27655,1.84762,2.14602,64.92591,11.27065,25.08529,40.53388,5821.19182,3224.47927,7611.72622,0.00121,0.00121,0.00121,0.04279,0.02209,0.02005,53031610.08217,0.0
0.0086,1423.37867,604619450.92514,87988.00375,3.27542,1.84623,2.14448,64.88969,11.27257,25.08604,40.53559,5815.0502,3222.79703,7606.84075,0.00123,0.00123,0.00123,0.04277,0.02208,0.02004,53033829.45621,0.0
0.0087,1423.41337,604644605.66251,87991.66443,3.27429,1.84485,2.14293,64.85346,11.27449,25.08679,40.53729,5808.91802,3221.11538,7601.95837,0.00124,0.00124,0.00124,0.04276,0.02206,0.02002,53036035.88878,0.0
0.0088,1423.44787,604669612.84115,87995.30363,3.27316,1.84347,2.14139,64.81724,11.2764,25.08753,40.53899,5802.79525,3219.43433,7597.07908,0.00126,0.00126,0.00126,0.04275,0.02205,0.02001,53038229.37833,0.0
0.0089,1423.48216,604694472.44325,87998.92135,3.27204,1.84209,2.13984,64.78101,11.27831,25.08827,40.54067,5796.68188,3217.75385,7592.20288,0.00127,0.00127,0.00127,0.04273,0.02203,0.01999,53040409.92329,0.0
0.009,1423.51624,604719184.45114,88002.5176,3.27091,1.84071,2.1383,64.74478,11.28022,25.089,40.54235,5790.57789,3216.07397,7587.32975,0.00129,0.00129,0.00129,0.04272,0.02202,0.01998,53042577.52212,0.0
0.0091,1423.55013,604743748.84723,88006.09236,3.26978,1.83933,2.13675,64.70855,11.28213,25.08972,40.54401,5784.48325,3214.39468,7582.45971,0.0013,0.0013,0.0013,0.0427,0.02201,0.01997,53044732.17326,0.0
0.0092,1423.5838,604768165.61403,88009.64564,3.26865,1.83795,2.13521,64.67232,11.28403,25.09043,40.54566,5778.39794,3212.71597,7577.59274,0.00131,0.00131,0.00131,0.04269,0.02199,0.01995,53046873.8752,0.0
0.0093,1423.61728,604792434.73419,88013.17744,3.26752,1.83657,2.13366,64.63609,11.28593,25.09114,40.54731,5772.32195,3211.03786,7572.72885,0.00133,0.00133,0.00133,0.04267,0.02198,0.01994,53049002.62639,0.0
0.0094,1423.65055,604816556.19043,88016.68774,3.26639,1.83519,2.13212,64.59986,11.28782,25.09185,40.54894,5766.25525,3209.36033,7567.86803,0.00134,0.00134,0.00134,0.04266,0.02196,0.01992,53051118.42534,0.0
0.0095,1423.68361,604840529.96558,88020.17656,3.26527,1.83381,2.13057,64.56362,11.28972,25.09254,40.55057,5760.19781,3207.68339,7563.01028,0.00136,0.00136,0.00136,0.04265,0.02195,0.01991,53053221.27053,0.0
0.0096,1423.71647,604864356.04259,88023.64388,3.26414,1.83243,2.12902,64.52739,11.2916,25.09323,40.55218,5754.14963,3206.00704,7558.1556,0.00137,0.00137,0.00137,0.04263,0.02193,0.01989,53055311.16046,0.0
0.0097,1423.74913,604888034.4045,88027.0897,3.26301,1.83105,2.12748,64.49115,11.29349,25.09392,40.55378,5748.11068,3204.33128,7553.30398,0.00139,0.00139,0.00139,0.04262,0.02192,0.01988,53057388.09365,0.0
0.0098,1423.78158,604911565.03446,88030.51402,3.26188,1.82967,2.12593,64.45491,11.29537,25.0946,40.55538,5742.08093,3202.6561,7548.45543,0.0014,0.0014,0.0014,0.0426,0.02191,0.01987,53059452.06863,0.0
0.0099,1423.81383,604934947.91572,88033.91685,3.26075,1.82829,2.12439,64.41867,11.29726,25.09527,40.55696,5736.06037,3200.98151,7543.60993,0.00141,0.00141,0.00141,0.04259,0.02189,0.01985,53061503.08392,0.0
0.01,1423.84587,604958183.03165,88037.29817,3.25962,1.82691,2.12284,64.38243,11.29913,25.09593,40.55854,5730.04898,3199.30752,7538.76749,0.00143,0.00143,0.00143,0.04257,0.02188,0.01984,53063541.13806,0.0
0.0101,1423.87771,604981270.3657,88040.65798,3.25849,1.82553,2.12129,64.34618,11.30101,25.09659,40.5601,5724.04674,3197.6341,7533.92811,0.00144,0.00144,0.00144,0.04256,0.02186,0.01982,53065566.2296,0.0
0.0102,1423.90935,605004209.90144,88043.99628,3.25736,1.82415,2.11975,64.30994,11.30288,25.09724,40.56166,5718.05363,3195.96128,7529.09178,0.00146,0.00146,0.00146,0.04255,0.02185,0.01981,53067578.3571,0.0
0.0103,1423.94078,605027001.62255,88047.31308,3.25623,1.82277,2.1182,64.27369,11.30475,25.09789,40.5632,5712.06962,3194.28905,7524.2585,0.00147,0.00147,0.00147,0.04253,0.02183,0.01979,53069577.51914,0.0
0.0104,1423.972,605049645.5128,88050.60836,3.2551,1.82139,2.11665,64.23744,11.30661,25.09853,40.56474,5706.0947,3192.6174,7519.42827,0.00149,0.00149,0.00149,0.04252,0.02182,0.01978,53071563.71427,0.0
0.0105,1424.00303,605072141.55608,88053.88212,3.25397,1.82001,2.11511,64.20119,11.30848,25.09916,40.56626,5700.12884,3190.94634,7514.60108,0.0015,0.0015,0.0015,0.0425,0.02181,0.01977,53073536.94111,0.0
0.0106,1424.03384,605094489.73637,88057.13437,3.25283,1.81863,2.11356,64.16494,11.31033,25.09979,40.56778,5694.17203,3189.27586,7509.77693,0.00151,0.00151,0.00151,0.04249,0.02179,0.01975,53075497.19822,0.0
0.0107,1424.06446,605116690.03776,88060.3651,3.2517,1.81725,2.11201,64.12869,11.31219,25.10041,40.56928,5688.22425,3187.60598,7504.95582,0.00153,0.00153,0.00153,0.04247,0.02178,0.01974,53077444.48423,0.0
0.0108,1424.09487,605138742.44445,88063.5743,3.25057,1.81587,2.11047,64.09244,11.31404,25.10102,40.57078,5682.28547,3185.93668,7500.13775,0.00154,0.00154,0.00154,0.04246,0.02176,0.01972,53079378.79775,0.0
0.0109,1424.12507,605160646.94074,88066.76198,3.24944,1.8145,2.10892,64.05618,11.3159,25.10163,40.57227,5676.35568,3184.26797,7495.32272,0.00156,0.00156,0.00156,0.04245,0.02175,0.01971,53081300.13739,0.0
0.011,1424.15507,605182403.51103,88069.92813,3.24831,1.81312,2.10737,64.01993,11.31774,25.10223,40.57374,5670.43485,3182.59984,7490.51071,0.00157,0.00157,0.00157,0.04243,0.02173,0.01969,53083208.5018,0.0
0.0111,1424.18487,605204012.13984,88073.07276,3.24718,1.81174,2.10582,63.98367,11.31959,25.10282,40.57521,5664.52297,3180.93231,7485.70174,0.00159,0.00159,0.00159,0.04242,0.02172,0.01968,53085103.8896,0.0
0.0112,1424.21446,605225472.81178,88076.19585,3.24604,1.81036,2.10428,63.94741,11.32143,25.10341,40.57666,5658.62002,3179.26536,7480.89579,0.0016,0.0016,0.0016,0.0424,0.02171,0.01967,53086986.29946,0.0
0.0113,1424.24384,605246785.51157,88079.2974,3.24491,1.80898,2.10273,63.91115,11.32327,25.10399,40.57811,5652.72598,3177.59899,7476.09287,0.00162,0.00162,0.00162,0.04239,0.02169,0.01965,53088855.73003,0.0
0.0114,1424.27303,605267950.22403,88082.37743,3.24378,1.8076,2.10118,63.87489,11.3251,25.10456,40.57955,5646.84082,3175.93322,7471.29297,0.00163,0.00163,0.00163,0.04237,0.02168,0.01964,53090712.17999,0.0
0.0115,1424.302,605288966.9341,88085.43591,3.24265,1.80623,2.09963,63.83863,11.32693,25.10513,40.58097,5640.96453,3174.26803,7466.49609,0.00164,0.00164,0.00164,0.04236,0.02166,0.01962,53092555.648,0.0
