Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Propellant Mass(G3;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flow(G3;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Mass Flux(G3;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Regression Depth(G3;m),Web(G1;m),Web(G2;m),Web(G3;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,432.33449,622702002.51485,0,2.68063,0.51153,1.30472,71.79904,0,0,0,0,0,0,0,0,0,0.03589,0.01151,0.02643,0,0
0.0001,432.39324,622864451.6668,222962.2034,2.68063,0.51153,1.30472,71.63267,0.0,0.0,0.0,8673.91238,15903.14264,10281.9028,5e-05,5e-05,5e-05,0.03583,0.01146,0.02638,10839365.23261,0.0
0.0002,432.4507,623023360.09717,223019.08668,2.67551,0.50931,1.30164,71.46627,51.22377,73.43907,104.19502,8650.89643,55490.85115,41119.53055,0.00011,0.00011,0.00011,0.03578,0.01141,0.02632,10842130.62806,0.0
0.0003,432.50687,623178724.73663,223074.70141,2.67039,0.50709,1.29857,71.29982,51.22027,73.4622,104.22204,8627.93055,55219.21691,40973.322,0.00016,0.00016,0.00016,0.03572,0.01135,0.02627,10844834.35287,0.0
0.0004,432.56176,623330542.58325,223129.04653,2.66526,0.50486,1.29549,71.13333,51.21652,73.48494,104.24848,8605.01463,54949.35158,40827.6906,0.00022,0.00022,0.00022,0.03567,0.0113,0.02622,10847476.3548,0.0
0.0005,432.61535,623478810.70256,223182.12098,2.66014,0.50263,1.29241,70.9668,51.21252,73.50726,104.27432,8582.14857,54681.23923,40682.63323,0.00027,0.00027,0.00027,0.03562,0.01124,0.02616,10850056.5828,0.0
0.0006,432.66766,623623526.2277,223233.92373,2.65502,0.5004,1.28934,70.80024,51.20828,73.52919,104.29956,8559.33227,54414.8641,40538.14677,0.00032,0.00032,0.00032,0.03556,0.01119,0.02611,10852574.98697,0.0
0.0007,432.71867,623764686.35948,223284.45378,2.6499,0.49816,1.28626,70.63363,51.20379,73.5507,104.32422,8536.56564,54150.21061,40394.22816,0.00038,0.00038,0.00038,0.03551,0.01114,0.02605,10855031.5186,0.0
0.0008,432.76839,623902288.36652,223333.71016,2.64478,0.49593,1.28318,70.46698,51.19905,73.57181,104.34828,8513.84857,53887.26338,40250.87434,0.00043,0.00043,0.00043,0.03545,0.01108,0.026,10857426.13015,0.0
0.0009,432.81682,624036329.58529,223381.69191,2.63966,0.49369,1.28011,70.3003,51.19406,73.59252,104.37174,8491.18097,53626.00719,40108.08228,0.00049,0.00049,0.00049,0.0354,0.01103,0.02595,10859758.77527,0.0
0.001,432.86396,624166807.42028,223428.3981,2.63454,0.49144,1.27703,70.13359,51.18882,73.61282,104.39461,8468.56273,53366.42699,39965.84897,0.00054,0.00054,0.00054,0.03535,0.01097,0.02589,10862029.4088,0.0
0.0011,432.9098,624293719.34404,223473.82783,2.62943,0.4892,1.27395,69.96684,51.18334,73.63271,104.41688,8445.99376,53108.50793,39824.17142,0.00059,0.00059,0.00059,0.03529,0.01092,0.02584,10864237.98675,0.0
0.0012,432.95436,624417062.89729,223517.98021,2.62431,0.48695,1.27087,69.80005,51.17761,73.6522,104.43855,8423.47397,52852.2353,39683.04668,0.00065,0.00065,0.00065,0.03524,0.01087,0.02578,10866384.46633,0.0
0.0013,432.99761,624536835.689,223560.8544,2.61919,0.4847,1.26779,69.63324,51.17163,73.67127,104.45963,8401.00325,52597.59458,39542.47181,0.0007,0.0007,0.0007,0.03518,0.01081,0.02573,10868468.80592,0.0
0.0014,433.03958,624653035.39651,223602.44955,2.61407,0.48245,1.26471,69.46639,51.1654,73.68994,104.48012,8378.58151,52344.57141,39402.44388,0.00076,0.00076,0.00076,0.03513,0.01076,0.02568,10870490.9651,0.0
