Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flux(G1;kg/(m^2*s)),Regression Depth(G1;m),Web(G1;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,384.50058,192270407.12939,0,1.60931,78.43228,0,0,0,0.02553,0,0
0.0001,384.64775,192399815.57527,26331.302,1.60931,78.36897,0.0,7162.69699,2e-05,0.02551,2707210.51026,0.0
0.0002,384.79476,192529122.47303,26348.99858,1.60801,78.30561,12.99126,7153.99239,5e-05,0.02548,2709029.95584,0.0
0.0003,384.94162,192658327.50083,26366.68122,1.60671,78.24221,13.0,7145.30151,7e-05,0.02546,2710847.96802,0.0
0.0004,385.08832,192787430.33689,26384.34988,1.60541,78.17877,13.00874,7136.62431,9e-05,0.02544,2712664.54229,0.0
0.0005,385.23485,192916430.65952,26402.0045,1.60411,78.11528,13.01746,7127.96075,0.00011,0.02542,2714479.67412,0.0
0.0006,385.38123,193045328.1471,26419.64505,1.60281,78.05175,13.02618,7119.31081,0.00014,0.02539,2716293.35899,0.0
0.0007,385.52745,193174122.47811,26437.27149,1.6015,77.98818,13.0349,7110.67444,0.00016,0.02537,2718105.59236,0.0
0.0008,385.67351,193302813.33108,26454.88376,1.6002,77.92457,13.0436,7102.05161,0.00018,0.02535,2719916.36972,0.0
0.0009,385.81941,193431400.38466,26472.48182,1.59889,77.86092,13.0523,7093.44229,0.00021,0.02532,2721725.68654,0.0
0.001,385.96515,193559883.31755,26490.06564,1.59759,77.79722,13.06099,7084.84645,0.00023,0.0253,2723533.5383,0.0
0.0011,386.11073,193688261.80855,26507.63516,1.59628,77.73348,13.06968,7076.26404,0.00025,0.02528,2725339.92049,0.0
0.0012,386.25616,193816535.53655,26525.19034,1.59497,77.6697,13.07835,7067.69503,0.00027,0.02526,2727144.82859,0.0
0.0013,386.40141,193944704.18053,26542.73115,1.59366,77.60587,13.08702,7059.1394,0.0003,0.02523,2728948.25807,0.0
0.0014,386.54651,194072767.41955,26560.25752,1.59236,77.54201,13.09569,7050.5971,0.00032,0.02521,2730750.20443,0.0
0.0015,386.69145,194200724.93277,26577.76943,1.59104,77.4781,13.10434,7042.06811,0.00034,0.02519,2732550.66314,0.0
0.0016,386.83623,194328576.39943,26595.26683,1.58973,77.41415,13.11299,7033.55238,0.00037,0.02516,2734349.6297,0.0
0.0017,386.98084,194456321.49888,26612.74967,1.58842,77.35016,13.12164,7025.04989,0.00039,0.02514,2736147.0996,0.0
0.0018,387.1253,194583959.91055,26630.2179,1.58711,77.28612,13.13027,7016.5606,0.00041,0.02512,2737943.06831,0.0
0.0019,387.26959,194711491.31397,26647.6715,1.58579,77.22205,13.1389,7008.08448,0.00043,0.0251,2739737.53134,0.0
0.002,387.41372,194838915.38878,26665.1104,1.58448,77.15793,13.14752,6999.62149,0.00046,0.02507,2741530.48417,0.0
0.0021,387.55769,194966231.8147,26682.53457,1.58316,77.09377,13.15613,6991.17161,0.00048,0.02505,2743321.92231,0.0
0.0022,387.70149,195093440.27157,26699.94396,1.58185,77.02957,13.16474,6982.7348,0.0005,0.02503,2745111.84123,0.0
0.0023,387.84513,195220540.43931,26717.33854,1.58053,76.96532,13.17334,6974.31102,0.00053,0.025,2746900.23645,0.0
0.0024,387.98861,195347531.99796,26734.71825,1.57921,76.90104,13.18193,6965.90024,0.00055,0.02498,2748687.10346,0.0
0.0025,388.13193,195474414.62766,26752.08305,1.57789,76.83671,13.19051,6957.50244,0.00057,0.02496,2750472.43775,0.0
