Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Propellant Mass(G3;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flow(G3;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Mass Flux(G3;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Regression Depth(G3;m),Web(G1;m),Web(G2;m),Web(G3;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,863.98145,225385860.93313,0,1.57509,5.85428,0.93346,76.33336,0,0,0,0,0,0,0,0,0,0.01742,0.03906,0.02647,0,0
0.0001,864.12168,225447918.01669,56245.86789,1.57509,5.85428,0.93346,76.30635,0.0,0.0,0.0,2933.9066,4697.15457,5390.38408,1e-05,1e-05,1e-05,0.01741,0.03904,0.02646,3399084.63051,0.0
0.0002,864.26183,225509948.1511,56261.34348,1.57407,5.85273,0.93307,76.27934,10.16491,25.73541,29.58238,2932.59228,8323.75539,52062.5871,2e-05,2e-05,2e-05,0.0174,0.03903,0.02645,3400019.86059,0.0
0.0003,864.4019,225571951.30646,56276.81233,1.57306,5.85117,0.93269,76.25233,10.1673,25.74204,29.59053,2931.27855,8319.58483,51984.58395,4e-05,4e-05,4e-05,0.01739,0.03902,0.02644,3400954.68392,0.0
0.0004,864.5419,225633927.45284,56292.27445,1.57204,5.84961,0.9323,76.2253,10.16969,25.74866,29.59867,2929.96543,8315.41677,51906.75984,5e-05,5e-05,5e-05,0.01738,0.03901,0.02643,3401889.10003,0.0
0.0005,864.68182,225695876.56035,56307.72982,1.57102,5.84805,0.93192,76.19827,10.17208,25.75529,29.6068,2928.65292,8311.25122,51829.11421,6e-05,6e-05,6e-05,0.01736,0.039,0.02641,3402823.10847,0.0
0.0006,864.82166,225757798.59907,56323.17844,1.57,5.84649,0.93153,76.17123,10.17447,25.76191,29.61494,2927.34101,8307.08816,51751.64649,7e-05,7e-05,7e-05,0.01735,0.03898,0.0264,3403756.7088,0.0
0.0007,864.96143,225819693.53912,56338.6203,1.56899,5.84493,0.93115,76.14419,10.17686,25.76853,29.62307,2926.0297,8302.9276,51674.35613,8e-05,8e-05,8e-05,0.01734,0.03897,0.02639,3404689.90056,0.0
0.0008,865.10112,225881561.35062,56354.05539,1.56797,5.84337,0.93076,76.11713,10.17924,25.77515,29.63119,2924.719,8298.76953,51597.24255,9e-05,9e-05,9e-05,0.01733,0.03896,0.02638,3405622.6833,0.0
0.0009,865.24073,225943402.00369,56369.4837,1.56695,5.84181,0.93038,76.09007,10.18163,25.78176,29.63931,2923.4089,8294.61395,51520.3052,0.00011,0.00011,0.00011,0.01732,0.03895,0.02637,3406555.05658,0.0
0.001,865.38027,226005215.46846,56384.90523,1.56593,5.84025,0.92999,76.063,10.18401,25.78837,29.64743,2922.0994,8290.46086,51443.54353,0.00012,0.00012,0.00012,0.01731,0.03894,0.02635,3407487.01993,0.0
0.0011,865.51973,226067001.71508,56400.31997,1.56491,5.83869,0.9296,76.03593,10.18639,25.79498,29.65555,2920.7905,8286.31026,51366.95698,0.00013,0.00013,0.00013,0.01729,0.03893,0.02634,3408418.57292,0.0
0.0012,865.65911,226128760.71368,56415.72791,1.56389,5.83713,0.92922,76.00884,10.18877,25.80159,29.66366,2919.48221,8282.16214,51290.545,0.00014,0.00014,0.00014,0.01728,0.03891,0.02633,3409349.71509,0.0
0.0013,865.79841,226190492.43442,56431.12905,1.56288,5.83557,0.92883,75.98175,10.19115,25.80819,29.67177,2918.17451,8278.01651,51214.30704,0.00015,0.00015,0.00015,0.01727,0.0389,0.02632,3410280.44598,0.0
0.0014,865.93764,226252196.84747,56446.52337,1.56186,5.83401,0.92845,75.95465,10.19353,25.81479,29.67987,2916.86742,8273.87335,51138.24255,0.00017,0.00017,0.00017,0.01726,0.03889,0.02631,3411210.76516,0.0
0.0015,866.07679,226313873.92299,56461.91088,1.56084,5.83245,0.92806,75.92755,10.19591,25.82139,29.68797,2915.56092,8269.73267,51062.351,0.00018,0.00018,0.00018,0.01725,0.03888,0.0263,3412140.67217,0.0
0.0016,866.21586,226375523.63117,56477.29155,1.55982,5.83088,0.92767,75.90043,10.19828,25.82799,29.69607,2914.25503,8265.59447,50986.63183,0.00019,0.00019,0.00019,0.01723,0.03887,0.02628,3413070.16657,0.0
0.0017,866.35486,226437145.94218,56492.66539,1.5588,5.82932,0.92728,75.87331,10.20066,25.83458,29.70416,2912.94973,8261.45874,50911.08451,0.0002,0.0002,0.0002,0.01722,0.03885,0.02627,3413999.24789,0.0
0.0018,866.49377,226498740.82622,56508.03239,1.55778,5.82776,0.9269,75.84619,10.20303,25.84117,29.71225,2911.64504,8257.32548,50835.70849,0.00021,0.00021,0.00021,0.01721,0.03884,0.02626,3414927.9157,0.0
0.0019,866.63261,226560308.2535,56523.39254,1.55676,5.82619,0.92651,75.81905,10.2054,25.84776,29.72034,2910.34094,8253.19469,50760.50325,0.00023,0.00023,0.00023,0.0172,0.03883,0.02625,3415856.16954,0.0
0.002,866.77138,226621848.19421,56538.74583,1.55573,5.82463,0.92612,75.79191,10.20777,25.85434,29.72842,2909.03744,8249.06636,50685.46825,0.00024,0.00024,0.00024,0.01719,0.03882,0.02624,3416784.00896,0.0
0.0021,866.91006,226683360.61858,56554.09226,1.55471,5.82306,0.92574,75.76476,10.21014,25.86093,29.7365,2907.73454,8244.9405,50610.60295,0.00025,0.00025,0.00025,0.01717,0.03881,0.02622,3417711.43352,0.0
0.0022,867.04867,226744845.49683,56569.43181,1.55369,5.8215,0.92535,75.7376,10.21251,25.86751,29.74458,2906.43223,8240.8171,50535.90683,0.00026,0.00026,0.00026,0.01716,0.03879,0.02621,3418638.44277,0.0
0.0023,867.1872,226806302.7992,56584.76448,1.55267,5.81993,0.92496,75.71044,10.21487,25.87408,29.75265,2905.13052,8236.69616,50461.37936,0.00027,0.00027,0.00027,0.01715,0.03878,0.0262,3419565.03626,0.0
0.0024,867.32565,226867732.49592,56600.09027,1.55165,5.81836,0.92457,75.68326,10.21724,25.88066,29.76072,2903.82941,8232.57768,50387.02001,0.00028,0.00028,0.00028,0.01714,0.03877,0.02619,3420491.21353,0.0
0.0025,867.46403,226929134.55724,56615.40916,1.55063,5.8168,0.92418,75.65609,10.2196,25.88723,29.76878,2902.52889,8228.46165,50312.82826,0.0003,0.0003,0.0003,0.01713,0.03876,0.02618,3421416.97414,0.0
0.0026,867.60232,226990508.95341,56630.72115,1.54961,5.81523,0.9238,75.6289,10.22196,25.8938,29.77684,2901.22897,8224.34807,50238.80359,0.00031,0.00031,0.00031,0.01712,0.03875,0.02616,3422342.31765,0.0
0.0027,867.74054,227051855.65471,56646.02623,1.54858,5.81366,0.92341,75.6017,10.22432,25.90037,29.7849,2899.92965,8220.23694,50164.94548,0.00032,0.00032,0.00032,0.0171,0.03874,0.02615,3423267.2436,0.0
0.0028,867.87868,227113174.6314,56661.32439,1.54756,5.81209,0.92302,75.5745,10.22668,25.90693,29.79295,2898.63091,8216.12826,50091.2534,0.00033,0.00033,0.00033,0.01709,0.03872,0.02614,3424191.75154,0.0
0.0029,868.01675,227174465.85377,56676.61563,1.54654,5.81053,0.92263,75.54729,10.22904,25.91349,29.801,2897.33278,8212.02203,50017.72686,0.00034,0.00034,0.00034,0.01708,0.03871,0.02613,3425115.84103,0.0
0.003,868.15473,227235729.29209,56691.89994,1.54551,5.80896,0.92224,75.52008,10.2314,25.92005,29.80905,2896.03523,8207.91824,49944.36532,0.00036,0.00036,0.00036,0.01707,0.0387,0.02612,3426039.51162,0.0
0.0031,868.29264,227296964.91667,56707.17731,1.54449,5.80739,0.92185,75.49285,10.23375,25.92661,29.81709,2894.73828,8203.81689,49871.16829,0.00037,0.00037,0.00037,0.01706,0.03869,0.02611,3426962.76287,0.0
0.0032,868.43047,227358172.69782,56722.44773,1.54347,5.80582,0.92146,75.46562,10.23611,25.93316,29.82513,2893.44192,8199.71798,49798.13525,0.00038,0.00038,0.00038,0.01704,0.03868,0.02609,3427885.59431,0.0
0.0033,868.56822,227419352.60584,56737.7112,1.54244,5.80425,0.92107,75.43839,10.23846,25.93971,29.83317,2892.14616,8195.6215,49725.26569,0.00039,0.00039,0.00039,0.01703,0.03866,0.02608,3428808.00551,0.0
0.0034,868.7059,227480504.61105,56752.9677,1.54142,5.80268,0.92068,75.41114,10.24081,25.94626,29.8412,2890.85099,8191.52746,49652.55911,0.0004,0.0004,0.0004,0.01702,0.03865,0.02607,3429729.99602,0.0
0.0035,868.84349,227541628.68378,56768.21724,1.54039,5.80111,0.92029,75.38389,10.24316,25.95281,29.84923,2889.5564,8187.43585,49580.015,0.00042,0.00042,0.00042,0.01701,0.03864,0.02606,3430651.5654,0.0
0.0036,868.98101,227602724.79438,56783.4598,1.53937,5.79953,0.9199,75.35663,10.24551,25.95935,29.85725,2888.26241,8183.34667,49507.63288,0.00043,0.00043,0.00043,0.017,0.03863,0.02605,3431572.71318,0.0
0.0037,869.11845,227663792.91317,56798.69538,1.53835,5.79796,0.91951,75.32936,10.24785,25.96589,29.86527,2886.96901,8179.25992,49435.41222,0.00044,0.00044,0.00044,0.01699,0.03862,0.02603,3432493.43893,0.0
0.0038,869.25581,227724833.01053,56813.92397,1.53732,5.79639,0.91912,75.30209,10.2502,25.97243,29.87329,2885.67621,8175.17559,49363.35254,0.00045,0.00045,0.00045,0.01697,0.0386,0.02602,3433413.74221,0.0
0.0039,869.3931,227785845.0568,56829.14556,1.5363,5.79482,0.91873,75.2748,10.25254,25.97896,29.8813,2884.38399,8171.09369,49291.45335,0.00046,0.00046,0.00046,0.01696,0.03859,0.02601,3434333.62255,0.0
0.004,869.5303,227846829.02237,56844.36014,1.53527,5.79324,0.91834,75.24751,10.25489,25.98549,29.88931,2883.09236,8167.0142,49219.71414,0.00047,0.00047,0.00047,0.01695,0.03858,0.026,3435253.07952,0.0
0.0041,869.66743,227907784.8776,56859.56771,1.53424,5.79167,0.91795,75.22022,10.25723,25.99202,29.89732,2881.80132,8162.93714,49148.13442,0.00049,0.00049,0.00049,0.01694,0.03857,0.02599,3436172.11268,0.0
0.0042,869.80448,227968712.59288,56874.76826,1.53322,5.7901,0.91756,75.19291,10.25957,25.99855,29.90532,2880.51086,8158.86249,49076.71372,0.0005,0.0005,0.0005,0.01693,0.03856,0.02597,3437090.72156,0.0
0.0043,869.94145,228029612.13861,56889.96178,1.53219,5.78852,0.91717,75.1656,10.26191,26.00507,29.91332,2879.221,8154.79026,49005.45153,0.00051,0.00051,0.00051,0.01691,0.03855,0.02596,3438008.90573,0.0
0.0044,870.07834,228090483.48519,56905.14827,1.53117,5.78695,0.91678,75.13828,10.26425,26.01159,29.92132,2877.93172,8150.72043,48934.34738,0.00052,0.00052,0.00052,0.0169,0.03853,0.02595,3438926.66475,0.0
0.0045,870.21515,228151326.60303,56920.32771,1.53014,5.78537,0.91639,75.11096,10.26658,26.01811,29.92931,2876.64304,8146.65302,48863.40077,0.00053,0.00053,0.00053,0.01689,0.03852,0.02594,3439843.99815,0.0
0.0046,870.35189,228212141.46255,56935.50011,1.52911,5.7838,0.916,75.08362,10.26892,26.02463,29.9373,2875.35493,8142.58801,48792.61123,0.00055,0.00055,0.00055,0.01688,0.03851,0.02593,3440760.90551,0.0
0.0047,870.48854,228272928.03419,56950.66544,1.52808,5.78222,0.91561,75.05628,10.27125,26.03114,29.94528,2874.06742,8138.52541,48721.97827,0.00056,0.00056,0.00056,0.01687,0.0385,0.02592,3441677.38637,0.0
0.0048,870.62512,228333686.28837,56965.82371,1.52706,5.78065,0.91522,75.02894,10.27358,26.03765,29.95326,2872.78049,8134.46522,48651.50143,0.00057,0.00057,0.00057,0.01685,0.03849,0.0259,3442593.44028,0.0
0.0049,870.76162,228394416.19554,56980.97491,1.52603,5.77907,0.91482,75.00158,10.27591,26.04416,29.96124,2871.49415,8130.40742,48581.18021,0.00058,0.00058,0.00058,0.01684,0.03847,0.02589,3443509.06681,0.0
0.005,870.89804,228455117.72615,56996.11903,1.525,5.77749,0.91443,74.97422,10.27824,26.05066,29.96921,2870.20839,8126.35202,48511.01415,0.00059,0.00059,0.00059,0.01683,0.03846,0.02588,3444424.2655,0.0
0.0051,871.03438,228515790.85068,57011.25606,1.52397,5.77591,0.91404,74.94685,10.28057,26.05717,29.97718,2868.92322,8122.29902,48441.00277,0.00061,0.00061,0.00061,0.01682,0.03845,0.02587,3445339.03591,0.0
0.0052,871.17064,228576435.53958,57026.386,1.52295,5.77434,0.91365,74.91947,10.2829,26.06367,29.98514,2867.63863,8118.24841,48371.1456,0.00062,0.00062,0.00062,0.01681,0.03844,0.02586,3446253.3776,0.0
0.0053,871.30683,228637051.76334,57041.50884,1.52192,5.77276,0.91325,74.89209,10.28522,26.07016,29.99311,2866.35463,8114.20019,48301.44218,0.00063,0.00063,0.00063,0.01679,0.03843,0.02584,3447167.29012,0.0
0.0054,871.44293,228697639.49245,57056.62457,1.52089,5.77118,0.91286,74.8647,10.28754,26.07666,30.00106,2865.07121,8110.15437,48231.89203,0.00064,0.00064,0.00064,0.01678,0.03841,0.02583,3448080.77302,0.0
0.0055,871.57896,228758198.6974,57071.73318,1.51986,5.7696,0.91247,74.8373,10.28987,26.08315,30.00902,2863.78837,8106.11093,48162.49468,0.00065,0.00065,0.00065,0.01677,0.0384,0.02582,3448993.82587,0.0
0.0056,871.7149,228818729.34869,57086.83467,1.51883,5.76802,0.91208,74.80989,10.29219,26.08964,30.01697,2862.50612,8102.06987,48093.24969,0.00066,0.00066,0.00066,0.01676,0.03839,0.02581,3449906.44821,0.0
0.0057,871.85077,228879231.41685,57101.92902,1.5178,5.76644,0.91168,74.78248,10.29451,26.09612,30.02492,2861.22445,8098.0312,48024.15657,0.00068,0.00068,0.00068,0.01675,0.03838,0.0258,3450818.6396,0.0
0.0058,871.98656,228939704.87239,57117.01624,1.51677,5.76486,0.91129,74.75506,10.29683,26.10261,30.03286,2859.94336,8093.99491,47955.21488,0.00069,0.00069,0.00069,0.01674,0.03837,0.02578,3451730.3996,0.0
