Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Propellant Mass(G3;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flow(G3;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Mass Flux(G3;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Regression Depth(G3;m),Web(G1;m),Web(G2;m),Web(G3;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,205.08035,28252001.99596,0,3.00389,1.89969,1.11976,82.74414,0,0,0,0,0,0,0,0,0,0.03136,0.02778,0.01523,0,0
0.0001,205.10958,28258544.60556,19106.29986,3.00389,1.89969,1.11976,82.72975,0.0,0.0,0.0,3534.61383,2186.17636,3343.47312,1e-05,1e-05,1e-05,0.03136,0.02777,0.01523,1426186.7507,0.0
0.0002,205.1388,28265086.95916,19110.72331,3.0035,1.89936,1.11944,82.71535,3.9891,7.33351,10.4763,3533.44373,5367.59148,11777.1022,1e-05,1e-05,1e-05,0.03135,0.02777,0.01522,1426516.93819,0.0
0.0003,205.16802,28271629.056,19115.14658,3.0031,1.89902,1.11913,82.70095,3.99003,7.33503,10.47872,3532.27423,5365.97518,11772.44339,2e-05,2e-05,2e-05,0.03135,0.02776,0.01522,1426847.11273,0.0
0.0004,205.19723,28278170.89535,19119.56968,3.0027,1.89869,1.11881,82.68655,3.99097,7.33655,10.48115,3531.10533,5364.35955,11767.7874,2e-05,2e-05,2e-05,0.03134,0.02776,0.01521,1427177.27427,0.0
0.0005,205.22645,28284712.47647,19123.9926,3.0023,1.89835,1.1185,82.67215,3.9919,7.33808,10.48358,3529.93704,5362.74458,11763.13421,3e-05,3e-05,3e-05,0.03134,0.02775,0.01521,1427507.42278,0.0
0.0006,205.25565,28291253.79861,19128.41535,3.0019,1.89802,1.11819,82.65774,3.99283,7.3396,10.486,3528.76936,5361.13027,11758.48383,3e-05,3e-05,3e-05,0.03133,0.02774,0.0152,1427837.55821,0.0
0.0007,205.28486,28297794.86103,19132.83793,3.0015,1.89768,1.11787,82.64333,3.99376,7.34113,10.48843,3527.60227,5359.51661,11753.83625,4e-05,4e-05,4e-05,0.03132,0.02774,0.0152,1428167.68054,0.0
0.0008,205.31406,28304335.663,19137.26033,3.0011,1.89735,1.11756,82.62891,3.9947,7.34265,10.49085,3526.43579,5357.90362,11749.19147,4e-05,4e-05,4e-05,0.03132,0.02773,0.01519,1428497.78973,0.0
0.0009,205.34325,28310876.20376,19141.68255,3.0007,1.89701,1.11724,82.61449,3.99563,7.34417,10.49328,3525.26992,5356.29129,11744.54949,5e-05,5e-05,5e-05,0.03131,0.02773,0.01518,1428827.88573,0.0
0.001,205.37245,28317416.48259,19146.10459,3.0003,1.89668,1.11693,82.60007,3.99656,7.34569,10.4957,3524.10464,5354.67961,11739.9103,5e-05,5e-05,5e-05,0.03131,0.02772,0.01518,1429157.96851,0.0
0.0011,205.40163,28323956.49874,19150.52646,2.9999,1.89634,1.11661,82.58565,3.99749,7.34722,10.49813,3522.93997,5353.0686,11735.2739,6e-05,6e-05,6e-05,0.0313,0.02772,0.01517,1429488.03803,0.0
0.0012,205.43082,28330496.25147,19154.94815,2.9995,1.89601,1.1163,82.57122,3.99843,7.34874,10.50055,3521.77589,5351.45824,11730.6403,6e-05,6e-05,6e-05,0.0313,0.02771,0.01517,1429818.09426,0.0
0.0013,205.46,28337035.74003,19159.36965,2.9991,1.89567,1.11598,82.55679,3.99936,7.35026,10.50298,3520.61242,5349.84854,11726.00948,7e-05,7e-05,7e-05,0.03129,0.02771,0.01516,1430148.13716,0.0
0.0014,205.48918,28343574.96369,19163.79099,2.9987,1.89534,1.11566,82.54235,4.00029,7.35179,10.5054,3519.44955,5348.23949,11721.38145,7e-05,7e-05,7e-05,0.03129,0.0277,0.01516,1430478.16669,0.0
0.0015,205.51835,28350113.9217,19168.21214,2.9983,1.895,1.11535,82.52791,4.00122,7.35331,10.50783,3518.28727,5346.6311,11716.75619,8e-05,8e-05,8e-05,0.03128,0.0277,0.01515,1430808.18281,0.0
0.0016,205.54752,28356652.61332,19172.63311,2.9979,1.89467,1.11503,82.51347,4.00216,7.35483,10.51025,3517.1256,5345.02337,11712.13372,8e-05,8e-05,8e-05,0.03128,0.02769,0.01515,1431138.18549,0.0
0.0017,205.57669,28363191.03781,19177.0539,2.9975,1.89433,1.11472,82.49903,4.00309,7.35635,10.51268,3515.96452,5343.41629,11707.51402,9e-05,9e-05,9e-05,0.03127,0.02769,0.01514,1431468.17468,0.0
0.0018,205.60585,28369729.19443,19181.47451,2.9971,1.894,1.1144,82.48458,4.00402,7.35788,10.5151,3514.80405,5341.80987,11702.8971,0.0001,0.0001,0.0001,0.03127,0.02768,0.01514,1431798.15036,0.0
0.0019,205.63501,28376267.08244,19185.89493,2.9967,1.89366,1.11409,82.47013,4.00495,7.3594,10.51753,3513.64417,5340.20411,11698.28295,0.0001,0.0001,0.0001,0.03126,0.02768,0.01513,1432128.11248,0.0
0.002,205.66416,28382804.70109,19190.31518,2.9963,1.89333,1.11377,82.45567,4.00588,7.36092,10.51995,3512.48488,5338.59899,11693.67157,0.00011,0.00011,0.00011,0.03126,0.02767,0.01513,1432458.061,0.0
0.0021,205.69331,28389342.04964,19194.73524,2.9959,1.89299,1.11345,82.44122,4.00682,7.36244,10.52237,3511.3262,5336.99454,11689.06296,0.00011,0.00011,0.00011,0.03125,0.02767,0.01512,1432787.99589,0.0
0.0022,205.72246,28395879.12736,19199.15512,2.9955,1.89265,1.11314,82.42675,4.00775,7.36396,10.5248,3510.16811,5335.39073,11684.45711,0.00012,0.00012,0.00012,0.03125,0.02766,0.01512,1433117.91712,0.0
0.0023,205.75161,28402415.93349,19203.57482,2.9951,1.89232,1.11282,82.41229,4.00868,7.36549,10.52722,3509.01061,5333.78758,11679.85402,0.00012,0.00012,0.00012,0.03124,0.02765,0.01511,1433447.82464,0.0
0.0024,205.78074,28408952.46729,19207.99433,2.9947,1.89198,1.11251,82.39782,4.00961,7.36701,10.52965,3507.85371,5332.18508,11675.25369,0.00013,0.00013,0.00013,0.03123,0.02765,0.01511,1433777.71841,0.0
0.0025,205.80988,28415488.72803,19212.41366,2.9943,1.89165,1.11219,82.38335,4.01055,7.36853,10.53207,3506.6974,5330.58323,11670.65612,0.00013,0.00013,0.00013,0.03123,0.02764,0.0151,1434107.5984,0.0
0.0026,205.83901,28422024.71496,19216.8328,2.99389,1.89131,1.11187,82.36888,4.01148,7.37005,10.53449,3505.54169,5328.98204,11666.0613,0.00014,0.00014,0.00014,0.03122,0.02764,0.01509,1434437.46457,0.0
