Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Web(G1;m),Web(G2;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,138.86087,114061370.70788,0,1.00178,1.18006,81.78529,0,0,0,0,0,0,0.02351,0.02466,0,0
0.0001,138.93909,114188188.18786,52890.44945,1.00178,1.18006,81.68094,0.0,0.0,18136.10333,8377.22506,3e-05,3e-05,0.02347,0.02463,3584125.72118,0.0
0.0002,139.01711,114314765.12474,52949.0782,1.00063,1.17843,81.57648,11.48485,27.83802,18080.82117,15648.73074,6e-05,6e-05,0.02344,0.0246,3588098.70352,0.0
0.0003,139.09494,114441100.21486,53007.59494,0.99948,1.17679,81.4719,11.50316,27.86894,18025.79643,15623.72203,0.0001,0.0001,0.02341,0.02456,3592064.0948,0.0
0.0004,139.17258,114567192.15541,53065.99905,0.99832,1.17515,81.3672,11.52146,27.89981,17971.02725,15598.73869,0.00013,0.00013,0.02338,0.02453,3596021.85413,0.0
0.0005,139.25003,114693039.6444,53124.28993,0.99717,1.17352,81.26239,11.53973,27.93062,17916.51175,15573.78067,0.00016,0.00016,0.02334,0.0245,3599971.94065,0.0
0.0006,139.32728,114818641.38071,53182.46698,0.99601,1.17188,81.15746,11.55799,27.96137,17862.2481,15548.84797,0.00019,0.00019,0.02331,0.02447,3603914.3135,0.0
0.0007,139.40434,114943996.06412,53240.5296,0.99486,1.17023,81.05242,11.57622,27.99206,17808.23446,15523.94054,0.00023,0.00023,0.02328,0.02443,3607848.93189,0.0
0.0008,139.48121,115069102.39531,53298.47719,0.9937,1.16859,80.94726,11.59443,28.02269,17754.46902,15499.05836,0.00026,0.00026,0.02325,0.0244,3611775.75503,0.0
0.0009,139.55788,115193959.0759,53356.30915,0.99254,1.16695,80.84199,11.61263,28.05326,17700.95,15474.20141,0.00029,0.00029,0.02322,0.02437,3615694.74216,0.0
0.001,139.63436,115318564.80848,53414.02486,0.99137,1.1653,80.73661,11.6308,28.08377,17647.6756,15449.36965,0.00032,0.00032,0.02318,0.02434,3619605.85257,0.0
0.0011,139.71064,115442918.29663,53471.62374,0.99021,1.16365,80.63111,11.64896,28.11422,17594.64409,15424.56306,0.00036,0.00036,0.02315,0.0243,3623509.04556,0.0
0.0012,139.78673,115567018.24493,53529.10519,0.98904,1.16201,80.5255,11.66709,28.14461,17541.85371,15399.78162,0.00039,0.00039,0.02312,0.02427,3627404.28047,0.0
0.0013,139.86262,115690863.359,53586.4686,0.98787,1.16036,80.41977,11.6852,28.17494,17489.30274,15375.02529,0.00042,0.00042,0.02308,0.02424,3631291.51667,0.0
0.0014,139.93831,115814452.34553,53643.71337,0.9867,1.15871,80.31393,11.70329,28.2052,17436.98948,15350.29405,0.00045,0.00045,0.02305,0.02421,3635170.71357,0.0
0.0015,140.01381,115937783.91227,53700.83891,0.98553,1.15706,80.20798,11.72136,28.2354,17384.91222,15325.58787,0.00049,0.00049,0.02302,0.02417,3639041.8306,0.0
0.0016,140.08911,116060856.76809,53757.84462,0.98436,1.1554,80.10192,11.73941,28.26554,17333.06929,15300.90674,0.00052,0.00052,0.02299,0.02414,3642904.82725,0.0
0.0017,140.16421,116183669.62301,53814.7299,0.98318,1.15375,79.99574,11.75744,28.29562,17281.45904,15276.25061,0.00055,0.00055,0.02295,0.02411,3646759.66302,0.0
