Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Web(G1;m),Web(G2;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,425.79851,37059767.73775,0,2.69058,6.30345,88.46938,0,0,0,0,0,0,0.03831,0.04881,0,0
0.0001,425.81595,37062224.34901,12821.91336,2.69058,6.30345,88.46318,0.0,0.0,940.04826,1972.32924,0.0,0.0,0.03831,0.04881,808609.31462,0.0
0.0002,425.83338,37064680.61158,12822.76312,2.69032,6.30308,88.45698,2.62822,6.3016,939.86649,3790.26925,1e-05,1e-05,0.03831,0.04881,808662.90441,0.0
0.0003,425.85082,37067136.52538,12823.61276,2.69006,6.30271,88.45078,2.62834,6.30202,939.68477,3789.37651,1e-05,1e-05,0.0383,0.0488,808716.48659,0.0
0.0004,425.86825,37069592.09033,12824.46228,2.68979,6.30235,88.44458,2.62845,6.30244,939.50309,3788.48407,1e-05,1e-05,0.0383,0.0488,808770.06116,0.0
0.0005,425.88567,37072047.30635,12825.31168,2.68953,6.30198,88.43838,2.62856,6.30286,939.32146,3787.59194,2e-05,2e-05,0.0383,0.0488,808823.62811,0.0
0.0006,425.9031,37074502.17335,12826.16095,2.68927,6.30161,88.43218,2.62868,6.30327,939.13987,3786.70012,2e-05,2e-05,0.03829,0.04879,808877.18746,0.0
0.0007,425.92052,37076956.69127,12827.01011,2.68901,6.30124,88.42598,2.62879,6.30369,938.95833,3785.80861,2e-05,2e-05,0.03829,0.04879,808930.73918,0.0
0.0008,425.93794,37079410.86002,12827.85914,2.68874,6.30088,88.41978,2.6289,6.30411,938.77683,3784.91741,3e-05,3e-05,0.03829,0.04879,808984.28329,0.0
0.0009,425.95535,37081864.67952,12828.70806,2.68848,6.30051,88.41358,2.62902,6.30453,938.59537,3784.02652,3e-05,3e-05,0.03828,0.04878,809037.81978,0.0
