Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flux(G1;kg/(m^2*s)),Regression Depth(G1;m),Web(G1;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,119.61934,50133802.82724,0,1.99806,80.25949,0,0,0,0.03821,0,0
0.0001,119.61579,50130957.16346,26202.48612,1.99806,80.20736,0.0,3252.75348,2e-05,0.03819,1082462.99876,0.0
0.0002,119.61219,50128082.68423,26200.98369,1.99676,80.15524,12.97686,3248.84334,4e-05,0.03817,1082400.93097,0.0
0.0003,119.60857,50125179.39507,26199.4662,1.99546,80.10312,12.97612,3244.93849,6e-05,0.03816,1082338.24111,0.0
0.0004,119.6049,50122247.30156,26197.93365,1.99417,80.051,12.97537,3241.03893,8e-05,0.03814,1082274.92927,0.0
0.0005,119.6012,50119286.40932,26196.38605,1.99287,79.99889,12.97462,3237.14465,0.0001,0.03812,1082210.9956,0.0
0.0006,119.59747,50116296.72404,26194.82339,1.99157,79.94677,12.97386,3233.25564,0.00011,0.0381,1082146.44021,0.0
0.0007,119.5937,50113278.25146,26193.2457,1.99027,79.89467,12.97309,3229.37189,0.00013,0.03808,1082081.26322,0.0
0.0008,119.58989,50110230.99737,26191.65296,1.98898,79.84256,12.97232,3225.49339,0.00015,0.03806,1082015.46476,0.0
0.0009,119.58604,50107154.96762,26190.04517,1.98768,79.79046,12.97153,3221.62012,0.00017,0.03804,1081949.04495,0.0
0.001,119.58216,50104050.16812,26188.42236,1.98638,79.73836,12.97074,3217.75209,0.00019,0.03802,1081882.00393,0.0
0.0011,119.57825,50100916.60483,26186.7845,1.98509,79.68627,12.96994,3213.88928,0.00021,0.038,1081814.34182,0.0
0.0012,119.57429,50097754.28376,26185.13162,1.98379,79.63417,12.96914,3210.03168,0.00023,0.03798,1081746.05875,0.0
0.0013,119.57031,50094563.21097,26183.46371,1.98249,79.58208,12.96832,3206.17928,0.00025,0.03797,1081677.15486,0.0
0.0014,119.56628,50091343.3926,26181.78077,1.9812,79.53,12.9675,3202.33207,0.00027,0.03795,1081607.63027,0.0
0.0015,119.56222,50088094.83483,26180.08281,1.9799,79.47792,12.96668,3198.49004,0.00029,0.03793,1081537.48511,0.0
0.0016,119.55812,50084817.54388,26178.36983,1.9786,79.42584,12.96584,3194.65319,0.0003,0.03791,1081466.71954,0.0
0.0017,119.55399,50081511.52605,26176.64184,1.97731,79.37376,12.965,3190.8215,0.00032,0.03789,1081395.33367,0.0
0.0018,119.54982,50078176.78767,26174.89884,1.97601,79.32169,12.96415,3186.99497,0.00034,0.03787,1081323.32764,0.0
0.0019,119.54562,50074813.33516,26173.14083,1.97471,79.26962,12.96329,3183.17358,0.00036,0.03785,1081250.7016,0.0
0.002,119.54138,50071421.17495,26171.36781,1.97342,79.21756,12.96242,3179.35733,0.00038,0.03783,1081177.45569,0.0
0.0021,119.5371,50068000.31357,26169.57979,1.97212,79.1655,12.96155,3175.5462,0.0004,0.03781,1081103.59003,0.0
0.0022,119.53279,50064550.75757,26167.77677,1.97082,79.11344,12.96067,3171.74019,0.00042,0.03779,1081029.10479,0.0
0.0023,119.52844,50061072.51357,26165.95876,1.96953,79.06138,12.95978,3167.93929,0.00044,0.03778,1080954.00009,0.0
0.0024,119.52405,50057565.58824,26164.12576,1.96823,79.00933,12.95889,3164.14348,0.00046,0.03776,1080878.27608,0.0
0.0025,119.51963,50054029.98832,26162.27777,1.96694,78.95729,12.95799,3160.35277,0.00048,0.03774,1080801.93291,0.0
0.0026,119.51518,50050465.72057,26160.4148,1.96564,78.90524,12.95708,3156.56713,0.00049,0.03772,1080724.97073,0.0
0.0027,119.51068,50046872.79184,26158.53684,1.96435,78.8532,12.95616,3152.78657,0.00051,0.0377,1080647.38968,0.0
0.0028,119.50616,50043251.20902,26156.64391,1.96305,78.80117,12.95524,3149.01107,0.00053,0.03768,1080569.18991,0.0
0.0029,119.50159,50039600.97906,26154.73601,1.96175,78.74914,12.9543,3145.24062,0.00055,0.03766,1080490.37156,0.0
0.003,119.49699,50035922.10894,26152.81313,1.96046,78.69711,12.95336,3141.47521,0.00057,0.03764,1080410.93481,0.0
0.0031,119.49235,50032214.60574,26150.87529,1.95916,78.64508,12.95242,3137.71484,0.00059,0.03762,1080330.87978,0.0
0.0032,119.48768,50028478.47655,26148.92249,1.95787,78.59306,12.95146,3133.95949,0.00061,0.0376,1080250.20664,0.0
0.0033,119.48297,50024713.72855,26146.95473,1.95657,78.54105,12.9505,3130.20916,0.00063,0.03758,1080168.91555,0.0
0.0034,119.47823,50020920.36894,26144.97201,1.95528,78.48903,12.94953,3126.46384,0.00065,0.03757,1080087.00665,0.0
0.0035,119.47345,50017098.40501,26142.97434,1.95398,78.43703,12.94856,3122.72351,0.00067,0.03755,1080004.48011,0.0
0.0036,119.46863,50013247.84407,26140.96173,1.95269,78.38502,12.94757,3118.98817,0.00069,0.03753,1079921.33608,0.0
0.0037,119.46378,50009368.69351,26138.93417,1.95139,78.33302,12.94658,3115.25782,0.0007,0.03751,1079837.57472,0.0
0.0038,119.45889,50005460.96077,26136.89167,1.9501,78.28102,12.94558,3111.53243,0.00072,0.03749,1079753.1962,0.0
0.0039,119.45397,50001524.65333,26134.83424,1.94881,78.22903,12.94458,3107.81201,0.00074,0.03747,1079668.20067,0.0
0.004,119.44901,49997559.77874,26132.76188,1.94751,78.17704,12.94356,3104.09654,0.00076,0.03745,1079582.5883,0.0
0.0041,119.44401,49993566.3446,26130.67459,1.94622,78.12506,12.94254,3100.38602,0.00078,0.03743,1079496.35926,0.0
0.0042,119.43898,49989544.35856,26128.57237,1.94492,78.07308,12.94151,3096.68043,0.0008,0.03741,1079409.5137,0.0
0.0043,119.43391,49985493.82832,26126.45524,1.94363,78.0211,12.94048,3092.97977,0.00082,0.03739,1079322.05179,0.0
0.0044,119.42881,49981414.76165,26124.32319,1.94233,77.96913,12.93944,3089.28402,0.00084,0.03738,1079233.9737,0.0
0.0045,119.42367,49977307.16637,26122.17623,1.94104,77.91716,12.93839,3085.59319,0.00086,0.03736,1079145.27961,0.0
0.0046,119.41849,49973171.05033,26120.01436,1.93975,77.8652,12.93733,3081.90726,0.00088,0.03734,1079055.96967,0.0
0.0047,119.41328,49969006.42148,26117.83759,1.93845,77.81324,12.93626,3078.22621,0.00089,0.03732,1078966.04407,0.0
0.0048,119.40803,49964813.28777,26115.64592,1.93716,77.76128,12.93519,3074.55005,0.00091,0.0373,1078875.50297,0.0
0.0049,119.40275,49960591.65725,26113.43935,1.93587,77.70933,12.93411,3070.87877,0.00093,0.03728,1078784.34654,0.0
