Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Propellant Mass(G2;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flow(G2;kg/s),Mass Flux(G1;kg/(m^2*s)),Mass Flux(G2;kg/(m^2*s)),Regression Depth(G1;m),Regression Depth(G2;m),Web(G1;m),Web(G2;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,217.45813,41635322.11621,0,2.61591,1.56999,80.93606,0,0,0,0,0,0,0.03911,0.03311,0,0
0.0001,217.46727,41638229.248,21861.48804,2.61591,1.56999,80.91198,0.0,0.0,1536.45667,3349.69356,1e-05,1e-05,0.0391,0.0331,2515739.10701,0.0
0.0002,217.47638,41641131.008,21863.01156,2.61511,1.56954,80.8879,8.02155,12.45169,1535.7189,11249.30046,2e-05,2e-05,0.03909,0.03309,2515914.42837,0.0
0.0003,217.48548,41644027.39514,21864.53226,2.61431,1.5691,80.86382,8.02165,12.45255,1534.9815,11238.30369,3e-05,3e-05,0.03909,0.03308,2516089.42511,0.0
0.0004,217.49456,41646918.40835,21866.05014,2.6135,1.56866,80.83974,8.02176,12.45342,1534.24446,11227.32219,4e-05,4e-05,0.03908,0.03307,2516264.09716,0.0
0.0005,217.50363,41649804.04657,21867.5652,2.6127,1.56822,80.81566,8.02187,12.45429,1533.50779,11216.35592,5e-05,5e-05,0.03907,0.03306,2516438.44447,0.0
0.0006,217.51268,41652684.30873,21869.07744,2.6119,1.56777,80.79158,8.02197,12.45515,1532.77149,11205.40487,6e-05,6e-05,0.03906,0.03305,2516612.46695,0.0
0.0007,217.52171,41655559.19378,21870.58685,2.6111,1.56733,80.76749,8.02208,12.45601,1532.03555,11194.46899,7e-05,7e-05,0.03905,0.03304,2516786.16456,0.0
0.0008,217.53072,41658428.70065,21872.09344,2.61029,1.56689,80.7434,8.02218,12.45687,1531.29998,11183.54827,8e-05,8e-05,0.03904,0.03303,2516959.53722,0.0
0.0009,217.53972,41661292.82828,21873.5972,2.60949,1.56644,80.71931,8.02228,12.45773,1530.56478,11172.64266,9e-05,9e-05,0.03903,0.03302,2517132.58487,0.0
0.001,217.54869,41664151.57562,21875.09814,2.60869,1.566,80.69522,8.02239,12.45859,1529.82994,11161.75215,0.0001,0.0001,0.03902,0.03301,2517305.30746,0.0
0.0011,217.55766,41667004.94162,21876.59626,2.60789,1.56555,80.67113,8.02249,12.45945,1529.09547,11150.8767,0.00011,0.00011,0.03901,0.033,2517477.7049,0.0
0.0012,217.5666,41669852.92522,21878.09155,2.60709,1.56511,80.64704,8.02259,12.4603,1528.36137,11140.01629,0.00011,0.00011,0.039,0.03299,2517649.77715,0.0
0.0013,217.57553,41672695.52537,21879.58401,2.60628,1.56467,80.62294,8.02269,12.46116,1527.62763,11129.17089,0.00012,0.00012,0.03899,0.03298,2517821.52414,0.0
0.0014,217.58444,41675532.74103,21881.07364,2.60548,1.56422,80.59884,8.02278,12.46201,1526.89426,11118.34046,0.00013,0.00013,0.03898,0.03297,2517992.9458,0.0
0.0015,217.59333,41678364.57115,21882.56045,2.60468,1.56378,80.57474,8.02288,12.46286,1526.16125,11107.52498,0.00014,0.00014,0.03897,0.03296,2518164.04207,0.0
0.0016,217.60221,41681191.01468,21884.04443,2.60388,1.56333,80.55064,8.02298,12.4637,1525.42861,11096.72442,0.00015,0.00015,0.03896,0.03295,2518334.81289,0.0
0.0017,217.61107,41684012.07059,21885.52558,2.60307,1.56289,80.52654,8.02307,12.46455,1524.69633,11085.93875,0.00016,0.00016,0.03895,0.03294,2518505.25819,0.0
0.0018,217.61991,41686827.73782,21887.0039,2.60227,1.56245,80.50244,8.02317,12.4654,1523.96441,11075.16795,0.00017,0.00017,0.03894,0.03293,2518675.37792,0.0
0.0019,217.62873,41689638.01536,21888.47939,2.60147,1.562,80.47833,8.02326,12.46624,1523.23286,11064.41198,0.00018,0.00018,0.03893,0.03292,2518845.17201,0.0
0.002,217.63754,41692442.90215,21889.95205,2.60067,1.56156,80.45422,8.02335,12.46708,1522.50167,11053.67082,0.00019,0.00019,0.03892,0.03291,2519014.64039,0.0
0.0021,217.64633,41695242.39716,21891.42188,2.59986,1.56111,80.43012,8.02344,12.46792,1521.77085,11042.94444,0.0002,0.0002,0.03891,0.03291,2519183.78301,0.0
0.0022,217.65511,41698036.49937,21892.88888,2.59906,1.56067,80.40601,8.02353,12.46876,1521.04039,11032.23281,0.00021,0.00021,0.0389,0.0329,2519352.5998,0.0
0.0023,217.66386,41700825.20773,21894.35305,2.59826,1.56022,80.38189,8.02362,12.46959,1520.31029,11021.5359,0.00022,0.00022,0.03889,0.03289,2519521.0907,0.0
0.0024,217.6726,41703608.52123,21895.81438,2.59746,1.55978,80.35778,8.02371,12.47043,1519.58056,11010.85369,0.00023,0.00023,0.03888,0.03288,2519689.25564,0.0
0.0025,217.68132,41706386.43883,21897.27288,2.59666,1.55933,80.33366,8.0238,12.47126,1518.85118,11000.18614,0.00024,0.00024,0.03887,0.03287,2519857.09458,0.0
0.0026,217.69003,41709158.95952,21898.72855,2.59585,1.55889,80.30955,8.02389,12.4721,1518.12217,10989.53324,0.00025,0.00025,0.03887,0.03286,2520024.60743,0.0
0.0027,217.69871,41711926.08226,21900.18139,2.59505,1.55844,80.28543,8.02397,12.47293,1517.39353,10978.89494,0.00026,0.00026,0.03886,0.03285,2520191.79415,0.0
0.0028,217.70738,41714687.80604,21901.63138,2.59425,1.558,80.26131,8.02406,12.47375,1516.66524,10968.27123,0.00027,0.00027,0.03885,0.03284,2520358.65467,0.0
0.0029,217.71604,41717444.12984,21903.07855,2.59345,1.55755,80.23719,8.02414,12.47458,1515.93732,10957.66207,0.00028,0.00028,0.03884,0.03283,2520525.18893,0.0
0.003,217.72467,41720195.05265,21904.52288,2.59264,1.55711,80.21306,8.02423,12.47541,1515.20975,10947.06745,0.00029,0.00029,0.03883,0.03282,2520691.39686,0.0
0.0031,217.73329,41722940.57343,21905.96437,2.59184,1.55666,80.18894,8.02431,12.47623,1514.48255,10936.48732,0.0003,0.0003,0.03882,0.03281,2520857.27841,0.0
0.0032,217.74189,41725680.6912,21907.40302,2.59104,1.55622,80.16481,8.02439,12.47705,1513.75571,10925.92167,0.00031,0.00031,0.03881,0.0328,2521022.83352,0.0
0.0033,217.75048,41728415.40492,21908.83884,2.59024,1.55577,80.14068,8.02447,12.47787,1513.02923,10915.37046,0.00032,0.00032,0.0388,0.03279,2521188.06211,0.0
0.0034,217.75904,41731144.71361,21910.27182,2.58943,1.55533,80.11655,8.02455,12.47869,1512.30311,10904.83367,0.00033,0.00033,0.03879,0.03278,2521352.96415,0.0
0.0035,217.76759,41733868.61623,21911.70196,2.58863,1.55488,80.09242,8.02463,12.47951,1511.57735,10894.31127,0.00034,0.00034,0.03878,0.03277,2521517.53955,0.0
0.0036,217.77613,41736587.11181,21913.12927,2.58783,1.55444,80.06829,8.02471,12.48033,1510.85195,10883.80324,0.00034,0.00034,0.03877,0.03276,2521681.78826,0.0
0.0037,217.78464,41739300.19932,21914.55373,2.58703,1.55399,80.04416,8.02478,12.48114,1510.12691,10873.30954,0.00035,0.00035,0.03876,0.03275,2521845.71023,0.0
0.0038,217.79314,41742007.87776,21915.97535,2.58622,1.55355,80.02002,8.02486,12.48195,1509.40223,10862.83016,0.00036,0.00036,0.03875,0.03274,2522009.30538,0.0
0.0039,217.80162,41744710.14615,21917.39414,2.58542,1.5531,79.99588,8.02493,12.48276,1508.6779,10852.36506,0.00037,0.00037,0.03874,0.03273,2522172.57367,0.0
0.004,217.81009,41747407.00348,21918.81008,2.58462,1.55265,79.97174,8.02501,12.48357,1507.95394,10841.91421,0.00038,0.00038,0.03873,0.03272,2522335.51502,0.0
0.0041,217.81853,41750098.44876,21920.22318,2.58382,1.55221,79.9476,8.02508,12.48438,1507.23034,10831.47759,0.00039,0.00039,0.03872,0.03271,2522498.12938,0.0
0.0042,217.82696,41752784.48098,21921.63344,2.58301,1.55176,79.92346,8.02515,12.48519,1506.50709,10821.05518,0.0004,0.0004,0.03871,0.0327,2522660.4167,0.0
0.0043,217.83537,41755465.09917,21923.04085,2.58221,1.55132,79.89932,8.02522,12.48599,1505.7842,10810.64694,0.00041,0.00041,0.0387,0.03269,2522822.3769,0.0
0.0044,217.84377,41758140.30234,21924.44542,2.58141,1.55087,79.87517,8.02529,12.48679,1505.06167,10800.25285,0.00042,0.00042,0.03869,0.03268,2522984.00993,0.0
0.0045,217.85215,41760810.08949,21925.84715,2.58061,1.55042,79.85103,8.02536,12.48759,1504.3395,10789.87289,0.00043,0.00043,0.03868,0.03268,2523145.31573,0.0
0.0046,217.86051,41763474.45963,21927.24604,2.5798,1.54998,79.82688,8.02543,12.48839,1503.61769,10779.50702,0.00044,0.00044,0.03867,0.03267,2523306.29424,0.0
0.0047,217.86885,41766133.4118,21928.64208,2.579,1.54953,79.80273,8.0255,12.48919,1502.89623,10769.15522,0.00045,0.00045,0.03866,0.03266,2523466.94541,0.0
0.0048,217.87718,41768786.94499,21930.03527,2.5782,1.54908,79.77858,8.02556,12.48999,1502.17513,10758.81746,0.00046,0.00046,0.03865,0.03265,2523627.26916,0.0
0.0049,217.88549,41771435.05825,21931.42562,2.5774,1.54864,79.75442,8.02563,12.49078,1501.45439,10748.49372,0.00047,0.00047,0.03864,0.03264,2523787.26545,0.0
0.005,217.89378,41774077.75058,21932.81313,2.57659,1.54819,79.73027,8.02569,12.49158,1500.734,10738.18397,0.00048,0.00048,0.03863,0.03263,2523946.93421,0.0
0.0051,217.90205,41776715.02101,21934.19778,2.57579,1.54775,79.70611,8.02576,12.49237,1500.01397,10727.88818,0.00049,0.00049,0.03863,0.03262,2524106.27538,0.0
0.0052,217.91031,41779346.86857,21935.57959,2.57499,1.5473,79.68195,8.02582,12.49316,1499.29429,10717.60633,0.0005,0.0005,0.03862,0.03261,2524265.28891,0.0
0.0053,217.91855,41781973.29229,21936.95856,2.57419,1.54685,79.6578,8.02588,12.49395,1498.57498,10707.3384,0.00051,0.00051,0.03861,0.0326,2524423.97474,0.0
0.0054,217.92677,41784594.29119,21938.33467,2.57338,1.5464,79.63363,8.02594,12.49473,1497.85601,10697.08435,0.00052,0.00052,0.0386,0.03259,2524582.33281,0.0
0.0055,217.93498,41787209.86431,21939.70793,2.57258,1.54596,79.60947,8.026,12.49552,1497.1374,10686.84416,0.00053,0.00053,0.03859,0.03258,2524740.36305,0.0
0.0056,217.94317,41789820.01069,21941.07835,2.57178,1.54551,79.58531,8.02606,12.4963,1496.41915,10676.61781,0.00054,0.00054,0.03858,0.03257,2524898.06542,0.0
0.0057,217.95134,41792424.72935,21942.44592,2.57097,1.54506,79.56114,8.02612,12.49708,1495.70125,10666.40526,0.00055,0.00055,0.03857,0.03256,2525055.43985,0.0
0.0058,217.95949,41795024.01934,21943.81063,2.57017,1.54462,79.53698,8.02618,12.49786,1494.98371,10656.2065,0.00056,0.00056,0.03856,0.03255,2525212.48628,0.0
0.0059,217.96763,41797617.8797,21945.1725,2.56937,1.54417,79.51281,8.02623,12.49864,1494.26652,10646.02149,0.00057,0.00057,0.03855,0.03254,2525369.20467,0.0
0.006,217.97575,41800206.30947,21946.53151,2.56857,1.54372,79.48864,8.02629,12.49942,1493.54969,10635.85021,0.00057,0.00057,0.03854,0.03253,2525525.59494,0.0
0.0061,217.98385,41802789.3077,21947.88767,2.56776,1.54327,79.46447,8.02634,12.50019,1492.83321,10625.69264,0.00058,0.00058,0.03853,0.03252,2525681.65704,0.0
0.0062,217.99193,41805366.87342,21949.24098,2.56696,1.54283,79.4403,8.0264,12.50097,1492.11708,10615.54875,0.00059,0.00059,0.03852,0.03251,2525837.39092,0.0
0.0063,218.0,41807939.00569,21950.59144,2.56616,1.54238,79.41612,8.02645,12.50174,1491.40131,10605.41852,0.0006,0.0006,0.03851,0.0325,2525992.79651,0.0
0.0064,218.00805,41810505.70356,21951.93904,2.56536,1.54193,79.39195,8.0265,12.50251,1490.68589,10595.30191,0.00061,0.00061,0.0385,0.03249,2526147.87377,0.0
0.0065,218.01609,41813066.96608,21953.28379,2.56455,1.54148,79.36777,8.02655,12.50328,1489.97082,10585.19891,0.00062,0.00062,0.03849,0.03248,2526302.62262,0.0
0.0066,218.0241,41815622.79231,21954.62569,2.56375,1.54104,79.34359,8.0266,12.50404,1489.2561,10575.10948,0.00063,0.00063,0.03848,0.03247,2526457.04302,0.0
0.0067,218.0321,41818173.18129,21955.96473,2.56295,1.54059,79.31941,8.02665,12.50481,1488.54174,10565.03361,0.00064,0.00064,0.03847,0.03246,2526611.13491,0.0
0.0068,218.04008,41820718.13209,21957.30092,2.56215,1.54014,79.29523,8.0267,12.50557,1487.82773,10554.97127,0.00065,0.00065,0.03846,0.03245,2526764.89822,0.0
0.0069,218.04805,41823257.64377,21958.63425,2.56134,1.53969,79.27105,8.02674,12.50634,1487.11408,10544.92243,0.00066,0.00066,0.03845,0.03245,2526918.33292,0.0
0.007,218.05599,41825791.71539,21959.96472,2.56054,1.53924,79.24686,8.02679,12.5071,1486.40077,10534.88707,0.00067,0.00067,0.03844,0.03244,2527071.43892,0.0
0.0071,218.06392,41828320.34601,21961.29234,2.55974,1.5388,79.22268,8.02683,12.50786,1485.68782,10524.86516,0.00068,0.00068,0.03843,0.03243,2527224.21619,0.0
0.0072,218.07184,41830843.5347,21962.6171,2.55894,1.53835,79.19849,8.02688,12.50861,1484.97521,10514.85668,0.00069,0.00069,0.03842,0.03242,2527376.66467,0.0
0.0073,218.07973,41833361.28052,21963.939,2.55813,1.5379,79.1743,8.02692,12.50937,1484.26296,10504.8616,0.0007,0.0007,0.03841,0.03241,2527528.78429,0.0
0.0074,218.08761,41835873.58256,21965.25804,2.55733,1.53745,79.15011,8.02696,12.51012,1483.55106,10494.8799,0.00071,0.00071,0.0384,0.0324,2527680.575,0.0
0.0075,218.09547,41838380.43987,21966.57423,2.55653,1.537,79.12592,8.027,12.51088,1482.83951,10484.91156,0.00072,0.00072,0.0384,0.03239,2527832.03675,0.0
0.0076,218.10331,41840881.85153,21967.88755,2.55572,1.53656,79.10172,8.02705,12.51163,1482.12831,10474.95654,0.00073,0.00073,0.03839,0.03238,2527983.16947,0.0
0.0077,218.11114,41843377.81663,21969.19802,2.55492,1.53611,79.07753,8.02708,12.51238,1481.41746,10465.01483,0.00074,0.00074,0.03838,0.03237,2528133.97312,0.0
0.0078,218.11895,41845868.33422,21970.50563,2.55412,1.53566,79.05333,8.02712,12.51312,1480.70696,10455.0864,0.00075,0.00075,0.03837,0.03236,2528284.44764,0.0
0.0079,218.12674,41848353.40341,21971.81037,2.55332,1.53521,79.02914,8.02716,12.51387,1479.99681,10445.17122,0.00076,0.00076,0.03836,0.03235,2528434.59297,0.0
0.008,218.13451,41850833.02326,21973.11226,2.55251,1.53476,79.00494,8.0272,12.51461,1479.28701,10435.26927,0.00077,0.00077,0.03835,0.03234,2528584.40906,0.0
0.0081,218.14227,41853307.19286,21974.41128,2.55171,1.53431,78.98074,8.02723,12.51536,1478.57756,10425.38053,0.00078,0.00078,0.03834,0.03233,2528733.89585,0.0
0.0082,218.15001,41855775.91129,21975.70744,2.55091,1.53386,78.95653,8.02727,12.5161,1477.86846,10415.50497,0.00079,0.00079,0.03833,0.03232,2528883.05329,0.0
0.0083,218.15773,41858239.17765,21977.00074,2.55011,1.53341,78.93233,8.0273,12.51684,1477.15971,10405.64257,0.0008,0.0008,0.03832,0.03231,2529031.88132,0.0
0.0084,218.16544,41860696.99103,21978.29118,2.5493,1.53297,78.90813,8.02733,12.51757,1476.4513,10395.7933,0.00081,0.00081,0.03831,0.0323,2529180.37988,0.0
0.0085,218.17313,41863149.35051,21979.57875,2.5485,1.53252,78.88392,8.02737,12.51831,1475.74325,10385.95714,0.00081,0.00081,0.0383,0.03229,2529328.54892,0.0
0.0086,218.1808,41865596.25518,21980.86346,2.5477,1.53207,78.85971,8.0274,12.51904,1475.03554,10376.13406,0.00082,0.00082,0.03829,0.03228,2529476.38839,0.0
0.0087,218.18845,41868037.70416,21982.1453,2.54689,1.53162,78.8355,8.02743,12.51978,1474.32818,10366.32405,0.00083,0.00083,0.03828,0.03227,2529623.89824,0.0
0.0088,218.19609,41870473.69652,21983.42428,2.54609,1.53117,78.81129,8.02746,12.52051,1473.62117,10356.52707,0.00084,0.00084,0.03827,0.03226,2529771.0784,0.0
0.0089,218.20371,41872904.23137,21984.70039,2.54529,1.53072,78.78708,8.02748,12.52124,1472.9145,10346.74311,0.00085,0.00085,0.03826,0.03225,2529917.92882,0.0
0.009,218.21131,41875329.30782,21985.97364,2.54449,1.53027,78.76287,8.02751,12.52197,1472.20819,10336.97214,0.00086,0.00086,0.03825,0.03224,2530064.44945,0.0
0.0091,218.21889,41877748.92496,21987.24402,2.54368,1.52982,78.73865,8.02754,12.52269,1471.50222,10327.21413,0.00087,0.00087,0.03824,0.03223,2530210.64024,0.0
0.0092,218.22646,41880163.08191,21988.51154,2.54288,1.52937,78.71444,8.02756,12.52342,1470.79659,10317.46906,0.00088,0.00088,0.03823,0.03222,2530356.50113,0.0
0.0093,218.23401,41882571.77776,21989.77619,2.54208,1.52892,78.69022,8.02759,12.52414,1470.09132,10307.73691,0.00089,0.00089,0.03822,0.03221,2530502.03206,0.0
0.0094,218.24154,41884975.01163,21991.03797,2.54128,1.52847,78.666,8.02761,12.52486,1469.38639,10298.01765,0.0009,0.0009,0.03821,0.03221,2530647.23298,0.0
0.0095,218.24906,41887372.78264,21992.29688,2.54047,1.52802,78.64178,8.02763,12.52558,1468.6818,10288.31126,0.00091,0.00091,0.0382,0.0322,2530792.10385,0.0
0.0096,218.25655,41889765.08988,21993.55292,2.53967,1.52757,78.61756,8.02765,12.5263,1467.97756,10278.61772,0.00092,0.00092,0.03819,0.03219,2530936.6446,0.0
